Start	End	Midpoint	Breakpoint_bp	Non_breakpoint_bp	Feature_bp_inside	%Inside	Feature_bp_outside	%Outside	Ratio
-50000	-49500	-49750	21884	30338087	970	4.43	1902952	6.27	0.7067	
-49950	-49450	-49700	21884	30338087	923	4.22	1902999	6.27	0.6724	
-49900	-49400	-49650	21884	30338087	952	4.35	1902970	6.27	0.6935	
-49850	-49350	-49600	21884	30338087	948	4.33	1902974	6.27	0.6906	
-49800	-49300	-49550	21884	30338087	890	4.07	1903032	6.27	0.6483	
-49750	-49250	-49500	21884	30338087	829	3.79	1903093	6.27	0.6039	
-49700	-49200	-49450	21884	30338087	824	3.77	1903098	6.27	0.6002	
-49650	-49150	-49400	21884	30338087	759	3.47	1903163	6.27	0.5529	
-49600	-49100	-49350	21884	30338087	713	3.26	1903209	6.27	0.5194	
-49550	-49050	-49300	21884	30338087	689	3.15	1903233	6.27	0.5019	
-49500	-49000	-49250	21884	30338087	678	3.10	1903244	6.27	0.4939	
-49450	-48950	-49200	21884	30338087	729	3.33	1903193	6.27	0.5310	
-49400	-48900	-49150	21884	30338087	625	2.86	1903297	6.27	0.4552	
-49350	-48850	-49100	21884	30338087	654	2.99	1903268	6.27	0.4764	
-49300	-48800	-49050	21884	30338087	713	3.26	1903209	6.27	0.5194	
-49250	-48750	-49000	21884	30338087	852	3.89	1903070	6.27	0.6206	
-49200	-48700	-48950	21884	30338087	895	4.09	1903027	6.27	0.6520	
-49150	-48650	-48900	21884	30338087	904	4.13	1903018	6.27	0.6585	
-49100	-48600	-48850	21884	30338087	932	4.26	1902990	6.27	0.6790	
-49050	-48550	-48800	21884	30338087	906	4.14	1903016	6.27	0.6600	
-49000	-48500	-48750	21884	30338087	917	4.19	1903005	6.27	0.6680	
-48950	-48450	-48700	21884	30338087	857	3.92	1903065	6.27	0.6243	
-48900	-48400	-48650	21884	30338087	941	4.30	1902981	6.27	0.6855	
-48850	-48350	-48600	21884	30338087	936	4.28	1902986	6.27	0.6819	
-48800	-48300	-48550	21884	30338087	958	4.38	1902964	6.27	0.6979	
-48750	-48250	-48500	21884	30338087	909	4.15	1903013	6.27	0.6622	
-48700	-48200	-48450	21884	30338087	895	4.09	1903027	6.27	0.6520	
-48650	-48150	-48400	21884	30338087	924	4.22	1902998	6.27	0.6731	
-48600	-48100	-48350	21884	30338087	865	3.95	1903057	6.27	0.6301	
-48550	-48050	-48300	21884	30338087	920	4.20	1903002	6.27	0.6702	
-48500	-48000	-48250	21884	30338087	939	4.29	1902983	6.27	0.6841	
-48450	-47950	-48200	21884	30338087	1018	4.65	1902904	6.27	0.7416	
-48400	-47900	-48150	21884	30338087	996	4.55	1902926	6.27	0.7256	
-48350	-47850	-48100	21884	30338087	1011	4.62	1902911	6.27	0.7365	
-48300	-47800	-48050	21884	30338087	977	4.46	1902945	6.27	0.7118	
-48250	-47750	-48000	21884	30338087	1004	4.59	1902918	6.27	0.7314	
-48200	-47700	-47950	21884	30338087	960	4.39	1902962	6.27	0.6994	
-48150	-47650	-47900	21884	30338087	877	4.01	1903045	6.27	0.6389	
-48100	-47600	-47850	21884	30338087	889	4.06	1903033	6.27	0.6476	
-48050	-47550	-47800	21884	30338087	849	3.88	1903073	6.27	0.6185	
-48000	-47500	-47750	21884	30338087	863	3.94	1903059	6.27	0.6287	
-47950	-47450	-47700	21884	30338087	825	3.77	1903097	6.27	0.6010	
-47900	-47400	-47650	21884	30338087	756	3.45	1903166	6.27	0.5507	
-47850	-47350	-47600	21884	30338087	731	3.34	1903191	6.27	0.5325	
-47800	-47300	-47550	21884	30338087	719	3.29	1903203	6.27	0.5237	
-47750	-47250	-47500	21884	30338087	647	2.96	1903275	6.27	0.4713	
-47700	-47200	-47450	21884	30338087	760	3.47	1903162	6.27	0.5536	
-47650	-47150	-47400	21884	30338087	773	3.53	1903149	6.27	0.5631	
-47600	-47100	-47350	21884	30338087	775	3.54	1903147	6.27	0.5645	
-47550	-47050	-47300	21884	30338087	824	3.77	1903098	6.27	0.6002	
-47500	-47000	-47250	21884	30338087	897	4.10	1903025	6.27	0.6534	
-47450	-46950	-47200	21884	30338087	893	4.08	1903029	6.27	0.6505	
-47400	-46900	-47150	21884	30338087	949	4.34	1902973	6.27	0.6913	
-47350	-46850	-47100	21884	30338087	1046	4.78	1902876	6.27	0.7620	
-47300	-46800	-47050	21884	30338087	1110	5.07	1902812	6.27	0.8087	
-47250	-46750	-47000	21884	30338087	1153	5.27	1902769	6.27	0.8400	
-47200	-46700	-46950	21884	30338087	1128	5.15	1902794	6.27	0.8218	
-47150	-46650	-46900	21884	30338087	1207	5.52	1902715	6.27	0.8794	
-47100	-46600	-46850	21884	30338087	1220	5.57	1902702	6.27	0.8889	
-47050	-46550	-46800	21884	30338087	1237	5.65	1902685	6.27	0.9013	
