Start	End	Midpoint	Breakpoint_bp	Non_breakpoint_bp	Feature_bp_inside	%Inside	Feature_bp_outside	%Outside	Ratio
-50000	-49500	-49750	21000	30338971	3168	15.09	5068077	16.70	0.9031	
-49950	-49450	-49700	21000	30338971	3095	14.74	5068150	16.71	0.8823	
-49900	-49400	-49650	21000	30338971	3038	14.47	5068207	16.71	0.8660	
-49850	-49350	-49600	21000	30338971	2897	13.80	5068348	16.71	0.8258	
-49800	-49300	-49550	21000	30338971	2767	13.18	5068478	16.71	0.7887	
-49750	-49250	-49500	21000	30338971	2667	12.70	5068578	16.71	0.7602	
-49700	-49200	-49450	21000	30338971	2597	12.37	5068648	16.71	0.7402	
-49650	-49150	-49400	21000	30338971	2580	12.29	5068665	16.71	0.7354	
-49600	-49100	-49350	21000	30338971	2580	12.29	5068665	16.71	0.7354	
-49550	-49050	-49300	21000	30338971	2577	12.27	5068668	16.71	0.7345	
-49500	-49000	-49250	21000	30338971	2527	12.03	5068718	16.71	0.7203	
-49450	-48950	-49200	21000	30338971	2544	12.11	5068701	16.71	0.7251	
-49400	-48900	-49150	21000	30338971	2594	12.35	5068651	16.71	0.7394	
-49350	-48850	-49100	21000	30338971	2656	12.65	5068589	16.71	0.7570	
-49300	-48800	-49050	21000	30338971	2715	12.93	5068530	16.71	0.7739	
-49250	-48750	-49000	21000	30338971	2765	13.17	5068480	16.71	0.7881	
-49200	-48700	-48950	21000	30338971	2815	13.40	5068430	16.71	0.8024	
-49150	-48650	-48900	21000	30338971	2865	13.64	5068380	16.71	0.8167	
-49100	-48600	-48850	21000	30338971	2911	13.86	5068334	16.71	0.8298	
-49050	-48550	-48800	21000	30338971	2898	13.80	5068347	16.71	0.8261	
-49000	-48500	-48750	21000	30338971	2848	13.56	5068397	16.71	0.8118	
-48950	-48450	-48700	21000	30338971	2754	13.11	5068491	16.71	0.7850	
-48900	-48400	-48650	21000	30338971	2666	12.70	5068579	16.71	0.7599	
-48850	-48350	-48600	21000	30338971	2554	12.16	5068691	16.71	0.7280	
-48800	-48300	-48550	21000	30338971	2459	11.71	5068786	16.71	0.7009	
