Start	End	Midpoint	Breakpoint_bp	Non_breakpoint_bp	Feature_bp_inside	%Inside	Feature_bp_outside	%Outside	Ratio
-50000	-49500	-49750	21000	30338971	2461	11.72	3974865	13.10	0.8945	
-49950	-49450	-49700	21000	30338971	2391	11.39	3974935	13.10	0.8690	
-49900	-49400	-49650	21000	30338971	2442	11.63	3974884	13.10	0.8876	
-49850	-49350	-49600	21000	30338971	2528	12.04	3974798	13.10	0.9188	
-49800	-49300	-49550	21000	30338971	2678	12.75	3974648	13.10	0.9734	
-49750	-49250	-49500	21000	30338971	2811	13.39	3974515	13.10	1.0218	
-49700	-49200	-49450	21000	30338971	2825	13.45	3974501	13.10	1.0269	
-49650	-49150	-49400	21000	30338971	2798	13.32	3974528	13.10	1.0171	
-49600	-49100	-49350	21000	30338971	2750	13.10	3974576	13.10	0.9996	
-49550	-49050	-49300	21000	30338971	2643	12.59	3974683	13.10	0.9607	
-49500	-49000	-49250	21000	30338971	2597	12.37	3974729	13.10	0.9439	
-49450	-48950	-49200	21000	30338971	2492	11.87	3974834	13.10	0.9058	
-49400	-48900	-49150	21000	30338971	2377	11.32	3974949	13.10	0.8639	
-49350	-48850	-49100	21000	30338971	2316	11.03	3975010	13.10	0.8417	
-49300	-48800	-49050	21000	30338971	2256	10.74	3975070	13.10	0.8199	
-49250	-48750	-49000	21000	30338971	2262	10.77	3975064	13.10	0.8221	
-49200	-48700	-48950	21000	30338971	2350	11.19	3974976	13.10	0.8541	
-49150	-48650	-48900	21000	30338971	2442	11.63	3974884	13.10	0.8876	
-49100	-48600	-48850	21000	30338971	2575	12.26	3974751	13.10	0.9359	
-49050	-48550	-48800	21000	30338971	2676	12.74	3974650	13.10	0.9727	
-49000	-48500	-48750	21000	30338971	2708	12.90	3974618	13.10	0.9843	
-48950	-48450	-48700	21000	30338971	2729	13.00	3974597	13.10	0.9920	
-48900	-48400	-48650	21000	30338971	2624	12.50	3974702	13.10	0.9538	
-48850	-48350	-48600	21000	30338971	2536	12.08	3974790	13.10	0.9218	
-48800	-48300	-48550	21000	30338971	2462	11.72	3974864	13.10	0.8948	
-48750	-48250	-48500	21000	30338971	2430	11.57	3974896	13.10	0.8832	
-48700	-48200	-48450	21000	30338971	2456	11.70	3974870	13.10	0.8927	
-48650	-48150	-48400	21000	30338971	2423	11.54	3974903	13.10	0.8807	
-48600	-48100	-48350	21000	30338971	2482	11.82	3974844	13.10	0.9021	
-48550	-48050	-48300	21000	30338971	2532	12.06	3974794	13.10	0.9203	
-48500	-48000	-48250	21000	30338971	2516	11.98	3974810	13.10	0.9145	
-48450	-47950	-48200	21000	30338971	2553	12.16	3974773	13.10	0.9279	
-48400	-47900	-48150	21000	30338971	2744	13.07	3974582	13.10	0.9974	
-48350	-47850	-48100	21000	30338971	2878	13.70	3974448	13.10	1.0462	
-48300	-47800	-48050	21000	30338971	3003	14.30	3974323	13.10	1.0916	
