Start	End	Midpoint	Breakpoint_bp	Non_breakpoint_bp	Feature_bp_inside	%Inside	Feature_bp_outside	%Outside	Ratio
-50000	-49500	-49750	21884	30338087	9191	42.00	15994578	52.72	0.7966	
-49950	-49450	-49700	21884	30338087	9307	42.53	15994462	52.72	0.8067	
-49900	-49400	-49650	21884	30338087	9363	42.78	15994406	52.72	0.8115	
-49850	-49350	-49600	21884	30338087	9481	43.32	15994288	52.72	0.8218	
-49800	-49300	-49550	21884	30338087	9603	43.88	15994166	52.72	0.8324	
-49750	-49250	-49500	21884	30338087	9660	44.14	15994109	52.72	0.8373	
-49700	-49200	-49450	21884	30338087	9701	44.33	15994068	52.72	0.8409	
-49650	-49150	-49400	21884	30338087	9752	44.56	15994017	52.72	0.8453	
-49600	-49100	-49350	21884	30338087	9790	44.74	15993979	52.72	0.8486	
-49550	-49050	-49300	21884	30338087	9837	44.95	15993932	52.72	0.8526	
-49500	-49000	-49250	21884	30338087	9887	45.18	15993882	52.72	0.8570	
-49450	-48950	-49200	21884	30338087	9937	45.41	15993832	52.72	0.8613	
-49400	-48900	-49150	21884	30338087	10092	46.12	15993677	52.72	0.8748	
-49350	-48850	-49100	21884	30338087	10297	47.05	15993472	52.72	0.8925	
-49300	-48800	-49050	21884	30338087	10531	48.12	15993238	52.72	0.9128	
-49250	-48750	-49000	21884	30338087	10734	49.05	15993035	52.72	0.9304	
-49200	-48700	-48950	21884	30338087	10991	50.22	15992778	52.72	0.9527	
-49150	-48650	-48900	21884	30338087	11215	51.25	15992554	52.71	0.9722	
-49100	-48600	-48850	21884	30338087	11452	52.33	15992317	52.71	0.9927	
-49050	-48550	-48800	21884	30338087	11683	53.39	15992086	52.71	1.0128	
-49000	-48500	-48750	21884	30338087	11963	54.67	15991806	52.71	1.0371	
-48950	-48450	-48700	21884	30338087	12290	56.16	15991479	52.71	1.0654	
-48900	-48400	-48650	21884	30338087	12531	57.26	15991238	52.71	1.0863	
-48850	-48350	-48600	21884	30338087	12749	58.26	15991020	52.71	1.1053	
-48800	-48300	-48550	21884	30338087	12893	58.92	15990876	52.71	1.1177	
-48750	-48250	-48500	21884	30338087	13041	59.59	15990728	52.71	1.1306	
-48700	-48200	-48450	21884	30338087	13141	60.05	15990628	52.71	1.1393	
-48650	-48150	-48400	21884	30338087	13204	60.34	15990565	52.71	1.1447	
-48600	-48100	-48350	21884	30338087	13076	59.75	15990693	52.71	1.1336	
-48550	-48050	-48300	21884	30338087	12945	59.15	15990824	52.71	1.1223	
-48500	-48000	-48250	21884	30338087	12746	58.24	15991023	52.71	1.1050	
-48450	-47950	-48200	21884	30338087	12554	57.37	15991215	52.71	1.0883	
-48400	-47900	-48150	21884	30338087	12365	56.50	15991404	52.71	1.0719	
-48350	-47850	-48100	21884	30338087	12164	55.58	15991605	52.71	1.0545	
-48300	-47800	-48050	21884	30338087	12035	54.99	15991734	52.71	1.0433	
-48250	-47750	-48000	21884	30338087	11894	54.35	15991875	52.71	1.0311	
-48200	-47700	-47950	21884	30338087	11744	53.66	15992025	52.71	1.0181	
-48150	-47650	-47900	21884	30338087	11634	53.16	15992135	52.71	1.0085	
-48100	-47600	-47850	21884	30338087	11550	52.78	15992219	52.71	1.0012	
-48050	-47550	-47800	21884	30338087	11409	52.13	15992360	52.71	0.9890	
-48000	-47500	-47750	21884	30338087	11344	51.84	15992425	52.71	0.9834	
-47950	-47450	-47700	21884	30338087	11297	51.62	15992472	52.71	0.9793	
-47900	-47400	-47650	21884	30338087	11257	51.44	15992512	52.71	0.9758	
-47850	-47350	-47600	21884	30338087	11194	51.15	15992575	52.71	0.9703	
-47800	-47300	-47550	21884	30338087	11129	50.85	15992640	52.71	0.9647	
-47750	-47250	-47500	21884	30338087	11052	50.50	15992717	52.71	0.9580	
-47700	-47200	-47450	21884	30338087	10940	49.99	15992829	52.72	0.9483	
-47650	-47150	-47400	21884	30338087	10795	49.33	15992974	52.72	0.9357	
-47600	-47100	-47350	21884	30338087	10697	48.88	15993072	52.72	0.9272	
-47550	-47050	-47300	21884	30338087	10538	48.15	15993231	52.72	0.9134	
-47500	-47000	-47250	21884	30338087	10371	47.39	15993398	52.72	0.8990	
-47450	-46950	-47200	21884	30338087	10196	46.59	15993573	52.72	0.8838	
-47400	-46900	-47150	21884	30338087	10031	45.84	15993738	52.72	0.8695	
-47350	-46850	-47100	21884	30338087	9822	44.88	15993947	52.72	0.8513	
-47300	-46800	-47050	21884	30338087	9598	43.86	15994171	52.72	0.8319	
-47250	-46750	-47000	21884	30338087	9435	43.11	15994334	52.72	0.8178	
-47200	-46700	-46950	21884	30338087	9369	42.81	15994400	52.72	0.8121	
-47150	-46650	-46900	21884	30338087	9286	42.43	15994483	52.72	0.8049	
-47100	-46600	-46850	21884	30338087	9212	42.09	15994557	52.72	0.7984	
-47050	-46550	-46800	21884	30338087	9257	42.30	15994512	52.72	0.8023	
-47000	-46500	-46750	21884	30338087	9329	42.63	15994440	52.72	0.8086	
-46950	-46450	-46700	21884	30338087	9441	43.14	15994328	52.72	0.8183	
-46900	-46400	-46650	21884	30338087	9579	43.77	15994190	52.72	0.8303	
-46850	-46350	-46600	21884	30338087	9779	44.69	15993990	52.72	0.8476	
-46800	-46300	-46550	21884	30338087	9953	45.48	15993816	52.72	0.8627	
