Start	End	Midpoint	Breakpoint_bp	Non_breakpoint_bp	Feature_bp_inside	%Inside	Feature_bp_outside	%Outside	Ratio
-50000	-49500	-49750	21884	30338087	6562	29.99	4411838	14.54	2.0620	
-49950	-49450	-49700	21884	30338087	6537	29.87	4411863	14.54	2.0541	
-49900	-49400	-49650	21884	30338087	6486	29.64	4411914	14.54	2.0380	
-49850	-49350	-49600	21884	30338087	6352	29.03	4412048	14.54	1.9959	
-49800	-49300	-49550	21884	30338087	6202	28.34	4412198	14.54	1.9487	
-49750	-49250	-49500	21884	30338087	6057	27.68	4412343	14.54	1.9030	
-49700	-49200	-49450	21884	30338087	5903	26.97	4412497	14.54	1.8546	
-49650	-49150	-49400	21884	30338087	5703	26.06	4412697	14.55	1.7917	
-49600	-49100	-49350	21884	30338087	5476	25.02	4412924	14.55	1.7203	
-49550	-49050	-49300	21884	30338087	5301	24.22	4413099	14.55	1.6652	
-49500	-49000	-49250	21884	30338087	5157	23.57	4413243	14.55	1.6199	
-49450	-48950	-49200	21884	30338087	5057	23.11	4413343	14.55	1.5885	
-49400	-48900	-49150	21884	30338087	4958	22.66	4413442	14.55	1.5574	
-49350	-48850	-49100	21884	30338087	4908	22.43	4413492	14.55	1.5416	
-49300	-48800	-49050	21884	30338087	4858	22.20	4413542	14.55	1.5259	
-49250	-48750	-49000	21884	30338087	4803	21.95	4413597	14.55	1.5086	
-49200	-48700	-48950	21884	30338087	4753	21.72	4413647	14.55	1.4929	
-49150	-48650	-48900	21884	30338087	4704	21.50	4413696	14.55	1.4775	
-49100	-48600	-48850	21884	30338087	4737	21.65	4413663	14.55	1.4879	
-49050	-48550	-48800	21884	30338087	4787	21.87	4413613	14.55	1.5036	
-49000	-48500	-48750	21884	30338087	4831	22.08	4413569	14.55	1.5174	
-48950	-48450	-48700	21884	30338087	4831	22.08	4413569	14.55	1.5174	
-48900	-48400	-48650	21884	30338087	4831	22.08	4413569	14.55	1.5174	
-48850	-48350	-48600	21884	30338087	4831	22.08	4413569	14.55	1.5174	
-48800	-48300	-48550	21884	30338087	4831	22.08	4413569	14.55	1.5174	
-48750	-48250	-48500	21884	30338087	4831	22.08	4413569	14.55	1.5174	
-48700	-48200	-48450	21884	30338087	4835	22.09	4413565	14.55	1.5187	
-48650	-48150	-48400	21884	30338087	4884	22.32	4413516	14.55	1.5341	
-48600	-48100	-48350	21884	30338087	4884	22.32	4413516	14.55	1.5341	
-48550	-48050	-48300	21884	30338087	4884	22.32	4413516	14.55	1.5341	
-48500	-48000	-48250	21884	30338087	4852	22.17	4413548	14.55	1.5240	
-48450	-47950	-48200	21884	30338087	4897	22.38	4413503	14.55	1.5382	
-48400	-47900	-48150	21884	30338087	4947	22.61	4413453	14.55	1.5539	
-48350	-47850	-48100	21884	30338087	4997	22.83	4413403	14.55	1.5696	
-48300	-47800	-48050	21884	30338087	5047	23.06	4413353	14.55	1.5854	
-48250	-47750	-48000	21884	30338087	5097	23.29	4413303	14.55	1.6011	
-48200	-47700	-47950	21884	30338087	5147	23.52	4413253	14.55	1.6168	
-48150	-47650	-47900	21884	30338087	5197	23.75	4413203	14.55	1.6325	
-48100	-47600	-47850	21884	30338087	5247	23.98	4413153	14.55	1.6483	
-48050	-47550	-47800	21884	30338087	5297	24.20	4413103	14.55	1.6640	
-48000	-47500	-47750	21884	30338087	5379	24.58	4413021	14.55	1.6898	
-47950	-47450	-47700	21884	30338087	5384	24.60	4413016	14.55	1.6913	
-47900	-47400	-47650	21884	30338087	5384	24.60	4413016	14.55	1.6913	
