Start	End	Midpoint	Breakpoint_bp	Non_breakpoint_bp	Feature_bp_inside	%Inside	Feature_bp_outside	%Outside	Ratio
-50000	-48000	-49000	84000	30277471	795	0.95	1059595	3.50	0.2704	
-49800	-47800	-48800	84000	30277471	995	1.18	1059395	3.50	0.3385	
-49600	-47600	-48600	84000	30277471	1135	1.35	1059255	3.50	0.3862	
-49400	-47400	-48400	84000	30277471	1135	1.35	1059255	3.50	0.3862	
-49200	-47200	-48200	84000	30277471	1135	1.35	1059255	3.50	0.3862	
-49000	-47000	-48000	84000	30277471	1135	1.35	1059255	3.50	0.3862	
-48800	-46800	-47800	84000	30277471	1166	1.39	1059224	3.50	0.3968	
-48600	-46600	-47600	84000	30277471	1171	1.39	1059219	3.50	0.3985	
-48400	-46400	-47400	84000	30277471	1171	1.39	1059219	3.50	0.3985	
-48200	-46200	-47200	84000	30277471	1310	1.56	1059080	3.50	0.4458	
-48000	-46000	-47000	84000	30277471	1510	1.80	1058880	3.50	0.5140	
-47800	-45800	-46800	84000	30277471	1694	2.02	1058696	3.50	0.5767	
-47600	-45600	-46600	84000	30277471	1626	1.94	1058764	3.50	0.5536	
-47400	-45400	-46400	84000	30277471	1826	2.17	1058564	3.50	0.6218	
-47200	-45200	-46200	84000	30277471	2026	2.41	1058364	3.50	0.6900	
-47000	-45000	-46000	84000	30277471	2226	2.65	1058164	3.49	0.7583	
-46800	-44800	-45800	84000	30277471	2395	2.85	1057995	3.49	0.8159	
-46600	-44600	-45600	84000	30277471	2395	2.85	1057995	3.49	0.8159	
-46400	-44400	-45400	84000	30277471	2274	2.71	1058116	3.49	0.7746	
-46200	-44200	-45200	84000	30277471	1943	2.31	1058447	3.50	0.6617	
-46000	-44000	-45000	84000	30277471	1777	2.12	1058613	3.50	0.6050	
-45800	-43800	-44800	84000	30277471	1793	2.13	1058597	3.50	0.6105	
-45600	-43600	-44600	84000	30277471	2121	2.53	1058269	3.50	0.7224	
-45400	-43400	-44400	84000	30277471	2392	2.85	1057998	3.49	0.8149	
-45200	-43200	-44200	84000	30277471	2792	3.32	1057598	3.49	0.9516	
-45000	-43000	-44000	84000	30277471	3148	3.75	1057242	3.49	1.0732	
-44800	-42800	-43800	84000	30277471	3218	3.83	1057172	3.49	1.0972	
-44600	-42600	-43600	84000	30277471	3218	3.83	1057172	3.49	1.0972	
-44400	-42400	-43400	84000	30277471	3339	3.98	1057051	3.49	1.1386	
-44200	-42200	-43200	84000	30277471	3531	4.20	1056859	3.49	1.2043	
-44000	-42000	-43000	84000	30277471	3497	4.16	1056893	3.49	1.1926	
-43800	-41800	-42800	84000	30277471	3297	3.92	1057093	3.49	1.1242	
-43600	-41600	-42600	84000	30277471	3097	3.69	1057293	3.49	1.0558	
-43400	-41400	-42400	84000	30277471	2826	3.36	1057564	3.49	0.9632	
-43200	-41200	-42200	84000	30277471	2426	2.89	1057964	3.49	0.8265	
-43000	-41000	-42000	84000	30277471	2070	2.46	1058320	3.50	0.7050	
-42800	-40800	-41800	84000	30277471	2166	2.58	1058224	3.50	0.7378	
-42600	-40600	-41600	84000	30277471	2550	3.04	1057840	3.49	0.8689	
-42400	-40400	-41400	84000	30277471	2950	3.51	1057440	3.49	1.0056	
-42200	-40200	-41200	84000	30277471	3350	3.99	1057040	3.49	1.1423	
-42000	-40000	-41000	84000	30277471	3750	4.46	1056640	3.49	1.2792	
-41800	-39800	-40800	84000	30277471	4125	4.91	1056265	3.49	1.4076	
-41600	-39600	-40600	84000	30277471	4325	5.15	1056065	3.49	1.4762	
-41400	-39400	-40400	84000	30277471	4525	5.39	1055865	3.49	1.5447	
-41200	-39200	-40200	84000	30277471	4725	5.62	1055665	3.49	1.6133	
-41000	-39000	-40000	84000	30277471	4925	5.86	1055465	3.49	1.6819	
-40800	-38800	-39800	84000	30277471	4959	5.90	1055431	3.49	1.6936	
-40600	-38600	-39600	84000	30277471	4775	5.68	1055615	3.49	1.6305	
-40400	-38400	-39400	84000	30277471	4575	5.45	1055815	3.49	1.5619	
-40200	-38200	-39200	84000	30277471	4375	5.21	1056015	3.49	1.4933	
-40000	-38000	-39000	84000	30277471	4175	4.97	1056215	3.49	1.4248	
-39800	-37800	-38800	84000	30277471	4000	4.76	1056390	3.49	1.3648	
-39600	-37600	-38600	84000	30277471	4000	4.76	1056390	3.49	1.3648	
-39400	-37400	-38400	84000	30277471	4000	4.76	1056390	3.49	1.3648	
-39200	-37200	-38200	84000	30277471	4000	4.76	1056390	3.49	1.3648	
-39000	-37000	-38000	84000	30277471	4000	4.76	1056390	3.49	1.3648	
-38800	-36800	-37800	84000	30277471	3823	4.55	1056567	3.49	1.3042	
-38600	-36600	-37600	84000	30277471	3623	4.31	1056767	3.49	1.2357	
-38400	-36400	-37400	84000	30277471	3423	4.08	1056967	3.49	1.1673	
-38200	-36200	-37200	84000	30277471	3223	3.84	1057167	3.49	1.0989	
-38000	-36000	-37000	84000	30277471	3023	3.60	1057367	3.49	1.0305	
-37800	-35800	-36800	84000	30277471	2823	3.36	1057567	3.49	0.9622	
-37600	-35600	-36600	84000	30277471	2718	3.24	1057672	3.49	0.9263	
-37400	-35400	-36400	84000	30277471	2718	3.24	1057672	3.49	0.9263	
-37200	-35200	-36200	84000	30277471	2836	3.38	1057554	3.49	0.9666	
-37000	-35000	-36000	84000	30277471	2956	3.52	1057434	3.49	1.0076	
-36800	-34800	-35800	84000	30277471	3133	3.73	1057257	3.49	1.0681	
-36600	-34600	-35600	84000	30277315	3378	4.02	1057012	3.49	1.1519	
-36400	-34400	-35400	84000	30277115	3778	4.50	1056612	3.49	1.2888	
-36200	-34200	-35200	83610	30277305	4151	4.96	1056239	3.49	1.4231	
-36000	-34000	-35000	83210	30277505	4396	5.28	1055994	3.49	1.5147	
-35800	-33800	-34800	82810	30277705	4796	5.79	1055594	3.49	1.6612	
-35600	-33600	-34600	82410	30277905	5101	6.19	1055289	3.49	1.7759	
-35400	-33400	-34400	82010	30278105	5159	6.29	1055231	3.49	1.8050	
-35200	-33200	-34200	82390	30277525	5041	6.12	1055349	3.49	1.7554	
-35000	-33000	-34000	82790	30276925	4921	5.94	1055469	3.49	1.7051	
-34800	-32800	-33800	83190	30276325	4921	5.92	1055469	3.49	1.6968	
-34600	-32600	-33600	83590	30275881	4876	5.83	1055514	3.49	1.6732	
-34400	-32400	-33400	83990	30275481	4676	5.57	1055714	3.49	1.5966	
-34200	-32200	-33200	84000	30275471	4503	5.36	1055887	3.49	1.5371	
-34000	-32000	-33000	84000	30275471	4655	5.54	1055735	3.49	1.5892	
-33800	-31800	-32800	84000	30275471	4655	5.54	1055735	3.49	1.5892	
-33600	-31600	-32600	84000	30275471	4814	5.73	1055576	3.49	1.6437	
-33400	-31400	-32400	84000	30275471	5062	6.03	1055328	3.49	1.7288	
-33200	-31200	-32200	84000	30275471	5262	6.26	1055128	3.49	1.7975	
-33000	-31000	-32000	84000	30275471	5462	6.50	1054928	3.48	1.8661	
-32800	-30800	-31800	84000	30275471	5662	6.74	1054728	3.48	1.9348	
-32600	-30600	-31600	84000	30275471	5862	6.98	1054528	3.48	2.0035	
-32400	-30400	-31400	84000	30275471	6062	7.22	1054328	3.48	2.0723	
-32200	-30200	-31200	84000	30275471	6224	7.41	1054166	3.48	2.1280	
-32000	-30000	-31000	84000	30275471	6027	7.17	1054363	3.48	2.0603	
-31800	-29800	-30800	84000	30275471	5827	6.94	1054563	3.48	1.9915	
-31600	-29600	-30600	88000	30271471	6254	7.11	1054136	3.48	2.0409	
-31400	-29400	-30400	88000	30271471	5818	6.61	1054572	3.48	1.8978	
-31200	-29200	-30200	88000	30271471	5418	6.16	1054972	3.49	1.7666	
-31000	-29000	-30000	88000	30271471	5018	5.70	1055372	3.49	1.6356	
-30800	-28800	-29800	88000	30271471	4618	5.25	1055772	3.49	1.5046	
-30600	-28600	-29600	88000	30271471	4187	4.76	1056203	3.49	1.3637	
-30400	-28400	-29400	88000	30271471	3587	4.08	1056803	3.49	1.1676	
-30200	-28200	-29200	88000	30271471	3025	3.44	1057365	3.49	0.9841	
-30000	-28000	-29000	88000	30271471	2625	2.98	1057765	3.49	0.8537	
-29800	-27800	-28800	88000	30271471	2270	2.58	1058120	3.50	0.7380	
-29600	-27600	-28600	88000	30271471	2070	2.35	1058320	3.50	0.6728	
-29400	-27400	-28400	88000	30271471	2173	2.47	1058217	3.50	0.7064	
-29200	-27200	-28200	88000	30271471	2373	2.70	1058017	3.50	0.7715	
-29000	-27000	-28000	88000	30271471	2573	2.92	1057817	3.49	0.8367	
-28800	-26800	-27800	88000	30271471	2773	3.15	1057617	3.49	0.9019	
-28600	-26600	-27600	88000	30271471	2973	3.38	1057417	3.49	0.9672	
-28400	-26400	-27400	88000	30271471	3173	3.61	1057217	3.49	1.0324	
-28200	-26200	-27200	88000	30271471	3240	3.68	1057150	3.49	1.0543	
-28000	-26000	-27000	88000	30271471	3240	3.68	1057150	3.49	1.0543	
-27800	-25800	-26800	88000	30271471	3240	3.68	1057150	3.49	1.0543	
-27600	-25600	-26600	88000	30271471	3240	3.68	1057150	3.49	1.0543	
-27400	-25400	-26400	88000	30271471	3067	3.49	1057323	3.49	0.9978	
-27200	-25200	-26200	88000	30271471	2867	3.26	1057523	3.49	0.9326	
-27000	-25000	-26000	88000	30271471	2667	3.03	1057723	3.49	0.8674	
-26800	-24800	-25800	88000	30271471	2467	2.80	1057923	3.49	0.8022	
-26600	-24600	-25600	88000	30271471	2267	2.58	1058123	3.50	0.7370	
-26400	-24400	-25400	88000	30271471	2067	2.35	1058323	3.50	0.6719	
-26200	-24200	-25200	88000	30271471	2000	2.27	1058390	3.50	0.6500	
-26000	-24000	-25000	88000	30271471	2000	2.27	1058390	3.50	0.6500	
-25800	-23800	-24800	88000	30271471	2000	2.27	1058390	3.50	0.6500	
-25600	-23600	-24600	88000	30271471	2000	2.27	1058390	3.50	0.6500	
-25400	-23400	-24400	88000	30271471	2000	2.27	1058390	3.50	0.6500	
-25200	-23200	-24200	88000	30271471	2000	2.27	1058390	3.50	0.6500	
-25000	-23000	-24000	88000	30271471	2000	2.27	1058390	3.50	0.6500	
-24800	-22800	-23800	88000	30271471	2000	2.27	1058390	3.50	0.6500	
-24600	-22600	-23600	88000	30271471	2000	2.27	1058390	3.50	0.6500	
-24400	-22400	-23400	88000	30271471	2000	2.27	1058390	3.50	0.6500	
-24200	-22200	-23200	88000	30271471	2000	2.27	1058390	3.50	0.6500	
-24000	-22000	-23000	88000	30271471	2000	2.27	1058390	3.50	0.6500	
-23800	-21800	-22800	88000	30271471	2000	2.27	1058390	3.50	0.6500	
-23600	-21600	-22600	88000	30271471	2000	2.27	1058390	3.50	0.6500	
-23400	-21400	-22400	88000	30271471	2000	2.27	1058390	3.50	0.6500	
-23200	-21200	-22200	88000	30271471	1859	2.11	1058531	3.50	0.6041	
-23000	-21000	-22000	88000	30271471	1659	1.89	1058731	3.50	0.5390	
-22800	-20800	-21800	88000	30271471	1459	1.66	1058931	3.50	0.4740	
-22600	-20600	-21600	88000	30271471	1259	1.43	1059131	3.50	0.4089	
-22400	-20400	-21400	88000	30271471	1059	1.20	1059331	3.50	0.3439	
-22200	-20200	-21200	88000	30271471	859	0.98	1059531	3.50	0.2789	
-22000	-20000	-21000	87932	30271539	659	0.75	1059731	3.50	0.2141	
-21800	-19800	-20800	87532	30271939	459	0.52	1059931	3.50	0.1498	
-21600	-19600	-20600	87132	30272339	259	0.30	1060131	3.50	0.0849	
-21400	-19400	-20400	86732	30272739	59	0.07	1060331	3.50	0.0194	
-21200	-19200	-20200	86332	30273139	0	0.00	1060390	3.50	0.0000	
-21000	-19000	-20000	86068	30273403	0	0.00	1060390	3.50	0.0000	
-20800	-18800	-19800	86468	30273003	0	0.00	1060390	3.50	0.0000	
-20600	-18600	-19600	86868	30272603	0	0.00	1060390	3.50	0.0000	
-20400	-18400	-19400	87268	30272203	0	0.00	1060390	3.50	0.0000	
-20200	-18200	-19200	87668	30271803	0	0.00	1060390	3.50	0.0000	
-20000	-18000	-19000	88000	30271471	0	0.00	1060390	3.50	0.0000	
-19800	-17800	-18800	88000	30271471	0	0.00	1060390	3.50	0.0000	
-19600	-17600	-18600	88000	30271471	0	0.00	1060390	3.50	0.0000	
-19400	-17400	-18400	88000	30271471	168	0.19	1060222	3.50	0.0545	
-19200	-17200	-18200	88000	30271471	368	0.42	1060022	3.50	0.1194	
-19000	-17000	-18000	88000	30271471	725	0.82	1059665	3.50	0.2354	
-18800	-16800	-17800	88000	30271471	1125	1.28	1059265	3.50	0.3653	
-18600	-16600	-17600	88000	30271471	1525	1.73	1058865	3.50	0.4954	
-18400	-16400	-17400	88000	30271471	1925	2.19	1058465	3.50	0.6256	
-18200	-16200	-17200	88000	30271471	2325	2.64	1058065	3.50	0.7559	
-18000	-16000	-17000	88000	30271471	2725	3.10	1057665	3.49	0.8863	
-17800	-15800	-16800	88000	30271471	3318	3.77	1057072	3.49	1.0797	
-17600	-15600	-16600	88000	30271471	3918	4.45	1056472	3.49	1.2757	
-17400	-15400	-16400	88000	30271471	4209	4.78	1056181	3.49	1.3709	
-17200	-15200	-16200	88000	30271471	4409	5.01	1055981	3.49	1.4363	
-17000	-15000	-16000	88000	30271471	4452	5.06	1055938	3.49	1.4503	
-16800	-14800	-15800	88000	30271471	4452	5.06	1055938	3.49	1.4503	
-16600	-14600	-15600	88000	30271471	4495	5.11	1055895	3.49	1.4644	
-16400	-14400	-15400	88000	30271471	4695	5.34	1055695	3.49	1.5298	
-16200	-14200	-15200	88000	30271471	4895	5.56	1055495	3.49	1.5953	
-16000	-14000	-15000	88000	30271471	4901	5.57	1055489	3.49	1.5973	
-15800	-13800	-14800	88000	30271471	4708	5.35	1055682	3.49	1.5341	
-15600	-13600	-14600	88000	30271471	4508	5.12	1055882	3.49	1.4687	
-15400	-13400	-14400	88000	30271471	4449	5.06	1055941	3.49	1.4494	
-15200	-13200	-14200	88000	30271471	4446	5.05	1055944	3.49	1.4484	
-15000	-13000	-14000	88000	30271471	4246	4.83	1056144	3.49	1.3830	
-14800	-12800	-13800	88000	30271471	4046	4.60	1056344	3.49	1.3176	
-14600	-12600	-13600	88000	30271471	3803	4.32	1056587	3.49	1.2381	
-14400	-12400	-13400	88000	30271471	3403	3.87	1056987	3.49	1.1075	
-14200	-12200	-13200	88000	30271471	3003	3.41	1057387	3.49	0.9769	
-14000	-12000	-13000	88000	30271471	2797	3.18	1057593	3.49	0.9098	
-13800	-11800	-12800	88000	30271471	2597	2.95	1057793	3.49	0.8445	
-13600	-11600	-12600	88000	30271471	2397	2.72	1057993	3.50	0.7794	
-13400	-11400	-12400	88000	30271471	2197	2.50	1058193	3.50	0.7142	
-13200	-11200	-12200	88000	30271471	2000	2.27	1058390	3.50	0.6500	
-13000	-11000	-12000	87931	30271540	2000	2.27	1058390	3.50	0.6505	
-12800	-10800	-11800	87531	30271940	2000	2.28	1058390	3.50	0.6535	
-12600	-10600	-11600	87131	30272340	2000	2.30	1058390	3.50	0.6565	
-12400	-10400	-11400	86731	30272740	2000	2.31	1058390	3.50	0.6596	
-12200	-10200	-11200	86331	30273140	2000	2.32	1058390	3.50	0.6626	
-12000	-10000	-11000	86069	30273402	2063	2.40	1058327	3.50	0.6856	
-11800	-9800	-10800	86469	30273002	2263	2.62	1058127	3.50	0.7488	
-11600	-9600	-10600	86869	30272602	2463	2.84	1057927	3.49	0.8113	
-11400	-9400	-10400	87269	30272202	2663	3.05	1057727	3.49	0.8733	
-11200	-9200	-10200	87669	30271802	2672	3.05	1057718	3.49	0.8723	
-11000	-9000	-10000	88000	30271471	2672	3.04	1057718	3.49	0.8690	
-10800	-8800	-9800	88000	30271471	2672	3.04	1057718	3.49	0.8690	
-10600	-8600	-9600	88000	30271471	2672	3.04	1057718	3.49	0.8690	
-10400	-8400	-9400	88000	30271471	2672	3.04	1057718	3.49	0.8690	
-10200	-8200	-9200	88000	30271471	2672	3.04	1057718	3.49	0.8690	
