Start	End	Midpoint	Breakpoint_bp	Non_breakpoint_bp	Feature_bp_inside	%Inside	Feature_bp_outside	%Outside	Ratio
-50000	-49500	-49750	21000	30338971	13238	63.04	15990531	52.71	1.1960	
-49950	-49450	-49700	21000	30338971	13370	63.67	15990399	52.71	1.2080	
-49900	-49400	-49650	21000	30338971	13429	63.95	15990340	52.71	1.2133	
-49850	-49350	-49600	21000	30338971	13409	63.85	15990360	52.71	1.2115	
-49800	-49300	-49550	21000	30338971	13316	63.41	15990453	52.71	1.2031	
-49750	-49250	-49500	21000	30338971	13316	63.41	15990453	52.71	1.2031	
-49700	-49200	-49450	21000	30338971	13281	63.24	15990488	52.71	1.1999	
-49650	-49150	-49400	21000	30338971	13231	63.00	15990538	52.71	1.1954	
-49600	-49100	-49350	21000	30338971	13217	62.94	15990552	52.71	1.1941	
-49550	-49050	-49300	21000	30338971	13198	62.85	15990571	52.71	1.1924	
-49500	-49000	-49250	21000	30338971	13169	62.71	15990600	52.71	1.1898	
-49450	-48950	-49200	21000	30338971	13046	62.12	15990723	52.71	1.1787	
-49400	-48900	-49150	21000	30338971	12942	61.63	15990827	52.71	1.1693	
-49350	-48850	-49100	21000	30338971	12885	61.36	15990884	52.71	1.1641	
-49300	-48800	-49050	21000	30338971	12881	61.34	15990888	52.71	1.1637	
-49250	-48750	-49000	21000	30338971	12792	60.91	15990977	52.71	1.1557	
-49200	-48700	-48950	21000	30338971	12730	60.62	15991039	52.71	1.1501	
-49150	-48650	-48900	21000	30338971	12648	60.23	15991121	52.71	1.1427	
-49100	-48600	-48850	21000	30338971	12551	59.77	15991218	52.71	1.1339	
-49050	-48550	-48800	21000	30338971	12467	59.37	15991302	52.71	1.1263	
-49000	-48500	-48750	21000	30338971	12449	59.28	15991320	52.71	1.1247	
-48950	-48450	-48700	21000	30338971	12489	59.47	15991280	52.71	1.1283	
-48900	-48400	-48650	21000	30338971	12517	59.60	15991252	52.71	1.1308	
-48850	-48350	-48600	21000	30338971	12494	59.50	15991275	52.71	1.1288	
-48800	-48300	-48550	21000	30338971	12471	59.39	15991298	52.71	1.1267	
-48750	-48250	-48500	21000	30338971	12499	59.52	15991270	52.71	1.1292	
-48700	-48200	-48450	21000	30338971	12470	59.38	15991299	52.71	1.1266	
-48650	-48150	-48400	21000	30338971	12487	59.46	15991282	52.71	1.1281	
-48600	-48100	-48350	21000	30338971	12498	59.51	15991271	52.71	1.1291	
-48550	-48050	-48300	21000	30338971	12582	59.91	15991187	52.71	1.1367	
-48500	-48000	-48250	21000	30338971	12613	60.06	15991156	52.71	1.1395	
-48450	-47950	-48200	21000	30338971	12569	59.85	15991200	52.71	1.1355	
-48400	-47900	-48150	21000	30338971	12491	59.48	15991278	52.71	1.1285	
-48350	-47850	-48100	21000	30338971	12422	59.15	15991347	52.71	1.1222	
-48300	-47800	-48050	21000	30338971	12393	59.01	15991376	52.71	1.1196	
-48250	-47750	-48000	21000	30338971	12443	59.25	15991326	52.71	1.1241	
-48200	-47700	-47950	21000	30338971	12534	59.69	15991235	52.71	1.1324	
-48150	-47650	-47900	21000	30338971	12547	59.75	15991222	52.71	1.1335	
-48100	-47600	-47850	21000	30338971	12528	59.66	15991241	52.71	1.1318	
-48050	-47550	-47800	21000	30338971	12311	58.62	15991458	52.71	1.1122	
-48000	-47500	-47750	21000	30338971	12158	57.90	15991611	52.71	1.0984	
-47950	-47450	-47700	21000	30338971	12140	57.81	15991629	52.71	1.0967	
-47900	-47400	-47650	21000	30338971	12202	58.10	15991567	52.71	1.1024	
-47850	-47350	-47600	21000	30338971	12321	58.67	15991448	52.71	1.1131	
-47800	-47300	-47550	21000	30338971	12497	59.51	15991272	52.71	1.1290	
-47750	-47250	-47500	21000	30338971	12608	60.04	15991161	52.71	1.1391	
-47700	-47200	-47450	21000	30338971	12672	60.34	15991097	52.71	1.1448	
-47650	-47150	-47400	21000	30338971	12787	60.89	15990982	52.71	1.1552	
-47600	-47100	-47350	21000	30338971	12930	61.57	15990839	52.71	1.1682	
-47550	-47050	-47300	21000	30338971	13161	62.67	15990608	52.71	1.1891	
-47500	-47000	-47250	21000	30338971	13376	63.70	15990393	52.71	1.2085	
-47450	-46950	-47200	21000	30338971	13440	64.00	15990329	52.71	1.2143	
-47400	-46900	-47150	21000	30338971	13478	64.18	15990291	52.71	1.2177	
-47350	-46850	-47100	21000	30338971	13500	64.29	15990269	52.71	1.2197	
-47300	-46800	-47050	21000	30338971	13493	64.25	15990276	52.71	1.2191	
-47250	-46750	-47000	21000	30338971	13493	64.25	15990276	52.71	1.2191	
-47200	-46700	-46950	21000	30338971	13494	64.26	15990275	52.71	1.2192	
-47150	-46650	-46900	21000	30338971	13382	63.72	15990387	52.71	1.2090	
-47100	-46600	-46850	21000	30338971	13302	63.34	15990467	52.71	1.2018	
-47050	-46550	-46800	21000	30338971	13269	63.19	15990500	52.71	1.1988	
-47000	-46500	-46750	21000	30338971	13279	63.23	15990490	52.71	1.1997	
-46950	-46450	-46700	21000	30338971	13451	64.05	15990318	52.71	1.2153	
-46900	-46400	-46650	21000	30338971	13677	65.13	15990092	52.70	1.2357	
-46850	-46350	-46600	21000	30338971	13905	66.21	15989864	52.70	1.2563	
-46800	-46300	-46550	21000	30338971	14019	66.76	15989750	52.70	1.2667	
-46750	-46250	-46500	21000	30338971	14069	67.00	15989700	52.70	1.2712	
-46700	-46200	-46450	21000	30338971	14104	67.16	15989665	52.70	1.2743	
-46650	-46150	-46400	21000	30338971	14276	67.98	15989493	52.70	1.2899	
-46600	-46100	-46350	21000	30338971	14382	68.49	15989387	52.70	1.2995	
-46550	-46050	-46300	21000	30338971	14543	69.25	15989226	52.70	1.3140	
-46500	-46000	-46250	21000	30338971	14615	69.60	15989154	52.70	1.3206	
-46450	-45950	-46200	21000	30338971	14627	69.65	15989142	52.70	1.3216	
-46400	-45900	-46150	21000	30338971	14601	69.53	15989168	52.70	1.3193	
-46350	-45850	-46100	21000	30338971	14585	69.45	15989184	52.70	1.3178	
-46300	-45800	-46050	21000	30338971	14606	69.55	15989163	52.70	1.3197	
-46250	-45750	-46000	21000	30338971	14671	69.86	15989098	52.70	1.3256	
-46200	-45700	-45950	21000	30338971	14821	70.58	15988948	52.70	1.3392	
-46150	-45650	-45900	21000	30338971	14942	71.15	15988827	52.70	1.3501	
-46100	-45600	-45850	21000	30338971	15002	71.44	15988767	52.70	1.3556	
-46050	-45550	-45800	21000	30338971	14955	71.21	15988814	52.70	1.3513	
-46000	-45500	-45750	21000	30338971	14955	71.21	15988814	52.70	1.3513	
-45950	-45450	-45700	21000	30338971	14958	71.23	15988811	52.70	1.3516	
-45900	-45400	-45650	21000	30338971	14958	71.23	15988811	52.70	1.3516	
-45850	-45350	-45600	21000	30338971	14919	71.04	15988850	52.70	1.3480	
-45800	-45300	-45550	21000	30338971	14917	71.03	15988852	52.70	1.3479	
-45750	-45250	-45500	21000	30338971	14945	71.17	15988824	52.70	1.3504	
-45700	-45200	-45450	21000	30338971	14945	71.17	15988824	52.70	1.3504	
-45650	-45150	-45400	21000	30338971	14951	71.20	15988818	52.70	1.3509	
-45600	-45100	-45350	21000	30338971	14991	71.39	15988778	52.70	1.3546	
-45550	-45050	-45300	21000	30338971	15078	71.80	15988691	52.70	1.3624	
-45500	-45000	-45250	21000	30338971	15128	72.04	15988641	52.70	1.3669	
-45450	-44950	-45200	21000	30338971	15139	72.09	15988630	52.70	1.3679	
-45400	-44900	-45150	21000	30338971	15139	72.09	15988630	52.70	1.3679	
-45350	-44850	-45100	21000	30338971	15096	71.89	15988673	52.70	1.3641	
-45300	-44800	-45050	21000	30338971	15046	71.65	15988723	52.70	1.3595	
-45250	-44750	-45000	21000	30338971	14953	71.20	15988816	52.70	1.3511	
-45200	-44700	-44950	21000	30338971	14853	70.73	15988916	52.70	1.3421	
-45150	-44650	-44900	21000	30338971	14761	70.29	15989008	52.70	1.3338	
-45100	-44600	-44850	21000	30338971	14711	70.05	15989058	52.70	1.3292	
-45050	-44550	-44800	21000	30338971	14603	69.54	15989166	52.70	1.3195	
-45000	-44500	-44750	21000	30338971	14412	68.63	15989357	52.70	1.3022	
-44950	-44450	-44700	21000	30338971	14212	67.68	15989557	52.70	1.2841	
-44900	-44400	-44650	21000	30338971	14045	66.88	15989724	52.70	1.2690	
-44850	-44350	-44600	21000	30338971	13882	66.10	15989887	52.70	1.2543	
-44800	-44300	-44550	21000	30338971	13594	64.73	15990175	52.71	1.2282	
-44750	-44250	-44500	21000	30338971	13284	63.26	15990485	52.71	1.2002	
-44700	-44200	-44450	21000	30338971	12996	61.89	15990773	52.71	1.1741	
-44650	-44150	-44400	21000	30338971	12788	60.90	15990981	52.71	1.1553	
-44600	-44100	-44350	21000	30338971	12588	59.94	15991181	52.71	1.1373	
-44550	-44050	-44300	21000	30338971	12495	59.50	15991274	52.71	1.1288	
-44500	-44000	-44250	21000	30338971	12486	59.46	15991283	52.71	1.1280	
-44450	-43950	-44200	21000	30338971	12486	59.46	15991283	52.71	1.1280	
-44400	-43900	-44150	21000	30338971	12403	59.06	15991366	52.71	1.1205	
-44350	-43850	-44100	21000	30338971	12334	58.73	15991435	52.71	1.1143	
-44300	-43800	-44050	21000	30338971	12372	58.91	15991397	52.71	1.1177	
-44250	-43750	-44000	21000	30338971	12457	59.32	15991312	52.71	1.1254	
-44200	-43700	-43950	21000	30338971	12545	59.74	15991224	52.71	1.1334	
-44150	-43650	-43900	21000	30338971	12485	59.45	15991284	52.71	1.1279	
-44100	-43600	-43850	21000	30338971	12368	58.90	15991401	52.71	1.1174	
-44050	-43550	-43800	21000	30338971	12131	57.77	15991638	52.71	1.0959	
-44000	-43500	-43750	21000	30338971	11924	56.78	15991845	52.71	1.0772	
-43950	-43450	-43700	21000	30338971	11747	55.94	15992022	52.71	1.0612	
-43900	-43400	-43650	21000	30338971	11597	55.22	15992172	52.71	1.0477	
-43850	-43350	-43600	21000	30338971	11491	54.72	15992278	52.71	1.0381	
-43800	-43300	-43550	21000	30338971	11471	54.62	15992298	52.71	1.0363	
-43750	-43250	-43500	21000	30338971	11396	54.27	15992373	52.71	1.0295	
-43700	-43200	-43450	21000	30338971	11308	53.85	15992461	52.71	1.0215	
-43650	-43150	-43400	21000	30338971	11271	53.67	15992498	52.71	1.0182	
-43600	-43100	-43350	21000	30338971	11310	53.86	15992459	52.71	1.0217	
-43550	-43050	-43300	21000	30338971	11397	54.27	15992372	52.71	1.0296	
-43500	-43000	-43250	21000	30338971	11454	54.54	15992315	52.71	1.0347	
-43450	-42950	-43200	21000	30338971	11491	54.72	15992278	52.71	1.0381	
-43400	-42900	-43150	21000	30338971	11541	54.96	15992228	52.71	1.0426	
-43350	-42850	-43100	21000	30338971	11577	55.13	15992192	52.71	1.0459	
-43300	-42800	-43050	21000	30338971	11513	54.82	15992256	52.71	1.0401	
-43250	-42750	-43000	21000	30338971	11512	54.82	15992257	52.71	1.0400	
-43200	-42700	-42950	21000	30338971	11519	54.85	15992250	52.71	1.0406	
-43150	-42650	-42900	21000	30338971	11484	54.69	15992285	52.71	1.0374	
-43100	-42600	-42850	21000	30338971	11492	54.72	15992277	52.71	1.0382	
-43050	-42550	-42800	21000	30338971	11492	54.72	15992277	52.71	1.0382	
-43000	-42500	-42750	21000	30338971	11533	54.92	15992236	52.71	1.0419	
-42950	-42450	-42700	21000	30338971	11562	55.06	15992207	52.71	1.0445	
-42900	-42400	-42650	21000	30338971	11554	55.02	15992215	52.71	1.0438	
-42850	-42350	-42600	21000	30338971	11459	54.57	15992310	52.71	1.0352	
-42800	-42300	-42550	21000	30338971	11354	54.07	15992415	52.71	1.0257	
-42750	-42250	-42500	21000	30338971	11241	53.53	15992528	52.71	1.0155	
-42700	-42200	-42450	21000	30338971	11147	53.08	15992622	52.71	1.0070	
-42650	-42150	-42400	21000	30338971	11131	53.00	15992638	52.71	1.0055	
-42600	-42100	-42350	21000	30338971	11028	52.51	15992741	52.71	0.9962	
-42550	-42050	-42300	21000	30338971	10974	52.26	15992795	52.71	0.9913	
-42500	-42000	-42250	21000	30338971	10883	51.82	15992886	52.71	0.9831	
-42450	-41950	-42200	21000	30338971	10783	51.35	15992986	52.71	0.9741	
-42400	-41900	-42150	21000	30338971	10726	51.08	15993043	52.71	0.9689	
-42350	-41850	-42100	21000	30338971	10721	51.05	15993048	52.71	0.9685	
-42300	-41800	-42050	21000	30338971	10705	50.98	15993064	52.71	0.9670	
-42250	-41750	-42000	21000	30338971	10669	50.80	15993100	52.71	0.9638	
-42200	-41700	-41950	21000	30338971	10594	50.45	15993175	52.71	0.9570	
-42150	-41650	-41900	21000	30338971	10409	49.57	15993360	52.72	0.9403	
-42100	-41600	-41850	21000	30338971	10229	48.71	15993540	52.72	0.9240	
-42050	-41550	-41800	21000	30338971	10033	47.78	15993736	52.72	0.9063	
-42000	-41500	-41750	21000	30338971	9957	47.41	15993812	52.72	0.8994	
-41950	-41450	-41700	21000	30338971	9980	47.52	15993789	52.72	0.9015	
-41900	-41400	-41650	21000	30338971	10080	48.00	15993689	52.72	0.9105	
-41850	-41350	-41600	21000	30338971	10239	48.76	15993530	52.72	0.9249	
-41800	-41300	-41550	21000	30338971	10491	49.96	15993278	52.72	0.9477	
-41750	-41250	-41500	21000	30338971	10722	51.06	15993047	52.71	0.9686	
-41700	-41200	-41450	21000	30338971	10972	52.25	15992797	52.71	0.9912	
-41650	-41150	-41400	21000	30338971	11280	53.71	15992489	52.71	1.0190	
-41600	-41100	-41350	21000	30338971	11592	55.20	15992177	52.71	1.0472	
-41550	-41050	-41300	21000	30338971	11909	56.71	15991860	52.71	1.0759	
-41500	-41000	-41250	21000	30338971	12129	57.76	15991640	52.71	1.0958	
-41450	-40950	-41200	21000	30338971	12192	58.06	15991577	52.71	1.1015	
-41400	-40900	-41150	21000	30338971	12157	57.89	15991612	52.71	1.0983	
-41350	-40850	-41100	21000	30338971	12106	57.65	15991663	52.71	1.0937	
-41300	-40800	-41050	21000	30338971	12157	57.89	15991612	52.71	1.0983	
-41250	-40750	-41000	21000	30338971	12177	57.99	15991592	52.71	1.1001	
-41200	-40700	-40950	21000	30338971	12111	57.67	15991658	52.71	1.0941	
-41150	-40650	-40900	21000	30338971	12086	57.55	15991683	52.71	1.0919	
-41100	-40600	-40850	21000	30338971	12072	57.49	15991697	52.71	1.0906	
-41050	-40550	-40800	21000	30338971	12007	57.18	15991762	52.71	1.0847	
-41000	-40500	-40750	21000	30338971	11913	56.73	15991856	52.71	1.0762	
-40950	-40450	-40700	21000	30338971	11931	56.81	15991838	52.71	1.0779	
