Start	End	Midpoint	Breakpoint_bp	Non_breakpoint_bp	Feature_bp_inside	%Inside	Feature_bp_outside	%Outside	Ratio
-50000	-49500	-49750	21884	30338087	117	0.53	225386	0.74	0.7196	
-49950	-49450	-49700	21884	30338087	134	0.61	225369	0.74	0.8243	
-49900	-49400	-49650	21884	30338087	134	0.61	225369	0.74	0.8243	
-49850	-49350	-49600	21884	30338087	134	0.61	225369	0.74	0.8243	
-49800	-49300	-49550	21884	30338087	134	0.61	225369	0.74	0.8243	
-49750	-49250	-49500	21884	30338087	134	0.61	225369	0.74	0.8243	
-49700	-49200	-49450	21884	30338087	134	0.61	225369	0.74	0.8243	
-49650	-49150	-49400	21884	30338087	134	0.61	225369	0.74	0.8243	
-49600	-49100	-49350	21884	30338087	117	0.53	225386	0.74	0.7196	
-49550	-49050	-49300	21884	30338087	67	0.31	225436	0.74	0.4120	
-49500	-49000	-49250	21884	30338087	17	0.08	225486	0.74	0.1045	
-49450	-48950	-49200	21884	30338087	0	0.00	225503	0.74	0.0000	
-49400	-48900	-49150	21884	30338087	0	0.00	225503	0.74	0.0000	
-49350	-48850	-49100	21884	30338087	0	0.00	225503	0.74	0.0000	
-49300	-48800	-49050	21884	30338087	0	0.00	225503	0.74	0.0000	
-49250	-48750	-49000	21884	30338087	0	0.00	225503	0.74	0.0000	
-49200	-48700	-48950	21884	30338087	0	0.00	225503	0.74	0.0000	
-49150	-48650	-48900	21884	30338087	0	0.00	225503	0.74	0.0000	
-49100	-48600	-48850	21884	30338087	0	0.00	225503	0.74	0.0000	
-49050	-48550	-48800	21884	30338087	0	0.00	225503	0.74	0.0000	
-49000	-48500	-48750	21884	30338087	0	0.00	225503	0.74	0.0000	
-48950	-48450	-48700	21884	30338087	0	0.00	225503	0.74	0.0000	
-48900	-48400	-48650	21884	30338087	0	0.00	225503	0.74	0.0000	
-48850	-48350	-48600	21884	30338087	0	0.00	225503	0.74	0.0000	
-48800	-48300	-48550	21884	30338087	0	0.00	225503	0.74	0.0000	
-48750	-48250	-48500	21884	30338087	0	0.00	225503	0.74	0.0000	
-48700	-48200	-48450	21884	30338087	0	0.00	225503	0.74	0.0000	
-48650	-48150	-48400	21884	30338087	0	0.00	225503	0.74	0.0000	
-48600	-48100	-48350	21884	30338087	0	0.00	225503	0.74	0.0000	
-48550	-48050	-48300	21884	30338087	0	0.00	225503	0.74	0.0000	
-48500	-48000	-48250	21884	30338087	0	0.00	225503	0.74	0.0000	
-48450	-47950	-48200	21884	30338087	0	0.00	225503	0.74	0.0000	
-48400	-47900	-48150	21884	30338087	0	0.00	225503	0.74	0.0000	
-48350	-47850	-48100	21884	30338087	0	0.00	225503	0.74	0.0000	
-48300	-47800	-48050	21884	30338087	0	0.00	225503	0.74	0.0000	
-48250	-47750	-48000	21884	30338087	0	0.00	225503	0.74	0.0000	
-48200	-47700	-47950	21884	30338087	0	0.00	225503	0.74	0.0000	
-48150	-47650	-47900	21884	30338087	0	0.00	225503	0.74	0.0000	
-48100	-47600	-47850	21884	30338087	0	0.00	225503	0.74	0.0000	
-48050	-47550	-47800	21884	30338087	0	0.00	225503	0.74	0.0000	
-48000	-47500	-47750	21884	30338087	0	0.00	225503	0.74	0.0000	
-47950	-47450	-47700	21884	30338087	0	0.00	225503	0.74	0.0000	
-47900	-47400	-47650	21884	30338087	0	0.00	225503	0.74	0.0000	
-47850	-47350	-47600	21884	30338087	0	0.00	225503	0.74	0.0000	
-47800	-47300	-47550	21884	30338087	0	0.00	225503	0.74	0.0000	
-47750	-47250	-47500	21884	30338087	0	0.00	225503	0.74	0.0000	
-47700	-47200	-47450	21884	30338087	0	0.00	225503	0.74	0.0000	
-47650	-47150	-47400	21884	30338087	0	0.00	225503	0.74	0.0000	
-47600	-47100	-47350	21884	30338087	0	0.00	225503	0.74	0.0000	
-47550	-47050	-47300	21884	30338087	0	0.00	225503	0.74	0.0000	
-47500	-47000	-47250	21884	30338087	0	0.00	225503	0.74	0.0000	
-47450	-46950	-47200	21884	30338087	0	0.00	225503	0.74	0.0000	
-47400	-46900	-47150	21884	30338087	0	0.00	225503	0.74	0.0000	
-47350	-46850	-47100	21884	30338087	3	0.01	225500	0.74	0.0184	
-47300	-46800	-47050	21884	30338087	53	0.24	225450	0.74	0.3259	
-47250	-46750	-47000	21884	30338087	103	0.47	225400	0.74	0.6335	
-47200	-46700	-46950	21884	30338087	153	0.70	225350	0.74	0.9412	
-47150	-46650	-46900	21884	30338087	203	0.93	225300	0.74	1.2491	
-47100	-46600	-46850	21884	30338087	253	1.16	225250	0.74	1.5571	
-47050	-46550	-46800	21884	30338087	303	1.38	225200	0.74	1.8652	
-47000	-46500	-46750	21884	30338087	353	1.61	225150	0.74	2.1735	
-46950	-46450	-46700	21884	30338087	403	1.84	225100	0.74	2.4819	
-46900	-46400	-46650	21884	30338087	453	2.07	225050	0.74	2.7905	
-46850	-46350	-46600	21884	30338087	500	2.28	225003	0.74	3.0807	
-46800	-46300	-46550	21884	30338087	500	2.28	225003	0.74	3.0807	
-46750	-46250	-46500	21884	30338087	500	2.28	225003	0.74	3.0807	
-46700	-46200	-46450	21884	30338087	500	2.28	225003	0.74	3.0807	
-46650	-46150	-46400	21884	30338087	500	2.28	225003	0.74	3.0807	
-46600	-46100	-46350	21884	30338087	500	2.28	225003	0.74	3.0807	
-46550	-46050	-46300	21884	30338087	500	2.28	225003	0.74	3.0807	
-46500	-46000	-46250	21884	30338087	500	2.28	225003	0.74	3.0807	
-46450	-45950	-46200	21884	30338087	515	2.35	224988	0.74	3.1733	
-46400	-45900	-46150	21884	30338087	527	2.41	224976	0.74	3.2474	
-46350	-45850	-46100	21884	30338087	527	2.41	224976	0.74	3.2474	
-46300	-45800	-46050	21884	30338087	527	2.41	224976	0.74	3.2474	
-46250	-45750	-46000	21884	30338087	527	2.41	224976	0.74	3.2474	
-46200	-45700	-45950	21884	30338087	496	2.27	225007	0.74	3.0560	
-46150	-45650	-45900	21884	30338087	446	2.04	225057	0.74	2.7473	
-46100	-45600	-45850	21884	30338087	396	1.81	225107	0.74	2.4388	
-46050	-45550	-45800	21884	30338087	346	1.58	225157	0.74	2.1304	
-46000	-45500	-45750	21884	30338087	296	1.35	225207	0.74	1.8221	
-45950	-45450	-45700	21884	30338087	231	1.06	225272	0.74	1.4216	
-45900	-45400	-45650	21884	30338087	169	0.77	225334	0.74	1.0397	
-45850	-45350	-45600	21884	30338087	119	0.54	225384	0.74	0.7320	
-45800	-45300	-45550	21884	30338087	69	0.32	225434	0.74	0.4243	
-45750	-45250	-45500	21884	30338087	19	0.09	225484	0.74	0.1168	
-45700	-45200	-45450	21884	30338087	0	0.00	225503	0.74	0.0000	
-45650	-45150	-45400	21884	30338087	0	0.00	225503	0.74	0.0000	
-45600	-45100	-45350	21884	30338087	0	0.00	225503	0.74	0.0000	
-45550	-45050	-45300	21884	30338087	0	0.00	225503	0.74	0.0000	
-45500	-45000	-45250	21884	30338087	0	0.00	225503	0.74	0.0000	
-45450	-44950	-45200	21884	30338087	0	0.00	225503	0.74	0.0000	
-45400	-44900	-45150	21884	30338087	0	0.00	225503	0.74	0.0000	
-45350	-44850	-45100	21884	30338087	0	0.00	225503	0.74	0.0000	
-45300	-44800	-45050	21884	30338087	0	0.00	225503	0.74	0.0000	
-45250	-44750	-45000	21884	30338087	0	0.00	225503	0.74	0.0000	
-45200	-44700	-44950	21884	30338087	0	0.00	225503	0.74	0.0000	
-45150	-44650	-44900	21884	30338087	0	0.00	225503	0.74	0.0000	
-45100	-44600	-44850	21884	30338087	0	0.00	225503	0.74	0.0000	
-45050	-44550	-44800	21884	30338087	0	0.00	225503	0.74	0.0000	
-45000	-44500	-44750	21884	30338087	0	0.00	225503	0.74	0.0000	
-44950	-44450	-44700	21884	30338087	0	0.00	225503	0.74	0.0000	
-44900	-44400	-44650	21884	30338087	0	0.00	225503	0.74	0.0000	
-44850	-44350	-44600	21884	30338087	0	0.00	225503	0.74	0.0000	
-44800	-44300	-44550	21884	30338087	0	0.00	225503	0.74	0.0000	
-44750	-44250	-44500	21884	30338087	0	0.00	225503	0.74	0.0000	
-44700	-44200	-44450	21884	30338087	0	0.00	225503	0.74	0.0000	
-44650	-44150	-44400	21884	30338087	0	0.00	225503	0.74	0.0000	
-44600	-44100	-44350	21884	30338087	0	0.00	225503	0.74	0.0000	
-44550	-44050	-44300	21884	30338087	0	0.00	225503	0.74	0.0000	
-44500	-44000	-44250	21884	30338087	0	0.00	225503	0.74	0.0000	
-44450	-43950	-44200	21884	30338087	0	0.00	225503	0.74	0.0000	
-44400	-43900	-44150	21884	30338087	0	0.00	225503	0.74	0.0000	
-44350	-43850	-44100	21884	30338087	0	0.00	225503	0.74	0.0000	
-44300	-43800	-44050	21884	30338087	0	0.00	225503	0.74	0.0000	
-44250	-43750	-44000	21884	30338087	0	0.00	225503	0.74	0.0000	
-44200	-43700	-43950	21884	30338087	0	0.00	225503	0.74	0.0000	
-44150	-43650	-43900	21884	30338087	0	0.00	225503	0.74	0.0000	
-44100	-43600	-43850	21884	30338087	0	0.00	225503	0.74	0.0000	
-44050	-43550	-43800	21884	30338087	0	0.00	225503	0.74	0.0000	
-44000	-43500	-43750	21884	30338087	0	0.00	225503	0.74	0.0000	
-43950	-43450	-43700	21884	30338087	42	0.19	225461	0.74	0.2582	
-43900	-43400	-43650	21884	30338087	92	0.42	225411	0.74	0.5658	
-43850	-43350	-43600	21884	30338087	142	0.65	225361	0.74	0.8735	
-43800	-43300	-43550	21884	30338087	192	0.88	225311	0.74	1.1814	
-43750	-43250	-43500	21884	30338087	242	1.11	225261	0.74	1.4893	
-43700	-43200	-43450	21884	30338087	258	1.18	225245	0.74	1.5879	
-43650	-43150	-43400	21884	30338087	258	1.18	225245	0.74	1.5879	
-43600	-43100	-43350	21884	30338087	258	1.18	225245	0.74	1.5879	
-43550	-43050	-43300	21884	30338087	258	1.18	225245	0.74	1.5879	
-43500	-43000	-43250	21884	30338087	258	1.18	225245	0.74	1.5879	
-43450	-42950	-43200	21884	30338087	216	0.99	225287	0.74	1.3292	
-43400	-42900	-43150	21884	30338087	166	0.76	225337	0.74	1.0213	
-43350	-42850	-43100	21884	30338087	116	0.53	225387	0.74	0.7135	
-43300	-42800	-43050	21884	30338087	66	0.30	225437	0.74	0.4059	
-43250	-42750	-43000	21884	30338087	16	0.07	225487	0.74	0.0984	
-43200	-42700	-42950	21884	30338087	0	0.00	225503	0.74	0.0000	
-43150	-42650	-42900	21884	30338087	0	0.00	225503	0.74	0.0000	
-43100	-42600	-42850	21884	30338087	0	0.00	225503	0.74	0.0000	
-43050	-42550	-42800	21884	30338087	0	0.00	225503	0.74	0.0000	
-43000	-42500	-42750	21884	30338087	0	0.00	225503	0.74	0.0000	
-42950	-42450	-42700	21884	30338087	0	0.00	225503	0.74	0.0000	
-42900	-42400	-42650	21884	30338087	0	0.00	225503	0.74	0.0000	
-42850	-42350	-42600	21884	30338087	0	0.00	225503	0.74	0.0000	
-42800	-42300	-42550	21884	30338087	0	0.00	225503	0.74	0.0000	
-42750	-42250	-42500	21884	30338087	0	0.00	225503	0.74	0.0000	
-42700	-42200	-42450	21884	30338087	0	0.00	225503	0.74	0.0000	
-42650	-42150	-42400	21884	30338087	0	0.00	225503	0.74	0.0000	
-42600	-42100	-42350	21884	30338087	0	0.00	225503	0.74	0.0000	
-42550	-42050	-42300	21884	30338087	0	0.00	225503	0.74	0.0000	
-42500	-42000	-42250	21884	30338087	0	0.00	225503	0.74	0.0000	
-42450	-41950	-42200	21884	30338087	0	0.00	225503	0.74	0.0000	
-42400	-41900	-42150	21884	30338087	0	0.00	225503	0.74	0.0000	
-42350	-41850	-42100	21884	30338087	0	0.00	225503	0.74	0.0000	
-42300	-41800	-42050	21884	30338087	0	0.00	225503	0.74	0.0000	
-42250	-41750	-42000	21884	30338087	0	0.00	225503	0.74	0.0000	
-42200	-41700	-41950	21884	30338087	0	0.00	225503	0.74	0.0000	
-42150	-41650	-41900	21884	30338087	0	0.00	225503	0.74	0.0000	
-42100	-41600	-41850	21884	30338087	0	0.00	225503	0.74	0.0000	
-42050	-41550	-41800	21884	30338087	0	0.00	225503	0.74	0.0000	
-42000	-41500	-41750	21884	30338087	0	0.00	225503	0.74	0.0000	
-41950	-41450	-41700	21884	30338087	0	0.00	225503	0.74	0.0000	
-41900	-41400	-41650	21884	30338087	0	0.00	225503	0.74	0.0000	
-41850	-41350	-41600	21884	30338087	0	0.00	225503	0.74	0.0000	
-41800	-41300	-41550	21884	30338087	0	0.00	225503	0.74	0.0000	
-41750	-41250	-41500	21884	30338087	0	0.00	225503	0.74	0.0000	
-41700	-41200	-41450	21884	30338087	0	0.00	225503	0.74	0.0000	
-41650	-41150	-41400	21884	30338087	0	0.00	225503	0.74	0.0000	
-41600	-41100	-41350	21884	30338087	0	0.00	225503	0.74	0.0000	
-41550	-41050	-41300	21884	30338087	0	0.00	225503	0.74	0.0000	
-41500	-41000	-41250	21884	30338087	0	0.00	225503	0.74	0.0000	
-41450	-40950	-41200	21884	30338087	0	0.00	225503	0.74	0.0000	
-41400	-40900	-41150	21884	30338087	0	0.00	225503	0.74	0.0000	
-41350	-40850	-41100	21884	30338087	0	0.00	225503	0.74	0.0000	
-41300	-40800	-41050	21884	30338087	0	0.00	225503	0.74	0.0000	
-41250	-40750	-41000	21884	30338087	0	0.00	225503	0.74	0.0000	
-41200	-40700	-40950	21884	30338087	0	0.00	225503	0.74	0.0000	
-41150	-40650	-40900	21884	30338087	0	0.00	225503	0.74	0.0000	
-41100	-40600	-40850	21884	30338087	0	0.00	225503	0.74	0.0000	
-41050	-40550	-40800	21884	30338087	0	0.00	225503	0.74	0.0000	
-41000	-40500	-40750	21884	30338087	0	0.00	225503	0.74	0.0000	
-40950	-40450	-40700	21884	30338087	18	0.08	225485	0.74	0.1107	
-40900	-40400	-40650	21884	30338087	68	0.31	225435	0.74	0.4182	
-40850	-40350	-40600	21884	30338087	118	0.54	225385	0.74	0.7258	
-40800	-40300	-40550	21884	30338087	168	0.77	225335	0.74	1.0336	
-40750	-40250	-40500	21884	30338087	218	1.00	225285	0.74	1.3415	
-40700	-40200	-40450	21884	30338087	268	1.22	225235	0.74	1.6495	
-40650	-40150	-40400	21884	30338087	318	1.45	225185	0.74	1.9577	
-40600	-40100	-40350	21884	30338087	368	1.68	225135	0.74	2.2660	
-40550	-40050	-40300	21884	30338087	418	1.91	225085	0.74	2.5745	
-40500	-40000	-40250	21884	30338087	468	2.14	225035	0.74	2.8831	
-40450	-39950	-40200	21884	30338087	500	2.28	225003	0.74	3.0807	
-40400	-39900	-40150	21884	30338087	500	2.28	225003	0.74	3.0807	
-40350	-39850	-40100	21884	30338087	500	2.28	225003	0.74	3.0807	
-40300	-39800	-40050	21884	30338087	500	2.28	225003	0.74	3.0807	
-40250	-39750	-40000	21884	30338087	466	2.13	225037	0.74	2.8707	
-40200	-39700	-39950	21884	30338087	416	1.90	225087	0.74	2.5621	
-40150	-39650	-39900	21884	30338087	366	1.67	225137	0.74	2.2537	
-40100	-39600	-39850	21884	30338087	316	1.44	225187	0.74	1.9454	
-40050	-39550	-39800	21884	30338087	266	1.22	225237	0.74	1.6372	
-40000	-39500	-39750	21884	30338087	216	0.99	225287	0.74	1.3292	
-39950	-39450	-39700	21884	30338087	166	0.76	225337	0.74	1.0213	
-39900	-39400	-39650	21884	30338087	116	0.53	225387	0.74	0.7135	
-39850	-39350	-39600	21884	30338087	66	0.30	225437	0.74	0.4059	
-39800	-39300	-39550	21884	30338087	16	0.07	225487	0.74	0.0984	
-39750	-39250	-39500	21884	30338087	0	0.00	225503	0.74	0.0000	
-39700	-39200	-39450	21884	30338087	0	0.00	225503	0.74	0.0000	
-39650	-39150	-39400	21884	30338087	0	0.00	225503	0.74	0.0000	
-39600	-39100	-39350	21884	30338087	0	0.00	225503	0.74	0.0000	
-39550	-39050	-39300	21884	30338087	0	0.00	225503	0.74	0.0000	
-39500	-39000	-39250	21884	30338087	0	0.00	225503	0.74	0.0000	
-39450	-38950	-39200	21884	30338087	0	0.00	225503	0.74	0.0000	
-39400	-38900	-39150	21884	30338087	0	0.00	225503	0.74	0.0000	
-39350	-38850	-39100	21884	30338087	0	0.00	225503	0.74	0.0000	
-39300	-38800	-39050	21884	30338087	0	0.00	225503	0.74	0.0000	
-39250	-38750	-39000	21884	30338087	0	0.00	225503	0.74	0.0000	
-39200	-38700	-38950	21884	30338087	0	0.00	225503	0.74	0.0000	
-39150	-38650	-38900	21884	30338087	0	0.00	225503	0.74	0.0000	
-39100	-38600	-38850	21884	30338087	0	0.00	225503	0.74	0.0000	
-39050	-38550	-38800	21884	30338087	0	0.00	225503	0.74	0.0000	
-39000	-38500	-38750	21884	30338087	0	0.00	225503	0.74	0.0000	
-38950	-38450	-38700	21884	30338087	0	0.00	225503	0.74	0.0000	
-38900	-38400	-38650	21884	30338087	0	0.00	225503	0.74	0.0000	
-38850	-38350	-38600	21884	30338087	0	0.00	225503	0.74	0.0000	
-38800	-38300	-38550	21884	30338087	0	0.00	225503	0.74	0.0000	
-38750	-38250	-38500	21884	30338087	0	0.00	225503	0.74	0.0000	
-38700	-38200	-38450	21884	30338087	0	0.00	225503	0.74	0.0000	
-38650	-38150	-38400	21884	30338087	0	0.00	225503	0.74	0.0000	
-38600	-38100	-38350	21884	30338087	0	0.00	225503	0.74	0.0000	
-38550	-38050	-38300	21884	30338087	0	0.00	225503	0.74	0.0000	
-38500	-38000	-38250	21884	30338087	0	0.00	225503	0.74	0.0000	
-38450	-37950	-38200	21884	30338087	0	0.00	225503	0.74	0.0000	
-38400	-37900	-38150	21884	30338087	0	0.00	225503	0.74	0.0000	
-38350	-37850	-38100	21884	30338087	0	0.00	225503	0.74	0.0000	
-38300	-37800	-38050	21884	30338087	0	0.00	225503	0.74	0.0000	
-38250	-37750	-38000	21884	30338087	0	0.00	225503	0.74	0.0000	
-38200	-37700	-37950	21884	30338087	0	0.00	225503	0.74	0.0000	
-38150	-37650	-37900	21884	30338087	0	0.00	225503	0.74	0.0000	
-38100	-37600	-37850	21884	30338087	0	0.00	225503	0.74	0.0000	
-38050	-37550	-37800	21884	30338087	0	0.00	225503	0.74	0.0000	
-38000	-37500	-37750	21884	30338087	0	0.00	225503	0.74	0.0000	
-37950	-37450	-37700	21884	30338087	0	0.00	225503	0.74	0.0000	
-37900	-37400	-37650	21884	30338087	0	0.00	225503	0.74	0.0000	
-37850	-37350	-37600	21884	30338087	0	0.00	225503	0.74	0.0000	
-37800	-37300	-37550	21884	30338087	0	0.00	225503	0.74	0.0000	
-37750	-37250	-37500	21884	30338087	0	0.00	225503	0.74	0.0000	
-37700	-37200	-37450	21884	30338087	0	0.00	225503	0.74	0.0000	
-37650	-37150	-37400	21884	30338087	0	0.00	225503	0.74	0.0000	
-37600	-37100	-37350	21884	30338087	0	0.00	225503	0.74	0.0000	
-37550	-37050	-37300	21884	30338087	0	0.00	225503	0.74	0.0000	
