Start	End	Midpoint	Breakpoint_bp	Non_breakpoint_bp	Feature_bp_inside	%Inside	Feature_bp_outside	%Outside	Ratio
-50000	-48000	-49000	86384	30275087	13416	15.53	3963910	13.09	1.1862	
-49800	-47800	-48800	86384	30275087	12916	14.95	3964410	13.09	1.1418	
-49600	-47600	-48600	86384	30275087	13103	15.17	3964223	13.09	1.1584	
-49400	-47400	-48400	86384	30275087	13135	15.21	3964191	13.09	1.1613	
-49200	-47200	-48200	86384	30275087	11954	13.84	3965372	13.10	1.0565	
-49000	-47000	-48000	86384	30275087	11139	12.89	3966187	13.10	0.9843	
-48800	-46800	-47800	86384	30275087	10907	12.63	3966419	13.10	0.9637	
-48600	-46600	-47600	86384	30275087	11210	12.98	3966116	13.10	0.9906	
-48400	-46400	-47400	86384	30275087	11743	13.59	3965583	13.10	1.0378	
-48200	-46200	-47200	86384	30275087	11897	13.77	3965429	13.10	1.0515	
-48000	-46000	-47000	86384	30275087	11147	12.90	3966179	13.10	0.9850	
-47800	-45800	-46800	86384	30275087	10355	11.99	3966971	13.10	0.9148	
-47600	-45600	-46600	86384	30275087	9559	11.07	3967767	13.11	0.8443	
-47400	-45400	-46400	86384	30275087	9895	11.45	3967431	13.10	0.8741	
-47200	-45200	-46200	86384	30275087	10907	12.63	3966419	13.10	0.9637	
-47000	-45000	-46000	86384	30275087	11618	13.45	3965708	13.10	1.0267	
-46800	-44800	-45800	86384	30275087	11839	13.71	3965487	13.10	1.0463	
-46600	-44600	-45600	86384	30275087	11899	13.77	3965427	13.10	1.0517	
-46400	-44400	-45400	86384	30275087	11821	13.68	3965505	13.10	1.0447	
-46200	-44200	-45200	86384	30275087	12402	14.36	3964924	13.10	1.0962	
-46000	-44000	-45000	86384	30275087	12497	14.47	3964829	13.10	1.1047	
-45800	-43800	-44800	86384	30275087	12894	14.93	3964432	13.09	1.1399	
-45600	-43600	-44600	86384	30275087	13561	15.70	3963765	13.09	1.1990	
-45400	-43400	-44400	86384	30275087	13874	16.06	3963452	13.09	1.2268	
-45200	-43200	-44200	86384	30275087	13265	15.36	3964061	13.09	1.1728	
-45000	-43000	-44000	86384	30275087	12080	13.98	3965246	13.10	1.0677	
-44800	-42800	-43800	86384	30275087	11038	12.78	3966288	13.10	0.9753	
-44600	-42600	-43600	86384	30275087	10575	12.24	3966751	13.10	0.9343	
-44400	-42400	-43400	86384	30275087	10299	11.92	3967027	13.10	0.9099	
-44200	-42200	-43200	86384	30275087	10193	11.80	3967133	13.10	0.9005	
-44000	-42000	-43000	86384	30275087	10623	12.30	3966703	13.10	0.9386	
-43800	-41800	-42800	86384	30275087	10813	12.52	3966513	13.10	0.9554	
-43600	-41600	-42600	86384	30275087	11049	12.79	3966277	13.10	0.9763	
-43400	-41400	-42400	86384	30275087	10592	12.26	3966734	13.10	0.9358	
-43200	-41200	-42200	86384	30275087	10428	12.07	3966898	13.10	0.9213	
-43000	-41000	-42000	86384	30275087	10591	12.26	3966735	13.10	0.9357	
-42800	-40800	-41800	86384	30275087	10537	12.20	3966789	13.10	0.9310	
-42600	-40600	-41600	86384	30275087	9922	11.49	3967404	13.10	0.8765	
-42400	-40400	-41400	86384	30275087	10092	11.68	3967234	13.10	0.8915	
-42200	-40200	-41200	86384	30275087	10368	12.00	3966958	13.10	0.9160	
-42000	-40000	-41000	86384	30275087	10518	12.18	3966808	13.10	0.9293	
-41800	-39800	-40800	86384	30275087	10701	12.39	3966625	13.10	0.9455	
-41600	-39600	-40600	86384	30275087	10530	12.19	3966796	13.10	0.9303	
-41400	-39400	-40400	86384	30275087	10848	12.56	3966478	13.10	0.9585	
-41200	-39200	-40200	86384	30275087	11778	13.63	3965548	13.10	1.0409	
-41000	-39000	-40000	86384	30275087	12494	14.46	3964832	13.10	1.1044	
-40800	-38800	-39800	86384	30275087	13093	15.16	3964233	13.09	1.1575	
-40600	-38600	-39600	86384	30275087	13391	15.50	3963935	13.09	1.1840	
-40400	-38400	-39400	86384	30275087	13108	15.17	3964218	13.09	1.1589	
-40200	-38200	-39200	86384	30275087	12547	14.52	3964779	13.10	1.1091	
-40000	-38000	-39000	86384	30275087	12340	14.29	3964986	13.10	1.0908	
-39800	-37800	-38800	86384	30275087	11963	13.85	3965363	13.10	1.0573	
-39600	-37600	-38600	86384	30275087	11432	13.23	3965894	13.10	1.0103	
