Start	End	Midpoint	Breakpoint_bp	Non_breakpoint_bp	Feature_bp_inside	%Inside	Feature_bp_outside	%Outside	Ratio
-50000	-48000	-49000	84000	30277471	4018	4.78	1899904	6.27	0.7623	
-49800	-47800	-48800	84000	30277471	3997	4.76	1899925	6.28	0.7583	
-49600	-47600	-48600	84000	30277471	3985	4.74	1899937	6.28	0.7560	
-49400	-47400	-48400	84000	30277471	4065	4.84	1899857	6.27	0.7712	
-49200	-47200	-48200	84000	30277471	3874	4.61	1900048	6.28	0.7349	
-49000	-47000	-48000	84000	30277471	3474	4.14	1900448	6.28	0.6589	
-48800	-46800	-47800	84000	30277471	3432	4.09	1900490	6.28	0.6509	
-48600	-46600	-47600	84000	30277471	3236	3.85	1900686	6.28	0.6137	
-48400	-46400	-47400	84000	30277471	2994	3.56	1900928	6.28	0.5677	
-48200	-46200	-47200	84000	30277471	2927	3.48	1900995	6.28	0.5550	
-48000	-46000	-47000	84000	30277471	2930	3.49	1900992	6.28	0.5556	
-47800	-45800	-46800	84000	30277471	3052	3.63	1900870	6.28	0.5787	
-47600	-45600	-46600	84000	30277471	3187	3.79	1900735	6.28	0.6044	
-47400	-45400	-46400	84000	30277471	3022	3.60	1900900	6.28	0.5730	
-47200	-45200	-46200	84000	30277471	2926	3.48	1900996	6.28	0.5548	
-47000	-45000	-46000	84000	30277471	3030	3.61	1900892	6.28	0.5745	
-46800	-44800	-45800	84000	30277471	2914	3.47	1901008	6.28	0.5525	
-46600	-44600	-45600	84000	30277471	2907	3.46	1901015	6.28	0.5512	
-46400	-44400	-45400	84000	30277471	2896	3.45	1901026	6.28	0.5491	
-46200	-44200	-45200	84000	30277471	2844	3.39	1901078	6.28	0.5392	
-46000	-44000	-45000	84000	30277471	2894	3.45	1901028	6.28	0.5487	
-45800	-43800	-44800	84000	30277471	2961	3.52	1900961	6.28	0.5614	
-45600	-43600	-44600	84000	30277471	2901	3.45	1901021	6.28	0.5500	
-45400	-43400	-44400	84000	30277471	2937	3.50	1900985	6.28	0.5569	
-45200	-43200	-44200	84000	30277471	3262	3.88	1900660	6.28	0.6186	
-45000	-43000	-44000	84000	30277471	3623	4.31	1900299	6.28	0.6872	
-44800	-42800	-43800	84000	30277471	3805	4.53	1900117	6.28	0.7218	
-44600	-42600	-43600	84000	30277471	4032	4.80	1899890	6.27	0.7649	
-44400	-42400	-43400	84000	30277471	4507	5.37	1899415	6.27	0.8553	
-44200	-42200	-43200	84000	30277471	4898	5.83	1899024	6.27	0.9297	
-44000	-42000	-43000	84000	30277471	4934	5.87	1898988	6.27	0.9365	
-43800	-41800	-42800	84000	30277471	5108	6.08	1898814	6.27	0.9696	
-43600	-41600	-42600	84000	30277471	5149	6.13	1898773	6.27	0.9774	
-43400	-41400	-42400	84000	30277471	5231	6.23	1898691	6.27	0.9930	
-43200	-41200	-42200	84000	30277471	5045	6.01	1898877	6.27	0.9576	
-43000	-41000	-42000	84000	30277471	4524	5.39	1899398	6.27	0.8585	
-42800	-40800	-41800	84000	30277471	4615	5.49	1899307	6.27	0.8758	
-42600	-40600	-41600	84000	30277471	4288	5.10	1899634	6.27	0.8136	
-42400	-40400	-41400	84000	30277471	4095	4.88	1899827	6.27	0.7769	
-42200	-40200	-41200	84000	30277471	4054	4.83	1899868	6.27	0.7691	
-42000	-40000	-41000	84000	30277471	4045	4.82	1899877	6.27	0.7674	
-41800	-39800	-40800	84000	30277471	4034	4.80	1899888	6.27	0.7653	
-41600	-39600	-40600	84000	30277471	3891	4.63	1900031	6.28	0.7381	
-41400	-39400	-40400	84000	30277471	3930	4.68	1899992	6.28	0.7456	
-41200	-39200	-40200	84000	30277471	3937	4.69	1899985	6.28	0.7469	
-41000	-39000	-40000	84000	30277471	4150	4.94	1899772	6.27	0.7874	
-40800	-38800	-39800	84000	30277471	3958	4.71	1899964	6.28	0.7509	
-40600	-38600	-39600	84000	30277471	4264	5.08	1899658	6.27	0.8091	
-40400	-38400	-39400	84000	30277471	4054	4.83	1899868	6.27	0.7691	
-40200	-38200	-39200	84000	30277471	3793	4.52	1900129	6.28	0.7195	
-40000	-38000	-39000	84000	30277471	3553	4.23	1900369	6.28	0.6739	
-39800	-37800	-38800	84000	30277471	3222	3.84	1900700	6.28	0.6110	
-39600	-37600	-38600	84000	30277471	3258	3.88	1900664	6.28	0.6179	
-39400	-37400	-38400	84000	30277471	3126	3.72	1900796	6.28	0.5928	
-39200	-37200	-38200	84000	30277471	3095	3.68	1900827	6.28	0.5869	
-39000	-37000	-38000	84000	30277471	3072	3.66	1900850	6.28	0.5825	
-38800	-36800	-37800	84000	30277471	3170	3.77	1900752	6.28	0.6011	
-38600	-36600	-37600	84000	30277471	2917	3.47	1901005	6.28	0.5531	
-38400	-36400	-37400	84000	30277471	2901	3.45	1901021	6.28	0.5500	
-38200	-36200	-37200	84000	30277471	2973	3.54	1900949	6.28	0.5637	
-38000	-36000	-37000	84000	30277471	3204	3.81	1900718	6.28	0.6076	
-37800	-35800	-36800	84000	30277471	3388	4.03	1900534	6.28	0.6426	
-37600	-35600	-36600	84000	30277471	3650	4.35	1900272	6.28	0.6923	
-37400	-35400	-36400	84000	30277471	3856	4.59	1900066	6.28	0.7315	
-37200	-35200	-36200	84000	30277471	4116	4.90	1899806	6.27	0.7809	
-37000	-35000	-36000	84000	30277471	4273	5.09	1899649	6.27	0.8108	
-36800	-34800	-35800	84000	30277471	4768	5.68	1899154	6.27	0.9049	
-36600	-34600	-35600	84000	30277315	5127	6.10	1898795	6.27	0.9732	
-36400	-34400	-35400	84000	30277115	5624	6.70	1898298	6.27	1.0679	
-36200	-34200	-35200	83610	30277305	6155	7.36	1897767	6.27	1.1745	
-36000	-34000	-35000	83210	30277505	6533	7.85	1897389	6.27	1.2529	
-35800	-33800	-34800	82810	30277705	6487	7.83	1897435	6.27	1.2500	
-35600	-33600	-34600	82410	30277905	6428	7.80	1897494	6.27	1.2446	
-35400	-33400	-34400	82010	30278105	6523	7.95	1897399	6.27	1.2693	
-35200	-33200	-34200	82390	30277525	6325	7.68	1897597	6.27	1.2249	
-35000	-33000	-34000	82790	30276925	6283	7.59	1897639	6.27	1.2108	
-34800	-32800	-33800	83190	30276325	5819	6.99	1898103	6.27	1.1157	
-34600	-32600	-33600	83590	30275881	5526	6.61	1898396	6.27	1.0543	
-34400	-32400	-33400	83990	30275481	5129	6.11	1898793	6.27	0.9737	
-34200	-32200	-33200	84000	30275471	4523	5.38	1899399	6.27	0.8583	
-34000	-32000	-33000	84000	30275471	4028	4.80	1899894	6.28	0.7641	
-33800	-31800	-32800	84000	30275471	4018	4.78	1899904	6.28	0.7622	
-33600	-31600	-32600	84000	30275471	3975	4.73	1899947	6.28	0.7541	
-33400	-31400	-32400	84000	30275471	3685	4.39	1900237	6.28	0.6989	
-33200	-31200	-32200	84000	30275471	3474	4.14	1900448	6.28	0.6588	
-33000	-31000	-32000	84000	30275471	3242	3.86	1900680	6.28	0.6148	
-32800	-30800	-31800	84000	30275471	3139	3.74	1900783	6.28	0.5952	
-32600	-30600	-31600	84000	30275471	3194	3.80	1900728	6.28	0.6057	
-32400	-30400	-31400	84000	30275471	3253	3.87	1900669	6.28	0.6169	
-32200	-30200	-31200	84000	30275471	3388	4.03	1900534	6.28	0.6425	
-32000	-30000	-31000	84000	30275471	3402	4.05	1900520	6.28	0.6452	
-31800	-29800	-30800	84000	30275471	3474	4.14	1900448	6.28	0.6588	
-31600	-29600	-30600	88000	30271471	3672	4.17	1900250	6.28	0.6647	
-31400	-29400	-30400	88000	30271471	3993	4.54	1899929	6.28	0.7230	
-31200	-29200	-30200	88000	30271471	4305	4.89	1899617	6.28	0.7796	
-31000	-29000	-30000	88000	30271471	4599	5.23	1899323	6.27	0.8329	
-30800	-28800	-29800	88000	30271471	4633	5.26	1899289	6.27	0.8391	
-30600	-28600	-29600	88000	30271471	4391	4.99	1899531	6.27	0.7952	
-30400	-28400	-29400	88000	30271471	4149	4.71	1899773	6.28	0.7513	
-30200	-28200	-29200	88000	30271471	3997	4.54	1899925	6.28	0.7237	
-30000	-28000	-29000	88000	30271471	3917	4.45	1900005	6.28	0.7092	
-29800	-27800	-28800	88000	30271471	3871	4.40	1900051	6.28	0.7008	
