Start	End	Midpoint	Breakpoint_bp	Non_breakpoint_bp	Feature_bp_inside	%Inside	Feature_bp_outside	%Outside	Ratio
-50000	-49500	-49750	21884	30338087	595	2.72	1059795	3.49	0.7783	
-49950	-49450	-49700	21884	30338087	645	2.95	1059745	3.49	0.8438	
-49900	-49400	-49650	21884	30338087	695	3.18	1059695	3.49	0.9092	
-49850	-49350	-49600	21884	30338087	745	3.40	1059645	3.49	0.9747	
-49800	-49300	-49550	21884	30338087	795	3.63	1059595	3.49	1.0401	
-49750	-49250	-49500	21884	30338087	845	3.86	1059545	3.49	1.1056	
-49700	-49200	-49450	21884	30338087	895	4.09	1059495	3.49	1.1711	
-49650	-49150	-49400	21884	30338087	945	4.32	1059445	3.49	1.2366	
-49600	-49100	-49350	21884	30338087	995	4.55	1059395	3.49	1.3020	
-49550	-49050	-49300	21884	30338087	1000	4.57	1059390	3.49	1.3086	
-49500	-49000	-49250	21884	30338087	1000	4.57	1059390	3.49	1.3086	
-49450	-48950	-49200	21884	30338087	1000	4.57	1059390	3.49	1.3086	
-49400	-48900	-49150	21884	30338087	1000	4.57	1059390	3.49	1.3086	
-49350	-48850	-49100	21884	30338087	1000	4.57	1059390	3.49	1.3086	
-49300	-48800	-49050	21884	30338087	1000	4.57	1059390	3.49	1.3086	
-49250	-48750	-49000	21884	30338087	1000	4.57	1059390	3.49	1.3086	
-49200	-48700	-48950	21884	30338087	1000	4.57	1059390	3.49	1.3086	
-49150	-48650	-48900	21884	30338087	1000	4.57	1059390	3.49	1.3086	
-49100	-48600	-48850	21884	30338087	1000	4.57	1059390	3.49	1.3086	
-49050	-48550	-48800	21884	30338087	1000	4.57	1059390	3.49	1.3086	
-49000	-48500	-48750	21884	30338087	1000	4.57	1059390	3.49	1.3086	
-48950	-48450	-48700	21884	30338087	1000	4.57	1059390	3.49	1.3086	
-48900	-48400	-48650	21884	30338087	953	4.35	1059437	3.49	1.2470	
-48850	-48350	-48600	21884	30338087	903	4.13	1059487	3.49	1.1816	
-48800	-48300	-48550	21884	30338087	853	3.90	1059537	3.49	1.1161	
-48750	-48250	-48500	21884	30338087	803	3.67	1059587	3.49	1.0506	
-48700	-48200	-48450	21884	30338087	753	3.44	1059637	3.49	0.9851	
-48650	-48150	-48400	21884	30338087	703	3.21	1059687	3.49	0.9197	
-48600	-48100	-48350	21884	30338087	653	2.98	1059737	3.49	0.8542	
-48550	-48050	-48300	21884	30338087	603	2.76	1059787	3.49	0.7888	
-48500	-48000	-48250	21884	30338087	553	2.53	1059837	3.49	0.7233	
-48450	-47950	-48200	21884	30338087	503	2.30	1059887	3.49	0.6579	
-48400	-47900	-48150	21884	30338087	500	2.28	1059890	3.49	0.6540	
-48350	-47850	-48100	21884	30338087	500	2.28	1059890	3.49	0.6540	
-48300	-47800	-48050	21884	30338087	500	2.28	1059890	3.49	0.6540	
-48250	-47750	-48000	21884	30338087	500	2.28	1059890	3.49	0.6540	
-48200	-47700	-47950	21884	30338087	500	2.28	1059890	3.49	0.6540	
-48150	-47650	-47900	21884	30338087	500	2.28	1059890	3.49	0.6540	
-48100	-47600	-47850	21884	30338087	500	2.28	1059890	3.49	0.6540	
-48050	-47550	-47800	21884	30338087	500	2.28	1059890	3.49	0.6540	
-48000	-47500	-47750	21884	30338087	500	2.28	1059890	3.49	0.6540	
-47950	-47450	-47700	21884	30338087	500	2.28	1059890	3.49	0.6540	
-47900	-47400	-47650	21884	30338087	500	2.28	1059890	3.49	0.6540	
-47850	-47350	-47600	21884	30338087	500	2.28	1059890	3.49	0.6540	
-47800	-47300	-47550	21884	30338087	500	2.28	1059890	3.49	0.6540	
-47750	-47250	-47500	21884	30338087	500	2.28	1059890	3.49	0.6540	
-47700	-47200	-47450	21884	30338087	500	2.28	1059890	3.49	0.6540	
-47650	-47150	-47400	21884	30338087	500	2.28	1059890	3.49	0.6540	
-47600	-47100	-47350	21884	30338087	500	2.28	1059890	3.49	0.6540	
-47550	-47050	-47300	21884	30338087	500	2.28	1059890	3.49	0.6540	
-47500	-47000	-47250	21884	30338087	500	2.28	1059890	3.49	0.6540	
-47450	-46950	-47200	21884	30338087	542	2.48	1059848	3.49	0.7090	
-47400	-46900	-47150	21884	30338087	592	2.71	1059798	3.49	0.7744	
-47350	-46850	-47100	21884	30338087	642	2.93	1059748	3.49	0.8398	
-47300	-46800	-47050	21884	30338087	692	3.16	1059698	3.49	0.9053	
-47250	-46750	-47000	21884	30338087	742	3.39	1059648	3.49	0.9707	
-47200	-46700	-46950	21884	30338087	792	3.62	1059598	3.49	1.0362	
-47150	-46650	-46900	21884	30338087	842	3.85	1059548	3.49	1.1017	
-47100	-46600	-46850	21884	30338087	892	4.08	1059498	3.49	1.1671	
-47050	-46550	-46800	21884	30338087	942	4.30	1059448	3.49	1.2326	
-47000	-46500	-46750	21884	30338087	992	4.53	1059398	3.49	1.2981	
-46950	-46450	-46700	21884	30338087	1038	4.74	1059352	3.49	1.3584	
-46900	-46400	-46650	21884	30338087	1088	4.97	1059302	3.49	1.4239	
-46850	-46350	-46600	21884	30338087	1138	5.20	1059252	3.49	1.4894	
-46800	-46300	-46550	21884	30338087	1188	5.43	1059202	3.49	1.5549	
-46750	-46250	-46500	21884	30338087	1238	5.66	1059152	3.49	1.6204	
-46700	-46200	-46450	21884	30338087	1288	5.89	1059102	3.49	1.6859	
-46650	-46150	-46400	21884	30338087	1338	6.11	1059052	3.49	1.7515	
-46600	-46100	-46350	21884	30338087	1388	6.34	1059002	3.49	1.8170	
-46550	-46050	-46300	21884	30338087	1438	6.57	1058952	3.49	1.8825	
-46500	-46000	-46250	21884	30338087	1488	6.80	1058902	3.49	1.9481	
-46450	-45950	-46200	21884	30338087	1500	6.85	1058890	3.49	1.9638	
-46400	-45900	-46150	21884	30338087	1500	6.85	1058890	3.49	1.9638	
-46350	-45850	-46100	21884	30338087	1500	6.85	1058890	3.49	1.9638	
-46300	-45800	-46050	21884	30338087	1500	6.85	1058890	3.49	1.9638	
-46250	-45750	-46000	21884	30338087	1500	6.85	1058890	3.49	1.9638	
-46200	-45700	-45950	21884	30338087	1500	6.85	1058890	3.49	1.9638	
-46150	-45650	-45900	21884	30338087	1500	6.85	1058890	3.49	1.9638	
-46100	-45600	-45850	21884	30338087	1500	6.85	1058890	3.49	1.9638	
-46050	-45550	-45800	21884	30338087	1500	6.85	1058890	3.49	1.9638	
