Start	End	Midpoint	Breakpoint_bp	Non_breakpoint_bp	Feature_bp_inside	%Inside	Feature_bp_outside	%Outside	Ratio
-50000	-48000	-49000	84000	30277471	54985	65.46	17523440	57.88	1.1310	
-49800	-47800	-48800	84000	30277471	54377	64.73	17524048	57.88	1.1185	
-49600	-47600	-48600	84000	30277471	53838	64.09	17524587	57.88	1.1073	
-49400	-47400	-48400	84000	30277471	52996	63.09	17525429	57.88	1.0900	
-49200	-47200	-48200	84000	30277471	53227	63.37	17525198	57.88	1.0947	
-49000	-47000	-48000	84000	30277471	53156	63.28	17525269	57.88	1.0933	
-48800	-46800	-47800	84000	30277471	53214	63.35	17525211	57.88	1.0945	
-48600	-46600	-47600	84000	30277471	53418	63.59	17525007	57.88	1.0987	
-48400	-46400	-47400	84000	30277471	54063	64.36	17524362	57.88	1.1120	
-48200	-46200	-47200	84000	30277471	55219	65.74	17523206	57.88	1.1358	
-48000	-46000	-47000	84000	30277471	56043	66.72	17522382	57.87	1.1528	
-47800	-45800	-46800	84000	30277471	57430	68.37	17520995	57.87	1.1815	
-47600	-45600	-46600	84000	30277471	58740	69.93	17519685	57.86	1.2085	
-47400	-45400	-46400	84000	30277471	60238	71.71	17518187	57.86	1.2394	
-47200	-45200	-46200	84000	30277471	61111	72.75	17517314	57.86	1.2575	
-47000	-45000	-46000	84000	30277471	62185	74.03	17516240	57.85	1.2796	
-46800	-44800	-45800	84000	30277471	62963	74.96	17515462	57.85	1.2957	
-46600	-44600	-45600	84000	30277471	63417	75.50	17515008	57.85	1.3051	
-46400	-44400	-45400	84000	30277471	62703	74.65	17515722	57.85	1.2903	
-46200	-44200	-45200	84000	30277471	61205	72.86	17517220	57.86	1.2594	
-46000	-44000	-45000	84000	30277471	60505	72.03	17517920	57.86	1.2449	
-45800	-43800	-44800	84000	30277471	59550	70.89	17518875	57.86	1.2252	
-45600	-43600	-44600	84000	30277471	58442	69.57	17519983	57.86	1.2024	
-45400	-43400	-44400	84000	30277471	56968	67.82	17521457	57.87	1.1719	
-45200	-43200	-44200	84000	30277471	55486	66.05	17522939	57.87	1.1413	
-45000	-43000	-44000	84000	30277471	54060	64.36	17524365	57.88	1.1119	
-44800	-42800	-43800	84000	30277471	52967	63.06	17525458	57.88	1.0894	
-44600	-42600	-43600	84000	30277471	52219	62.17	17526206	57.89	1.0739	
-44400	-42400	-43400	84000	30277471	52082	62.00	17526343	57.89	1.0711	
-44200	-42200	-43200	84000	30277471	51876	61.76	17526549	57.89	1.0669	
-44000	-42000	-43000	84000	30277471	51217	60.97	17527208	57.89	1.0533	
-43800	-41800	-42800	84000	30277471	50369	59.96	17528056	57.89	1.0358	
-43600	-41600	-42600	84000	30277471	49185	58.55	17529240	57.90	1.0114	
-43400	-41400	-42400	84000	30277471	48827	58.13	17529598	57.90	1.0040	
-43200	-41200	-42200	84000	30277471	48958	58.28	17529467	57.90	1.0067	
-43000	-41000	-42000	84000	30277471	49008	58.34	17529417	57.90	1.0077	
-42800	-40800	-41800	84000	30277471	48813	58.11	17529612	57.90	1.0037	
-42600	-40600	-41600	84000	30277471	48796	58.09	17529629	57.90	1.0033	
-42400	-40400	-41400	84000	30277471	48653	57.92	17529772	57.90	1.0004	
-42200	-40200	-41200	84000	30277471	48868	58.18	17529557	57.90	1.0048	
-42000	-40000	-41000	84000	30277471	48900	58.21	17529525	57.90	1.0055	
-41800	-39800	-40800	84000	30277471	48841	58.14	17529584	57.90	1.0043	
-41600	-39600	-40600	84000	30277471	49195	58.57	17529230	57.90	1.0116	
-41400	-39400	-40400	84000	30277471	49033	58.37	17529392	57.90	1.0082	
-41200	-39200	-40200	84000	30277471	48255	57.45	17530170	57.90	0.9922	
-41000	-39000	-40000	84000	30277471	47465	56.51	17530960	57.90	0.9759	
-40800	-38800	-39800	84000	30277471	47233	56.23	17531192	57.90	0.9711	
-40600	-38600	-39600	84000	30277471	46665	55.55	17531760	57.90	0.9594	
-40400	-38400	-39400	84000	30277471	47198	56.19	17531227	57.90	0.9704	
-40200	-38200	-39200	84000	30277471	48204	57.39	17530221	57.90	0.9911	
-40000	-38000	-39000	84000	30277471	49024	58.36	17529401	57.90	1.0080	
-39800	-37800	-38800	84000	30277471	49849	59.34	17528576	57.89	1.0251	
-39600	-37600	-38600	84000	30277471	50789	60.46	17527636	57.89	1.0444	
-39400	-37400	-38400	84000	30277471	51220	60.98	17527205	57.89	1.0533	
-39200	-37200	-38200	84000	30277471	51309	61.08	17527116	57.89	1.0552	
-39000	-37000	-38000	84000	30277471	51406	61.20	17527019	57.89	1.0572	
-38800	-36800	-37800	84000	30277471	51199	60.95	17527226	57.89	1.0529	
-38600	-36600	-37600	84000	30277471	51099	60.83	17527326	57.89	1.0508	
-38400	-36400	-37400	84000	30277471	49934	59.45	17528491	57.89	1.0268	
-38200	-36200	-37200	84000	30277471	48551	57.80	17529874	57.90	0.9983	
-38000	-36000	-37000	84000	30277471	47363	56.38	17531062	57.90	0.9738	
-37800	-35800	-36800	84000	30277471	46416	55.26	17532009	57.90	0.9543	
-37600	-35600	-36600	84000	30277471	44885	53.43	17533540	57.91	0.9227	
-37400	-35400	-36400	84000	30277471	44033	52.42	17534392	57.91	0.9052	
-37200	-35200	-36200	84000	30277471	43552	51.85	17534873	57.91	0.8953	
-37000	-35000	-36000	84000	30277471	43249	51.49	17535176	57.91	0.8890	
-36800	-34800	-35800	84000	30277471	43010	51.20	17535415	57.92	0.8841	
-36600	-34600	-35600	84000	30277315	42809	50.96	17535616	57.92	0.8799	
-36400	-34400	-35400	84000	30277115	42671	50.80	17535754	57.92	0.8771	
-36200	-34200	-35200	83610	30277305	42253	50.54	17536172	57.92	0.8725	
-36000	-34000	-35000	83210	30277505	42451	51.02	17535974	57.92	0.8809	
-35800	-33800	-34800	82810	30277705	42884	51.79	17535541	57.92	0.8942	
-35600	-33600	-34600	82410	30277905	44193	53.63	17534232	57.91	0.9260	
-35400	-33400	-34400	82010	30278105	45560	55.55	17532865	57.91	0.9594	
-35200	-33200	-34200	82390	30277525	47222	57.32	17531203	57.90	0.9899	
-35000	-33000	-34000	82790	30276925	48469	58.54	17529956	57.90	1.0112	
-34800	-32800	-33800	83190	30276325	49568	59.58	17528857	57.90	1.0292	
-34600	-32600	-33600	83590	30275881	50727	60.69	17527698	57.89	1.0482	
-34400	-32400	-33400	83990	30275481	51782	61.65	17526643	57.89	1.0650	
-34200	-32200	-33200	84000	30275471	51962	61.86	17526463	57.89	1.0686	
-34000	-32000	-33000	84000	30275471	51821	61.69	17526604	57.89	1.0657	
-33800	-31800	-32800	84000	30275471	51499	61.31	17526926	57.89	1.0590	
