Start	End	Midpoint	Breakpoint_bp	Non_breakpoint_bp	Feature_bp_inside	%Inside	Feature_bp_outside	%Outside	Ratio
-50000	-49500	-49750	21000	30338971	599	2.85	1903323	6.27	0.4547	
-49950	-49450	-49700	21000	30338971	562	2.68	1903360	6.27	0.4266	
-49900	-49400	-49650	21000	30338971	574	2.73	1903348	6.27	0.4357	
-49850	-49350	-49600	21000	30338971	624	2.97	1903298	6.27	0.4737	
-49800	-49300	-49550	21000	30338971	746	3.55	1903176	6.27	0.5663	
-49750	-49250	-49500	21000	30338971	795	3.79	1903127	6.27	0.6035	
-49700	-49200	-49450	21000	30338971	922	4.39	1903000	6.27	0.7000	
-49650	-49150	-49400	21000	30338971	1030	4.90	1902892	6.27	0.7820	
-49600	-49100	-49350	21000	30338971	1119	5.33	1902803	6.27	0.8496	
-49550	-49050	-49300	21000	30338971	1196	5.70	1902726	6.27	0.9081	
-49500	-49000	-49250	21000	30338971	1305	6.21	1902617	6.27	0.9909	
-49450	-48950	-49200	21000	30338971	1368	6.51	1902554	6.27	1.0388	
-49400	-48900	-49150	21000	30338971	1336	6.36	1902586	6.27	1.0145	
-49350	-48850	-49100	21000	30338971	1320	6.29	1902602	6.27	1.0023	
-49300	-48800	-49050	21000	30338971	1306	6.22	1902616	6.27	0.9917	
-49250	-48750	-49000	21000	30338971	1326	6.31	1902596	6.27	1.0069	
-49200	-48700	-48950	21000	30338971	1214	5.78	1902708	6.27	0.9218	
-49150	-48650	-48900	21000	30338971	1237	5.89	1902685	6.27	0.9393	
-49100	-48600	-48850	21000	30338971	1252	5.96	1902670	6.27	0.9507	
-49050	-48550	-48800	21000	30338971	1263	6.01	1902659	6.27	0.9590	
-49000	-48500	-48750	21000	30338971	1253	5.97	1902669	6.27	0.9514	
-48950	-48450	-48700	21000	30338971	1269	6.04	1902653	6.27	0.9636	
-48900	-48400	-48650	21000	30338971	1300	6.19	1902622	6.27	0.9871	
-48850	-48350	-48600	21000	30338971	1271	6.05	1902651	6.27	0.9651	
-48800	-48300	-48550	21000	30338971	1245	5.93	1902677	6.27	0.9453	
-48750	-48250	-48500	21000	30338971	1191	5.67	1902731	6.27	0.9043	
-48700	-48200	-48450	21000	30338971	1209	5.76	1902713	6.27	0.9180	
-48650	-48150	-48400	21000	30338971	1053	5.01	1902869	6.27	0.7995	
-48600	-48100	-48350	21000	30338971	962	4.58	1902960	6.27	0.7303	
-48550	-48050	-48300	21000	30338971	922	4.39	1903000	6.27	0.7000	
-48500	-48000	-48250	21000	30338971	861	4.10	1903061	6.27	0.6536	
-48450	-47950	-48200	21000	30338971	798	3.80	1903124	6.27	0.6058	
-48400	-47900	-48150	21000	30338971	776	3.70	1903146	6.27	0.5891	
-48350	-47850	-48100	21000	30338971	757	3.60	1903165	6.27	0.5746	
-48300	-47800	-48050	21000	30338971	700	3.33	1903222	6.27	0.5314	
-48250	-47750	-48000	21000	30338971	736	3.50	1903186	6.27	0.5587	
-48200	-47700	-47950	21000	30338971	645	3.07	1903277	6.27	0.4896	
-48150	-47650	-47900	21000	30338971	669	3.19	1903253	6.27	0.5078	
-48100	-47600	-47850	21000	30338971	652	3.10	1903270	6.27	0.4949	
-48050	-47550	-47800	21000	30338971	682	3.25	1903240	6.27	0.5177	
-48000	-47500	-47750	21000	30338971	704	3.35	1903218	6.27	0.5344	
-47950	-47450	-47700	21000	30338971	699	3.33	1903223	6.27	0.5306	
-47900	-47400	-47650	21000	30338971	653	3.11	1903269	6.27	0.4957	
-47850	-47350	-47600	21000	30338971	717	3.41	1903205	6.27	0.5443	
-47800	-47300	-47550	21000	30338971	737	3.51	1903185	6.27	0.5595	
-47750	-47250	-47500	21000	30338971	737	3.51	1903185	6.27	0.5595	
-47700	-47200	-47450	21000	30338971	806	3.84	1903116	6.27	0.6119	
-47650	-47150	-47400	21000	30338971	772	3.68	1903150	6.27	0.5860	
-47600	-47100	-47350	21000	30338971	842	4.01	1903080	6.27	0.6392	
-47550	-47050	-47300	21000	30338971	747	3.56	1903175	6.27	0.5671	
-47500	-47000	-47250	21000	30338971	656	3.12	1903266	6.27	0.4980	
-47450	-46950	-47200	21000	30338971	641	3.05	1903281	6.27	0.4866	
-47400	-46900	-47150	21000	30338971	707	3.37	1903215	6.27	0.5367	
-47350	-46850	-47100	21000	30338971	683	3.25	1903239	6.27	0.5185	
-47300	-46800	-47050	21000	30338971	750	3.57	1903172	6.27	0.5693	
-47250	-46750	-47000	21000	30338971	791	3.77	1903131	6.27	0.6005	
-47200	-46700	-46950	21000	30338971	817	3.89	1903105	6.27	0.6202	
-47150	-46650	-46900	21000	30338971	809	3.85	1903113	6.27	0.6141	
-47100	-46600	-46850	21000	30338971	780	3.71	1903142	6.27	0.5921	
-47050	-46550	-46800	21000	30338971	860	4.10	1903062	6.27	0.6529	
-47000	-46500	-46750	21000	30338971	850	4.05	1903072	6.27	0.6453	
-46950	-46450	-46700	21000	30338971	841	4.00	1903081	6.27	0.6384	
