Start	End	Midpoint	Breakpoint_bp	Non_breakpoint_bp	Feature_bp_inside	%Inside	Feature_bp_outside	%Outside	Ratio
-50000	-49500	-49750	21884	30338087	9216	42.11	17569209	57.91	0.7272	
-49950	-49450	-49700	21884	30338087	9374	42.83	17569051	57.91	0.7397	
-49900	-49400	-49650	21884	30338087	9480	43.32	17568945	57.91	0.7480	
-49850	-49350	-49600	21884	30338087	9648	44.09	17568777	57.91	0.7613	
-49800	-49300	-49550	21884	30338087	9820	44.87	17568605	57.91	0.7749	
-49750	-49250	-49500	21884	30338087	9927	45.36	17568498	57.91	0.7833	
-49700	-49200	-49450	21884	30338087	10018	45.78	17568407	57.91	0.7905	
-49650	-49150	-49400	21884	30338087	10094	46.13	17568331	57.91	0.7965	
-49600	-49100	-49350	21884	30338087	10182	46.53	17568243	57.91	0.8035	
-49550	-49050	-49300	21884	30338087	10279	46.97	17568146	57.91	0.8111	
-49500	-49000	-49250	21884	30338087	10379	47.43	17568046	57.91	0.8190	
-49450	-48950	-49200	21884	30338087	10437	47.69	17567988	57.91	0.8236	
-49400	-48900	-49150	21884	30338087	10592	48.40	17567833	57.91	0.8358	
-49350	-48850	-49100	21884	30338087	10775	49.24	17567650	57.91	0.8503	
-49300	-48800	-49050	21884	30338087	10959	50.08	17567466	57.91	0.8648	
-49250	-48750	-49000	21884	30338087	11112	50.78	17567313	57.91	0.8769	
-49200	-48700	-48950	21884	30338087	11319	51.72	17567106	57.90	0.8932	
-49150	-48650	-48900	21884	30338087	11493	52.52	17566932	57.90	0.9070	
-49100	-48600	-48850	21884	30338087	11680	53.37	17566745	57.90	0.9217	
-49050	-48550	-48800	21884	30338087	11861	54.20	17566564	57.90	0.9360	
-49000	-48500	-48750	21884	30338087	12091	55.25	17566334	57.90	0.9542	
-48950	-48450	-48700	21884	30338087	12368	56.52	17566057	57.90	0.9761	
-48900	-48400	-48650	21884	30338087	12559	57.39	17565866	57.90	0.9912	
-48850	-48350	-48600	21884	30338087	12749	58.26	17565676	57.90	1.0062	
-48800	-48300	-48550	21884	30338087	12893	58.92	17565532	57.90	1.0175	
-48750	-48250	-48500	21884	30338087	13041	59.59	17565384	57.90	1.0292	
-48700	-48200	-48450	21884	30338087	13141	60.05	17565284	57.90	1.0371	
-48650	-48150	-48400	21884	30338087	13204	60.34	17565221	57.90	1.0421	
-48600	-48100	-48350	21884	30338087	13076	59.75	17565349	57.90	1.0320	
-48550	-48050	-48300	21884	30338087	12945	59.15	17565480	57.90	1.0217	
-48500	-48000	-48250	21884	30338087	12746	58.24	17565679	57.90	1.0059	
-48450	-47950	-48200	21884	30338087	12507	57.15	17565918	57.90	0.9871	
-48400	-47900	-48150	21884	30338087	12268	56.06	17566157	57.90	0.9682	
-48350	-47850	-48100	21884	30338087	12017	54.91	17566408	57.90	0.9484	
-48300	-47800	-48050	21884	30338087	11849	54.14	17566576	57.90	0.9351	
-48250	-47750	-48000	21884	30338087	11708	53.50	17566717	57.90	0.9240	
-48200	-47700	-47950	21884	30338087	11558	52.81	17566867	57.90	0.9121	
-48150	-47650	-47900	21884	30338087	11448	52.31	17566977	57.90	0.9034	
-48100	-47600	-47850	21884	30338087	11364	51.93	17567061	57.90	0.8968	
-48050	-47550	-47800	21884	30338087	11214	51.24	17567211	57.90	0.8850	
-48000	-47500	-47750	21884	30338087	11099	50.72	17567326	57.91	0.8759	
-47950	-47450	-47700	21884	30338087	11049	50.49	17567376	57.91	0.8719	
-47900	-47400	-47650	21884	30338087	11038	50.44	17567387	57.91	0.8711	
-47850	-47350	-47600	21884	30338087	11016	50.34	17567409	57.91	0.8693	
-47800	-47300	-47550	21884	30338087	10940	49.99	17567485	57.91	0.8633	
-47750	-47250	-47500	21884	30338087	10849	49.58	17567576	57.91	0.8561	
-47700	-47200	-47450	21884	30338087	10787	49.29	17567638	57.91	0.8512	
-47650	-47150	-47400	21884	30338087	10692	48.86	17567733	57.91	0.8437	
-47600	-47100	-47350	21884	30338087	10644	48.64	17567781	57.91	0.8399	
-47550	-47050	-47300	21884	30338087	10551	48.21	17567874	57.91	0.8326	
-47500	-47000	-47250	21884	30338087	10534	48.14	17567891	57.91	0.8313	
-47450	-46950	-47200	21884	30338087	10509	48.02	17567916	57.91	0.8293	
-47400	-46900	-47150	21884	30338087	10465	47.82	17567960	57.91	0.8258	
-47350	-46850	-47100	21884	30338087	10365	47.36	17568060	57.91	0.8179	
-47300	-46800	-47050	21884	30338087	10291	47.03	17568134	57.91	0.8121	
-47250	-46750	-47000	21884	30338087	10242	46.80	17568183	57.91	0.8082	
-47200	-46700	-46950	21884	30338087	10226	46.73	17568199	57.91	0.8069	
-47150	-46650	-46900	21884	30338087	10193	46.58	17568232	57.91	0.8043	
-47100	-46600	-46850	21884	30338087	10169	46.47	17568256	57.91	0.8024	
