Start	End	Midpoint	Breakpoint_bp	Non_breakpoint_bp	Feature_bp_inside	%Inside	Feature_bp_outside	%Outside	Ratio
-50000	-49500	-49750	21884	30338087	3854	17.61	5067391	16.70	1.0544	
-49950	-49450	-49700	21884	30338087	3823	17.47	5067422	16.70	1.0459	
-49900	-49400	-49650	21884	30338087	3787	17.30	5067458	16.70	1.0360	
-49850	-49350	-49600	21884	30338087	3703	16.92	5067542	16.70	1.0130	
-49800	-49300	-49550	21884	30338087	3612	16.51	5067633	16.70	0.9881	
-49750	-49250	-49500	21884	30338087	3512	16.05	5067733	16.70	0.9607	
-49700	-49200	-49450	21884	30338087	3412	15.59	5067833	16.70	0.9334	
-49650	-49150	-49400	21884	30338087	3347	15.29	5067898	16.70	0.9156	
-49600	-49100	-49350	21884	30338087	3183	14.54	5068062	16.71	0.8707	
-49550	-49050	-49300	21884	30338087	3043	13.91	5068202	16.71	0.8324	
-49500	-49000	-49250	21884	30338087	2871	13.12	5068374	16.71	0.7853	
-49450	-48950	-49200	21884	30338087	2702	12.35	5068543	16.71	0.7390	
-49400	-48900	-49150	21884	30338087	2503	11.44	5068742	16.71	0.6846	
-49350	-48850	-49100	21884	30338087	2387	10.91	5068858	16.71	0.6528	
-49300	-48800	-49050	21884	30338087	2296	10.49	5068949	16.71	0.6279	
-49250	-48750	-49000	21884	30338087	2246	10.26	5068999	16.71	0.6143	
-49200	-48700	-48950	21884	30338087	2170	9.92	5069075	16.71	0.5935	
-49150	-48650	-48900	21884	30338087	2009	9.18	5069236	16.71	0.5494	
-49100	-48600	-48850	21884	30338087	1877	8.58	5069368	16.71	0.5133	
-49050	-48550	-48800	21884	30338087	1735	7.93	5069510	16.71	0.4745	
-49000	-48500	-48750	21884	30338087	1710	7.81	5069535	16.71	0.4676	
-48950	-48450	-48700	21884	30338087	1710	7.81	5069535	16.71	0.4676	
-48900	-48400	-48650	21884	30338087	1758	8.03	5069487	16.71	0.4807	
-48850	-48350	-48600	21884	30338087	1807	8.26	5069438	16.71	0.4942	
-48800	-48300	-48550	21884	30338087	1840	8.41	5069405	16.71	0.5032	
-48750	-48250	-48500	21884	30338087	1840	8.41	5069405	16.71	0.5032	
-48700	-48200	-48450	21884	30338087	1840	8.41	5069405	16.71	0.5032	
-48650	-48150	-48400	21884	30338087	1866	8.53	5069379	16.71	0.5103	
-48600	-48100	-48350	21884	30338087	1962	8.97	5069283	16.71	0.5366	
-48550	-48050	-48300	21884	30338087	2085	9.53	5069160	16.71	0.5702	
-48500	-48000	-48250	21884	30338087	2132	9.74	5069113	16.71	0.5831	
-48450	-47950	-48200	21884	30338087	2135	9.76	5069110	16.71	0.5839	
-48400	-47900	-48150	21884	30338087	2107	9.63	5069138	16.71	0.5762	
-48350	-47850	-48100	21884	30338087	2058	9.40	5069187	16.71	0.5628	
-48300	-47800	-48050	21884	30338087	2058	9.40	5069187	16.71	0.5628	
-48250	-47750	-48000	21884	30338087	2058	9.40	5069187	16.71	0.5628	
-48200	-47700	-47950	21884	30338087	2058	9.40	5069187	16.71	0.5628	
-48150	-47650	-47900	21884	30338087	2058	9.40	5069187	16.71	0.5628	
-48100	-47600	-47850	21884	30338087	2058	9.40	5069187	16.71	0.5628	
-48050	-47550	-47800	21884	30338087	2058	9.40	5069187	16.71	0.5628	
-48000	-47500	-47750	21884	30338087	2096	9.58	5069149	16.71	0.5732	
-47950	-47450	-47700	21884	30338087	2143	9.79	5069102	16.71	0.5861	
-47900	-47400	-47650	21884	30338087	2103	9.61	5069142	16.71	0.5751	
-47850	-47350	-47600	21884	30338087	2053	9.38	5069192	16.71	0.5615	
-47800	-47300	-47550	21884	30338087	2003	9.15	5069242	16.71	0.5478	
-47750	-47250	-47500	21884	30338087	1953	8.92	5069292	16.71	0.5341	
-47700	-47200	-47450	21884	30338087	1903	8.70	5069342	16.71	0.5204	
-47650	-47150	-47400	21884	30338087	1854	8.47	5069391	16.71	0.5070	
-47600	-47100	-47350	21884	30338087	1854	8.47	5069391	16.71	0.5070	
-47550	-47050	-47300	21884	30338087	1865	8.52	5069380	16.71	0.5100	
-47500	-47000	-47250	21884	30338087	1947	8.90	5069298	16.71	0.5325	
-47450	-46950	-47200	21884	30338087	2074	9.48	5069171	16.71	0.5672	
-47400	-46900	-47150	21884	30338087	2233	10.20	5069012	16.71	0.6107	
-47350	-46850	-47100	21884	30338087	2411	11.02	5068834	16.71	0.6594	
-47300	-46800	-47050	21884	30338087	2561	11.70	5068684	16.71	0.7004	
-47250	-46750	-47000	21884	30338087	2711	12.39	5068534	16.71	0.7415	
-47200	-46700	-46950	21884	30338087	2908	13.29	5068337	16.71	0.7954	
-47150	-46650	-46900	21884	30338087	3068	14.02	5068177	16.71	0.8392	
-47100	-46600	-46850	21884	30338087	3168	14.48	5068077	16.71	0.8666	
-47050	-46550	-46800	21884	30338087	3181	14.54	5068064	16.71	0.8701	
-47000	-46500	-46750	21884	30338087	3088	14.11	5068157	16.71	0.8447	
-46950	-46450	-46700	21884	30338087	2911	13.30	5068334	16.71	0.7962	
-46900	-46400	-46650	21884	30338087	2764	12.63	5068481	16.71	0.7560	
-46850	-46350	-46600	21884	30338087	2636	12.05	5068609	16.71	0.7210	
-46800	-46300	-46550	21884	30338087	2536	11.59	5068709	16.71	0.6936	
-46750	-46250	-46500	21884	30338087	2444	11.17	5068801	16.71	0.6684	
-46700	-46200	-46450	21884	30338087	2347	10.72	5068898	16.71	0.6419	
-46650	-46150	-46400	21884	30338087	2245	10.26	5069000	16.71	0.6140	
-46600	-46100	-46350	21884	30338087	2145	9.80	5069100	16.71	0.5866	
-46550	-46050	-46300	21884	30338087	2121	9.69	5069124	16.71	0.5801	
-46500	-46000	-46250	21884	30338087	2150	9.82	5069095	16.71	0.5880	
-46450	-45950	-46200	21884	30338087	2250	10.28	5068995	16.71	0.6153	
-46400	-45900	-46150	21884	30338087	2328	10.64	5068917	16.71	0.6367	
-46350	-45850	-46100	21884	30338087	2378	10.87	5068867	16.71	0.6504	
-46300	-45800	-46050	21884	30338087	2407	11.00	5068838	16.71	0.6583	
-46250	-45750	-46000	21884	30338087	2399	10.96	5068846	16.71	0.6561	
-46200	-45700	-45950	21884	30338087	2349	10.73	5068896	16.71	0.6424	
-46150	-45650	-45900	21884	30338087	2301	10.51	5068944	16.71	0.6293	
-46100	-45600	-45850	21884	30338087	2251	10.29	5068994	16.71	0.6156	
-46050	-45550	-45800	21884	30338087	2201	10.06	5069044	16.71	0.6019	
-46000	-45500	-45750	21884	30338087	2179	9.96	5069066	16.71	0.5959	
-45950	-45450	-45700	21884	30338087	2129	9.73	5069116	16.71	0.5822	
