Start	End	Midpoint	Breakpoint_bp	Non_breakpoint_bp	Feature_bp_inside	%Inside	Feature_bp_outside	%Outside	Ratio
-25000	-24500	-24750	21884	46879087	1035	4.73	5070210	10.82	0.4373	
-24950	-24450	-24700	21884	46879087	1134	5.18	5070111	10.82	0.4791	
-24900	-24400	-24650	21884	46879087	1195	5.46	5070050	10.82	0.5049	
-24850	-24350	-24600	21884	46879087	1227	5.61	5070018	10.82	0.5184	
-24800	-24300	-24550	21884	46879087	1227	5.61	5070018	10.82	0.5184	
-24750	-24250	-24500	21884	46879087	1227	5.61	5070018	10.82	0.5184	
-24700	-24200	-24450	21884	46879087	1228	5.61	5070017	10.82	0.5188	
-24650	-24150	-24400	21884	46879087	1278	5.84	5069967	10.81	0.5400	
-24600	-24100	-24350	21884	46879087	1371	6.26	5069874	10.81	0.5793	
-24550	-24050	-24300	21884	46879087	1482	6.77	5069763	10.81	0.6262	
-24500	-24000	-24250	21884	46879087	1595	7.29	5069650	10.81	0.6740	
-24450	-23950	-24200	21884	46879087	1646	7.52	5069599	10.81	0.6955	
-24400	-23900	-24150	21884	46879087	1735	7.93	5069510	10.81	0.7331	
-24350	-23850	-24100	21884	46879087	1817	8.30	5069428	10.81	0.7678	
-24300	-23800	-24050	21884	46879087	1867	8.53	5069378	10.81	0.7889	
-24250	-23750	-24000	21884	46879087	1917	8.76	5069328	10.81	0.8101	
-24200	-23700	-23950	21884	46879087	1978	9.04	5069267	10.81	0.8359	
-24150	-23650	-23900	21884	46879087	2114	9.66	5069131	10.81	0.8934	
-24100	-23600	-23850	21884	46879087	2207	10.08	5069038	10.81	0.9327	
-24050	-23550	-23800	21884	46879087	2298	10.50	5068947	10.81	0.9711	
-24000	-23500	-23750	21884	46879087	2397	10.95	5068848	10.81	1.0130	
-23950	-23450	-23700	21884	46879087	2447	11.18	5068798	10.81	1.0341	
-23900	-23400	-23650	21884	46879087	2538	11.60	5068707	10.81	1.0726	
-23850	-23350	-23600	21884	46879087	2693	12.31	5068552	10.81	1.1382	
-23800	-23300	-23550	21884	46879087	2858	13.06	5068387	10.81	1.2079	
-23750	-23250	-23500	21884	46879087	2986	13.64	5068259	10.81	1.2621	
-23700	-23200	-23450	21884	46879087	3125	14.28	5068120	10.81	1.3209	
-23650	-23150	-23400	21884	46879087	3189	14.57	5068056	10.81	1.3479	
-23600	-23100	-23350	21884	46879087	3235	14.78	5068010	10.81	1.3674	
-23550	-23050	-23300	21884	46879087	3201	14.63	5068044	10.81	1.3530	
-23500	-23000	-23250	21884	46879087	3139	14.34	5068106	10.81	1.3268	
-23450	-22950	-23200	21884	46879087	3139	14.34	5068106	10.81	1.3268	
-23400	-22900	-23150	21884	46879087	3086	14.10	5068159	10.81	1.3044	
-23350	-22850	-23100	21884	46879087	3018	13.79	5068227	10.81	1.2756	
-23300	-22800	-23050	21884	46879087	2933	13.40	5068312	10.81	1.2397	
-23250	-22750	-23000	21884	46879087	2855	13.05	5068390	10.81	1.2067	
-23200	-22700	-22950	21884	46879087	2765	12.63	5068480	10.81	1.1686	
-23150	-22650	-22900	21884	46879087	2681	12.25	5068564	10.81	1.1331	
-23100	-22600	-22850	21884	46879087	2599	11.88	5068646	10.81	1.0984	
