Start	End	Midpoint	Breakpoint_bp	Non_breakpoint_bp	Feature_bp_inside	%Inside	Feature_bp_outside	%Outside	Ratio
-25000	-23000	-24000	92000	46808027	55969	60.84	15859780	33.88	1.7955	
-24800	-22800	-23800	92000	46808027	55384	60.20	15860365	33.88	1.7767	
-24600	-22600	-23600	92000	46808027	54848	59.62	15860901	33.89	1.7594	
-24400	-22400	-23400	92000	46808027	54317	59.04	15861432	33.89	1.7423	
-24200	-22200	-23200	92000	46808027	53574	58.23	15862175	33.89	1.7184	
-24000	-22000	-23000	92000	46808027	52317	56.87	15863432	33.89	1.6779	
-23800	-21800	-22800	92000	46808027	51170	55.62	15864579	33.89	1.6410	
-23600	-21600	-22600	92000	46808027	50152	54.51	15865597	33.90	1.6083	
-23400	-21400	-22400	92000	46808027	49389	53.68	15866360	33.90	1.5837	
-23200	-21200	-22200	92000	46808027	48395	52.60	15867354	33.90	1.5518	
-23000	-21000	-22000	92000	46808027	47461	51.59	15868288	33.90	1.5217	
-22800	-20800	-21800	92000	46808027	46790	50.86	15868959	33.90	1.5002	
-22600	-20600	-21600	92000	46808027	46529	50.58	15869220	33.90	1.4918	
-22400	-20400	-21400	92000	46808027	46908	50.99	15868841	33.90	1.5040	
-22200	-20200	-21200	92000	46808027	47339	51.46	15868410	33.90	1.5178	
-22000	-20000	-21000	91932	46808095	47636	51.82	15868113	33.90	1.5285	
-21800	-19800	-20800	91532	46808495	48185	52.64	15867564	33.90	1.5529	
-21600	-19600	-20600	91132	46808895	48654	53.39	15867095	33.90	1.5750	
-21400	-19400	-20400	90732	46809295	48908	53.90	15866841	33.90	1.5902	
-21200	-19200	-20200	90332	46809695	49170	54.43	15866579	33.90	1.6059	
-21000	-19000	-20000	90068	46809959	50006	55.52	15865743	33.89	1.6381	
-20800	-18800	-19800	90468	46809559	50884	56.25	15864865	33.89	1.6595	
-20600	-18600	-19600	90868	46809159	51582	56.77	15864167	33.89	1.6749	
-20400	-18400	-19400	91268	46808759	51420	56.34	15864329	33.89	1.6623	
-20200	-18200	-19200	91668	46808359	51029	55.67	15864720	33.89	1.6424	
-20000	-18000	-19000	92000	46808027	51786	56.29	15863963	33.89	1.6609	
-19800	-17800	-18800	92000	46808027	52315	56.86	15863434	33.89	1.6779	
-19600	-17600	-18600	92000	46808027	52261	56.81	15863488	33.89	1.6761	
-19400	-17400	-18400	92000	46808027	52516	57.08	15863233	33.89	1.6844	
-19200	-17200	-18200	92000	46808027	52789	57.38	15862960	33.89	1.6931	
-19000	-17000	-18000	92000	46808027	52573	57.14	15863176	33.89	1.6862	
-18800	-16800	-17800	92000	46808027	52008	56.53	15863741	33.89	1.6680	
-18600	-16600	-17600	92000	46808027	51387	55.86	15864362	33.89	1.6480	
-18400	-16400	-17400	92000	46808027	50491	54.88	15865258	33.89	1.6192	
-18200	-16200	-17200	92000	46808027	49644	53.96	15866105	33.90	1.5919	
-18000	-16000	-17000	92000	46808027	48342	52.55	15867407	33.90	1.5501	
-17800	-15800	-16800	92000	46808027	47304	51.42	15868445	33.90	1.5167	
-17600	-15600	-16600	92000	46808027	46757	50.82	15868992	33.90	1.4991	
-17400	-15400	-16400	92000	46808027	46181	50.20	15869568	33.90	1.4806	
-17200	-15200	-16200	92000	46808027	45824	49.81	15869925	33.90	1.4691	
-17000	-15000	-16000	92000	46808027	45405	49.35	15870344	33.91	1.4556	
-16800	-14800	-15800	92000	46808027	45669	49.64	15870080	33.90	1.4641	
-16600	-14600	-15600	92000	46808027	45929	49.92	15869820	33.90	1.4725	
-16400	-14400	-15400	92000	46808027	46611	50.66	15869138	33.90	1.4944	
-16200	-14200	-15200	92000	46808027	47512	51.64	15868237	33.90	1.5234	
-16000	-14000	-15000	92000	46808027	48000	52.17	15867749	33.90	1.5391	
-15800	-13800	-14800	92000	46808027	48128	52.31	15867621	33.90	1.5432	
-15600	-13600	-14600	92000	46808027	48393	52.60	15867356	33.90	1.5517	
-15400	-13400	-14400	92000	46808027	48917	53.17	15866832	33.90	1.5686	
-15200	-13200	-14200	92000	46808027	49431	53.73	15866318	33.90	1.5851	
-15000	-13000	-14000	92000	46808027	49974	54.32	15865775	33.90	1.6026	
-14800	-12800	-13800	92000	46808027	50055	54.41	15865694	33.90	1.6052	
-14600	-12600	-13600	92000	46808027	50482	54.87	15865267	33.89	1.6189	
-14400	-12400	-13400	92000	46808027	50553	54.95	15865196	33.89	1.6212	
-14200	-12200	-13200	92000	46808027	50623	55.02	15865126	33.89	1.6234	
-14000	-12000	-13000	92000	46808027	51108	55.55	15864641	33.89	1.6390	
-13800	-11800	-12800	92000	46808027	51517	56.00	15864232	33.89	1.6522	
-13600	-11600	-12600	92000	46808027	52000	56.52	15863749	33.89	1.6677	
-13400	-11400	-12400	92000	46808027	52253	56.80	15863496	33.89	1.6759	
-13200	-11200	-12200	92000	46808027	51996	56.52	15863753	33.89	1.6676	
-13000	-11000	-12000	91931	46808096	51600	56.13	15864149	33.89	1.6561	
-12800	-10800	-11800	91531	46808496	50863	55.57	15864886	33.89	1.6395	
-12600	-10600	-11600	91131	46808896	49475	54.29	15866274	33.90	1.6017	
-12400	-10400	-11400	90731	46809296	48534	53.49	15867215	33.90	1.5781	
-12200	-10200	-11200	90331	46809696	48143	53.30	15867606	33.90	1.5722	
-12000	-10000	-11000	90069	46809958	47644	52.90	15868105	33.90	1.5604	
-11800	-9800	-10800	90469	46809558	47993	53.05	15867756	33.90	1.5649	
-11600	-9600	-10600	90869	46809158	48695	53.59	15867054	33.90	1.5809	
-11400	-9400	-10400	91269	46808758	49305	54.02	15866444	33.90	1.5937	
-11200	-9200	-10200	91669	46808358	49982	54.52	15865767	33.90	1.6086	
-11000	-9000	-10000	92000	46808027	50772	55.19	15864977	33.89	1.6282	
-10800	-8800	-9800	92000	46808027	51400	55.87	15864349	33.89	1.6484	
-10600	-8600	-9600	92000	46808027	51832	56.34	15863917	33.89	1.6623	
-10400	-8400	-9400	92000	46808027	51957	56.47	15863792	33.89	1.6664	
-10200	-8200	-9200	92000	46808027	51836	56.34	15863913	33.89	1.6625	
-10000	-8000	-9000	92000	46808027	51851	56.36	15863898	33.89	1.6630	
-9800	-7800	-8800	92000	46808027	51923	56.44	15863826	33.89	1.6653	
-9600	-7600	-8600	92000	46808027	51426	55.90	15864323	33.89	1.6493	
-9400	-7400	-8400	92000	46808027	51281	55.74	15864468	33.89	1.6446	
-9200	-7200	-8200	92000	46808027	51693	56.19	15864056	33.89	1.6579	
-9000	-7000	-8000	92000	46808027	52120	56.65	15863629	33.89	1.6716	
-8800	-6800	-7800	92000	46808027	52950	57.55	15862799	33.89	1.6983	
-8600	-6600	-7600	92000	46808027	53963	58.66	15861786	33.89	1.7309	
-8400	-6400	-7400	91776	46808251	54436	59.31	15861313	33.89	1.7504	
-8200	-6200	-7200	91376	46808651	54907	60.09	15860842	33.88	1.7734	
-8000	-6000	-7000	90976	46809051	55085	60.55	15860664	33.88	1.7870	
-7800	-5800	-6800	90576	46809451	55842	61.65	15859907	33.88	1.8196	
-7600	-5600	-6600	90176	46809851	56602	62.77	15859147	33.88	1.8527	
-7400	-5400	-6400	90224	46809803	56727	62.87	15859022	33.88	1.8558	
-7200	-5200	-6200	90624	46809403	56758	62.63	15858991	33.88	1.8486	
-7000	-5000	-6000	91024	46809003	56943	62.56	15858806	33.88	1.8465	
-6800	-4800	-5800	91424	46808603	56731	62.05	15859018	33.88	1.8315	
-6600	-4600	-5600	91824	46808203	56743	61.80	15859006	33.88	1.8239	
-6400	-4400	-5400	92000	46808027	57089	62.05	15858660	33.88	1.8315	
-6200	-4200	-5200	92000	46808027	57443	62.44	15858306	33.88	1.8429	
-6000	-4000	-5000	92000	46808027	57876	62.91	15857873	33.88	1.8569	
-5800	-3800	-4800	92000	46808027	57990	63.03	15857759	33.88	1.8606	
-5600	-3600	-4600	92000	46808027	58239	63.30	15857510	33.88	1.8686	
-5400	-3400	-4400	92000	46808027	58875	63.99	15856874	33.88	1.8891	
-5200	-3200	-4200	92000	46808027	59175	64.32	15856574	33.88	1.8987	
-5000	-3000	-4000	91986	46808041	58959	64.10	15856790	33.88	1.8921	
-4800	-2800	-3800	91586	46808441	58880	64.29	15856869	33.88	1.8978	
-4600	-2600	-3600	91186	46808841	58648	64.32	15857101	33.88	1.8986	
-4400	-2400	-3400	90786	46809241	58443	64.37	15857306	33.88	1.9003	
-4200	-2200	-3200	90386	46809641	57964	64.13	15857785	33.88	1.8930	
-4000	-2000	-3000	90014	46810013	57385	63.75	15858364	33.88	1.8818	
-3800	-1800	-2800	90414	46809613	56894	62.93	15858855	33.88	1.8574	
-3600	-1600	-2600	90814	46809213	56019	61.69	15859730	33.88	1.8206	
-3400	-1400	-2400	90865	46809162	55148	60.69	15860601	33.88	1.7912	
-3200	-1200	-2200	90865	46809162	54146	59.59	15861603	33.89	1.7585	
-3000	-1000	-2000	90851	46809176	53599	59.00	15862150	33.89	1.7410	
-2800	-800	-1800	90451	46809576	52878	58.46	15862871	33.89	1.7251	
-2600	-600	-1600	90051	46809976	52789	58.62	15862960	33.89	1.7299	
-2400	-400	-1400	90349	46809678	53149	58.83	15862600	33.89	1.7359	
-2200	-200	-1200	90749	46809278	53542	59.00	15862207	33.89	1.7411	
