Start	End	Midpoint	Breakpoint_bp	Non_breakpoint_bp	Feature_bp_inside	%Inside	Feature_bp_outside	%Outside	Ratio
-25000	-23000	-24000	84000	46816027	636	0.76	224867	0.48	1.5763	
-24800	-22800	-23800	84000	46816027	634	0.75	224869	0.48	1.5714	
-24600	-22600	-23600	84000	46816027	434	0.52	225069	0.48	1.0747	
-24400	-22400	-23400	84000	46816027	234	0.28	225269	0.48	0.5789	
-24200	-22200	-23200	84000	46816027	34	0.04	225469	0.48	0.0840	
-24000	-22000	-23000	84000	46816027	11	0.01	225492	0.48	0.0272	
-23800	-21800	-22800	84000	46816027	211	0.25	225292	0.48	0.5220	
-23600	-21600	-22600	84000	46816027	411	0.49	225092	0.48	1.0176	
-23400	-21400	-22400	84000	46816027	611	0.73	224892	0.48	1.5142	
-23200	-21200	-22200	84000	46816027	811	0.97	224692	0.48	2.0116	
-23000	-21000	-22000	84000	46816027	1011	1.20	224492	0.48	2.5100	
-22800	-20800	-21800	84000	46816027	1211	1.44	224292	0.48	3.0092	
-22600	-20600	-21600	84000	46816027	1411	1.68	224092	0.48	3.5093	
-22400	-20400	-21400	84000	46816027	1607	1.91	223896	0.48	4.0002	
-22200	-20200	-21200	84000	46816027	1607	1.91	223896	0.48	4.0002	
-22000	-20000	-21000	84000	46816027	1596	1.90	223907	0.48	3.9727	
-21800	-19800	-20800	84000	46816027	1396	1.66	224107	0.48	3.4717	
-21600	-19600	-20600	84000	46816027	1196	1.42	224307	0.48	2.9717	
-21400	-19400	-20400	84000	46816027	996	1.19	224507	0.48	2.4725	
-21200	-19200	-20200	84000	46816027	796	0.95	224707	0.48	1.9743	
-21000	-19000	-20000	84000	46816027	596	0.71	224907	0.48	1.4769	
-20800	-18800	-19800	84000	46816027	396	0.47	225107	0.48	0.9804	
-20600	-18600	-19600	84000	46816027	196	0.23	225307	0.48	0.4848	
-20400	-18400	-19400	84000	46816027	0	0.00	225503	0.48	0.0000	
-20200	-18200	-19200	84000	46816027	0	0.00	225503	0.48	0.0000	
-20000	-18000	-19000	84000	46816027	0	0.00	225503	0.48	0.0000	
-19800	-17800	-18800	84000	46816027	0	0.00	225503	0.48	0.0000	
-19600	-17600	-18600	84000	46816027	0	0.00	225503	0.48	0.0000	
-19400	-17400	-18400	84000	46816027	0	0.00	225503	0.48	0.0000	
-19200	-17200	-18200	84000	46816027	0	0.00	225503	0.48	0.0000	
-19000	-17000	-18000	84000	46816027	169	0.20	225334	0.48	0.4180	
-18800	-16800	-17800	84000	46816027	369	0.44	225134	0.48	0.9135	
-18600	-16600	-17600	84000	46816027	555	0.66	224948	0.48	1.3751	
-18400	-16400	-17400	84000	46816027	555	0.66	224948	0.48	1.3751	
-18200	-16200	-17200	84000	46816027	555	0.66	224948	0.48	1.3751	
-18000	-16000	-17000	84000	46816027	555	0.66	224948	0.48	1.3751	
-17800	-15800	-16800	84000	46816027	555	0.66	224948	0.48	1.3751	
-17600	-15600	-16600	84000	46816027	555	0.66	224948	0.48	1.3751	
-17400	-15400	-16400	84000	46816027	555	0.66	224948	0.48	1.3751	
-17200	-15200	-16200	84000	46816027	668	0.80	224835	0.48	1.6559	
-17000	-15000	-16000	84000	46816027	699	0.83	224804	0.48	1.7330	
-16800	-14800	-15800	84000	46816027	651	0.78	224852	0.48	1.6136	
-16600	-14600	-15600	84000	46816027	465	0.55	225038	0.48	1.1516	
-16400	-14400	-15400	84000	46816027	610	0.73	224893	0.48	1.5117	
-16200	-14200	-15200	84000	46816027	810	0.96	224693	0.48	2.0091	
-16000	-14000	-15000	84000	46816027	1010	1.20	224493	0.48	2.5075	
-15800	-13800	-14800	84000	46816027	1210	1.44	224293	0.48	3.0067	
-15600	-13600	-14600	84000	46816027	1410	1.68	224093	0.48	3.5068	
-15400	-13400	-14400	84000	46816027	1610	1.92	223893	0.48	4.0078	
-15200	-13200	-14200	84000	46816027	1697	2.02	223806	0.48	4.2260	
-15000	-13000	-14000	84000	46816027	1697	2.02	223806	0.48	4.2260	
-14800	-12800	-13800	84000	46816027	1745	2.08	223758	0.48	4.3464	
-14600	-12600	-13600	84000	46816027	1945	2.32	223558	0.48	4.8489	
-14400	-12400	-13400	84000	46816027	2000	2.38	223503	0.48	4.9873	
-14200	-12200	-13200	84000	46816027	2000	2.38	223503	0.48	4.9873	
