Start	End	Midpoint	Breakpoint_bp	Non_breakpoint_bp	Feature_bp_inside	%Inside	Feature_bp_outside	%Outside	Ratio
-25000	-23000	-24000	92000	46808027	2000	2.17	223503	0.48	4.5528	
-24800	-22800	-23800	92000	46808027	2000	2.17	223503	0.48	4.5528	
-24600	-22600	-23600	92000	46808027	2000	2.17	223503	0.48	4.5528	
-24400	-22400	-23400	92000	46808027	2000	2.17	223503	0.48	4.5528	
-24200	-22200	-23200	92000	46808027	2000	2.17	223503	0.48	4.5528	
-24000	-22000	-23000	92000	46808027	2000	2.17	223503	0.48	4.5528	
-23800	-21800	-22800	92000	46808027	2000	2.17	223503	0.48	4.5528	
-23600	-21600	-22600	92000	46808027	2000	2.17	223503	0.48	4.5528	
-23400	-21400	-22400	92000	46808027	2000	2.17	223503	0.48	4.5528	
-23200	-21200	-22200	92000	46808027	2000	2.17	223503	0.48	4.5528	
-23000	-21000	-22000	92000	46808027	1987	2.16	223516	0.48	4.5229	
-22800	-20800	-21800	92000	46808027	1787	1.94	223716	0.48	4.0641	
-22600	-20600	-21600	92000	46808027	1746	1.90	223757	0.48	3.9701	
-22400	-20400	-21400	92000	46808027	1746	1.90	223757	0.48	3.9701	
-22200	-20200	-21200	92000	46808027	1746	1.90	223757	0.48	3.9701	
-22000	-20000	-21000	91932	46808095	1746	1.90	223757	0.48	3.9730	
-21800	-19800	-20800	91532	46808495	1731	1.89	223772	0.48	3.9559	
-21600	-19600	-20600	91132	46808895	1704	1.87	223799	0.48	3.9108	
-21400	-19400	-20400	90732	46809295	1704	1.88	223799	0.48	3.9281	
-21200	-19200	-20200	90332	46809695	1704	1.89	223799	0.48	3.9455	
-21000	-19000	-20000	90068	46809959	1717	1.91	223786	0.48	3.9875	
-20800	-18800	-19800	90468	46809559	1917	2.12	223586	0.48	4.4363	
-20600	-18600	-19600	90868	46809159	1958	2.15	223545	0.48	4.5120	
-20400	-18400	-19400	91268	46808759	1958	2.15	223545	0.48	4.4922	
-20200	-18200	-19200	91668	46808359	1958	2.14	223545	0.48	4.4725	
