Start	End	Midpoint	Breakpoint_bp	Non_breakpoint_bp	Feature_bp_inside	%Inside	Feature_bp_outside	%Outside	Ratio
-25000	-24500	-24750	21884	46879087	302	1.38	225201	0.48	2.8727	
-24950	-24450	-24700	21884	46879087	352	1.61	225151	0.48	3.3490	
-24900	-24400	-24650	21884	46879087	402	1.84	225101	0.48	3.8256	
-24850	-24350	-24600	21884	46879087	452	2.07	225051	0.48	4.3024	
-24800	-24300	-24550	21884	46879087	500	2.28	225003	0.48	4.7603	
-24750	-24250	-24500	21884	46879087	500	2.28	225003	0.48	4.7603	
-24700	-24200	-24450	21884	46879087	500	2.28	225003	0.48	4.7603	
-24650	-24150	-24400	21884	46879087	484	2.21	225019	0.48	4.6076	
-24600	-24100	-24350	21884	46879087	434	1.98	225069	0.48	4.1307	
-24550	-24050	-24300	21884	46879087	384	1.75	225119	0.48	3.6540	
-24500	-24000	-24250	21884	46879087	334	1.53	225169	0.48	3.1775	
-24450	-23950	-24200	21884	46879087	284	1.30	225219	0.48	2.7013	
-24400	-23900	-24150	21884	46879087	234	1.07	225269	0.48	2.2252	
-24350	-23850	-24100	21884	46879087	184	0.84	225319	0.48	1.7493	
-24300	-23800	-24050	21884	46879087	134	0.61	225369	0.48	1.2737	
-24250	-23750	-24000	21884	46879087	84	0.38	225419	0.48	0.7983	
-24200	-23700	-23950	21884	46879087	34	0.16	225469	0.48	0.3230	
-24150	-23650	-23900	21884	46879087	0	0.00	225503	0.48	0.0000	
-24100	-23600	-23850	21884	46879087	0	0.00	225503	0.48	0.0000	
-24050	-23550	-23800	21884	46879087	0	0.00	225503	0.48	0.0000	
-24000	-23500	-23750	21884	46879087	0	0.00	225503	0.48	0.0000	
-23950	-23450	-23700	21884	46879087	0	0.00	225503	0.48	0.0000	
-23900	-23400	-23650	21884	46879087	0	0.00	225503	0.48	0.0000	
-23850	-23350	-23600	21884	46879087	0	0.00	225503	0.48	0.0000	
-23800	-23300	-23550	21884	46879087	0	0.00	225503	0.48	0.0000	
-23750	-23250	-23500	21884	46879087	0	0.00	225503	0.48	0.0000	
-23700	-23200	-23450	21884	46879087	0	0.00	225503	0.48	0.0000	
-23650	-23150	-23400	21884	46879087	0	0.00	225503	0.48	0.0000	
-23600	-23100	-23350	21884	46879087	0	0.00	225503	0.48	0.0000	
-23550	-23050	-23300	21884	46879087	0	0.00	225503	0.48	0.0000	
-23500	-23000	-23250	21884	46879087	0	0.00	225503	0.48	0.0000	
-23450	-22950	-23200	21884	46879087	0	0.00	225503	0.48	0.0000	
-23400	-22900	-23150	21884	46879087	0	0.00	225503	0.48	0.0000	
-23350	-22850	-23100	21884	46879087	0	0.00	225503	0.48	0.0000	
-23300	-22800	-23050	21884	46879087	0	0.00	225503	0.48	0.0000	
-23250	-22750	-23000	21884	46879087	0	0.00	225503	0.48	0.0000	
-23200	-22700	-22950	21884	46879087	0	0.00	225503	0.48	0.0000	
-23150	-22650	-22900	21884	46879087	0	0.00	225503	0.48	0.0000	
-23100	-22600	-22850	21884	46879087	0	0.00	225503	0.48	0.0000	
-23050	-22550	-22800	21884	46879087	0	0.00	225503	0.48	0.0000	
-23000	-22500	-22750	21884	46879087	0	0.00	225503	0.48	0.0000	
-22950	-22450	-22700	21884	46879087	0	0.00	225503	0.48	0.0000	
-22900	-22400	-22650	21884	46879087	0	0.00	225503	0.48	0.0000	
-22850	-22350	-22600	21884	46879087	0	0.00	225503	0.48	0.0000	
-22800	-22300	-22550	21884	46879087	0	0.00	225503	0.48	0.0000	
