Start	End	Midpoint	Breakpoint_bp	Non_breakpoint_bp	Feature_bp_inside	%Inside	Feature_bp_outside	%Outside	Ratio
-25000	-23000	-24000	88000	46812971	13946	15.85	3963430	8.47	1.8718	
-24800	-22800	-23800	88000	46812971	14386	16.35	3962990	8.47	1.9311	
-24600	-22600	-23600	88000	46812971	14519	16.50	3962857	8.47	1.9490	
-24400	-22400	-23400	88000	46812971	14364	16.32	3963012	8.47	1.9281	
-24200	-22200	-23200	88000	46812971	13795	15.68	3963581	8.47	1.8515	
-24000	-22000	-23000	88000	46812971	13714	15.58	3963662	8.47	1.8406	
-23800	-21800	-22800	88000	46812971	13657	15.52	3963719	8.47	1.8329	
-23600	-21600	-22600	88000	46812971	14071	15.99	3963305	8.47	1.8886	
-23400	-21400	-22400	88000	46812971	14463	16.44	3962913	8.47	1.9415	
-23200	-21200	-22200	88000	46812971	14224	16.16	3963152	8.47	1.9093	
-23000	-21000	-22000	88000	46812971	13634	15.49	3963742	8.47	1.8298	
-22800	-20800	-21800	88000	46812971	12809	14.56	3964567	8.47	1.7187	
-22600	-20600	-21600	88000	46812971	12438	14.13	3964938	8.47	1.6688	
-22400	-20400	-21400	88000	46812971	12822	14.57	3964554	8.47	1.7205	
-22200	-20200	-21200	88000	46812971	13815	15.70	3963561	8.47	1.8542	
-22000	-20000	-21000	87932	46813039	13771	15.66	3963605	8.47	1.8497	
-21800	-19800	-20800	87532	46813439	13327	15.23	3964049	8.47	1.7980	
-21600	-19600	-20600	87132	46813839	12550	14.40	3964826	8.47	1.7007	
-21400	-19400	-20400	86732	46814239	12792	14.75	3964584	8.47	1.7416	
-21200	-19200	-20200	86332	46814639	13979	16.19	3963397	8.47	1.9126	
-21000	-19000	-20000	86068	46814903	14407	16.74	3962969	8.47	1.9774	
-20800	-18800	-19800	86468	46814503	14948	17.29	3962428	8.46	2.0424	
-20600	-18600	-19600	86868	46814103	15129	17.42	3962247	8.46	2.0577	
-20400	-18400	-19400	87268	46813703	15301	17.53	3962075	8.46	2.0716	
-20200	-18200	-19200	87668	46813303	14499	16.54	3962877	8.47	1.9537	
-20000	-18000	-19000	88000	46812971	13870	15.76	3963506	8.47	1.8616	
-19800	-17800	-18800	88000	46812971	14152	16.08	3963224	8.47	1.8996	
-19600	-17600	-18600	88000	46812971	14101	16.02	3963275	8.47	1.8927	
-19400	-17400	-18400	88000	46812971	13243	15.05	3964133	8.47	1.7771	
-19200	-17200	-18200	88000	46812971	11929	13.56	3965447	8.47	1.6003	
-19000	-17000	-18000	88000	46812971	11075	12.59	3966301	8.47	1.4854	
-18800	-16800	-17800	88000	46812971	10806	12.28	3966570	8.47	1.4492	
-18600	-16600	-17600	88000	46812971	11139	12.66	3966237	8.47	1.4940	
-18400	-16400	-17400	88000	46812971	11172	12.70	3966204	8.47	1.4984	
-18200	-16200	-17200	88000	46812971	11747	13.35	3965629	8.47	1.5758	
-18000	-16000	-17000	88000	46812971	12299	13.98	3965077	8.47	1.6501	
-17800	-15800	-16800	88000	46812971	11831	13.44	3965545	8.47	1.5871	
-17600	-15600	-16600	88000	46812971	12118	13.77	3965258	8.47	1.6257	
-17400	-15400	-16400	88000	46812971	12285	13.96	3965091	8.47	1.6482	
-17200	-15200	-16200	88000	46812971	12615	14.34	3964761	8.47	1.6926	
-17000	-15000	-16000	88000	46812971	13415	15.24	3963961	8.47	1.8003	
-16800	-14800	-15800	88000	46812971	13840	15.73	3963536	8.47	1.8575	
-16600	-14600	-15600	88000	46812971	13891	15.79	3963485	8.47	1.8644	
-16400	-14400	-15400	88000	46812971	13591	15.44	3963785	8.47	1.8240	
-16200	-14200	-15200	88000	46812971	12973	14.74	3964403	8.47	1.7408	
