
Run	Copy_number	Feature	Average_distance_to_nearest_feature	Standard_deviation	#_of_times_shuffled_average_was_below_real_average
0	2x	open_chromatin_state_1	3028.8	3956.7	.
1	2x	open_chromatin_state_1	42311.8	121280.6	0
2	2x	open_chromatin_state_1	17912.5	65420.7	0
3	2x	open_chromatin_state_1	13354.3	61026.8	0
4	2x	open_chromatin_state_1	51516.7	151079.3	0
5	2x	open_chromatin_state_1	17569.3	80255.0	0
6	2x	open_chromatin_state_1	22127.7	92421.1	0
7	2x	open_chromatin_state_1	16629.9	51357.6	0
8	2x	open_chromatin_state_1	17042.3	58082.3	0
9	2x	open_chromatin_state_1	36805.0	111158.7	0
10	2x	open_chromatin_state_1	14009.4	54812.2	0
11	2x	open_chromatin_state_1	11582.2	20815.4	0
12	2x	open_chromatin_state_1	8672.2	15669.6	0
13	2x	open_chromatin_state_1	25998.5	107735.9	0
14	2x	open_chromatin_state_1	24524.8	104372.5	0
15	2x	open_chromatin_state_1	24141.0	87199.7	0
16	2x	open_chromatin_state_1	31392.4	106670.0	0
17	2x	open_chromatin_state_1	28409.7	113428.3	0
18	2x	open_chromatin_state_1	15088.1	52593.4	0
19	2x	open_chromatin_state_1	32967.3	93346.0	0
20	2x	open_chromatin_state_1	10861.2	21101.9	0
21	2x	open_chromatin_state_1	18215.6	50322.1	0
22	2x	open_chromatin_state_1	51276.0	158418.8	0
23	2x	open_chromatin_state_1	11320.3	27656.0	0
24	2x	open_chromatin_state_1	36968.9	124770.7	0
25	2x	open_chromatin_state_1	33171.3	110004.3	0
26	2x	open_chromatin_state_1	16103.7	74899.1	0
27	2x	open_chromatin_state_1	8974.0	15769.5	0
28	2x	open_chromatin_state_1	19045.1	94654.7	0
29	2x	open_chromatin_state_1	17686.0	81223.4	0
30	2x	open_chromatin_state_1	20061.0	77713.6	0
31	2x	open_chromatin_state_1	12965.0	46596.1	0
32	2x	open_chromatin_state_1	21363.1	76771.3	0
33	2x	open_chromatin_state_1	50276.8	145075.4	0
34	2x	open_chromatin_state_1	43861.4	127172.9	0
35	2x	open_chromatin_state_1	6003.9	10884.7	0
36	2x	open_chromatin_state_1	32850.5	125814.9	0
37	2x	open_chromatin_state_1	25155.2	93526.0	0
38	2x	open_chromatin_state_1	15678.4	75800.8	0
39	2x	open_chromatin_state_1	22012.2	64555.1	0
40	2x	open_chromatin_state_1	35496.3	103585.8	0
41	2x	open_chromatin_state_1	3273.6	3142.7	0
42	2x	open_chromatin_state_1	36961.8	103992.7	0
43	2x	open_chromatin_state_1	42915.6	138302.0	0
44	2x	open_chromatin_state_1	72985.9	193819.1	0
45	2x	open_chromatin_state_1	39316.2	133723.0	0
46	2x	open_chromatin_state_1	33889.0	114919.0	0
47	2x	open_chromatin_state_1	16488.7	58104.3	0
48	2x	open_chromatin_state_1	18282.6	82694.9	0
49	2x	open_chromatin_state_1	11256.9	32984.0	0
50	2x	open_chromatin_state_1	19403.7	62149.2	0
51	2x	open_chromatin_state_1	31608.8	100909.2	0
52	2x	open_chromatin_state_1	25050.2	105115.2	0
53	2x	open_chromatin_state_1	4040.1	5402.7	0
54	2x	open_chromatin_state_1	8047.4	30546.6	0
55	2x	open_chromatin_state_1	29808.3	109137.2	0
56	2x	open_chromatin_state_1	3380.2	4351.9	0
57	2x	open_chromatin_state_1	2977.5	3749.3	1
58	2x	open_chromatin_state_1	15515.1	44451.0	1
59	2x	open_chromatin_state_1	20048.0	83719.1	1
60	2x	open_chromatin_state_1	27857.3	102008.5	1
61	2x	open_chromatin_state_1	11338.1	23311.5	1
62	2x	open_chromatin_state_1	50410.0	138872.6	1
63	2x	open_chromatin_state_1	24231.8	68647.2	1
64	2x	open_chromatin_state_1	16896.5	52262.7	1
65	2x	open_chromatin_state_1	16394.6	87086.6	1
66	2x	open_chromatin_state_1	52613.4	151588.8	1
67	2x	open_chromatin_state_1	5227.8	12556.4	1
68	2x	open_chromatin_state_1	26996.4	109095.5	1
69	2x	open_chromatin_state_1	35279.9	116394.5	1
70	2x	open_chromatin_state_1	27968.5	108143.1	1
71	2x	open_chromatin_state_1	19078.8	76672.3	1
72	2x	open_chromatin_state_1	25539.0	103186.5	1
73	2x	open_chromatin_state_1	12018.4	28418.3	1
74	2x	open_chromatin_state_1	15602.6	76801.5	1
75	2x	open_chromatin_state_1	28584.1	98676.5	1
76	2x	open_chromatin_state_1	33804.4	111531.5	1
77	2x	open_chromatin_state_1	4960.6	7715.6	1
78	2x	open_chromatin_state_1	18782.8	65104.4	1
79	2x	open_chromatin_state_1	5751.6	17237.1	1
80	2x	open_chromatin_state_1	30206.4	117551.6	1
81	2x	open_chromatin_state_1	15933.1	66859.3	1
82	2x	open_chromatin_state_1	17329.4	77534.5	1
83	2x	open_chromatin_state_1	31343.7	106686.6	1
84	2x	open_chromatin_state_1	20549.9	67801.2	1
85	2x	open_chromatin_state_1	25823.7	107811.4	1
86	2x	open_chromatin_state_1	14782.4	62836.6	1
87	2x	open_chromatin_state_1	11458.6	42893.2	1
88	2x	open_chromatin_state_1	23348.2	94492.2	1
89	2x	open_chromatin_state_1	28716.8	73656.2	1
90	2x	open_chromatin_state_1	22601.3	79455.6	1
91	2x	open_chromatin_state_1	7131.1	17967.0	1
92	2x	open_chromatin_state_1	52584.5	146815.7	1
93	2x	open_chromatin_state_1	28716.1	120065.2	1
94	2x	open_chromatin_state_1	54438.1	154330.8	1
95	2x	open_chromatin_state_1	41448.6	122001.0	1
96	2x	open_chromatin_state_1	9861.2	29580.3	1
97	2x	open_chromatin_state_1	32063.8	101457.6	1
98	2x	open_chromatin_state_1	7150.4	16731.4	1
99	2x	open_chromatin_state_1	17112.8	63801.1	1
100	2x	open_chromatin_state_1	24713.8	79309.9	1
101	2x	open_chromatin_state_1	23134.9	85612.0	1
102	2x	open_chromatin_state_1	25931.8	88447.7	1
103	2x	open_chromatin_state_1	37038.0	114784.1	1
104	2x	open_chromatin_state_1	21860.5	92617.1	1
105	2x	open_chromatin_state_1	17300.4	67413.4	1
106	2x	open_chromatin_state_1	39314.4	135417.7	1
107	2x	open_chromatin_state_1	8284.8	20990.1	1
108	2x	open_chromatin_state_1	12045.7	60978.7	1
109	2x	open_chromatin_state_1	40986.4	119941.3	1
110	2x	open_chromatin_state_1	17826.5	50823.2	1
111	2x	open_chromatin_state_1	18358.7	61013.3	1
112	2x	open_chromatin_state_1	16464.4	76231.4	1
113	2x	open_chromatin_state_1	20939.0	94687.2	1
114	2x	open_chromatin_state_1	17754.6	65872.1	1
115	2x	open_chromatin_state_1	19143.0	82876.4	1
116	2x	open_chromatin_state_1	35076.1	131322.2	1
117	2x	open_chromatin_state_1	60578.6	148367.4	1
118	2x	open_chromatin_state_1	10188.4	26863.3	1
119	2x	open_chromatin_state_1	22954.8	76232.5	1
120	2x	open_chromatin_state_1	9281.4	29928.3	1
121	2x	open_chromatin_state_1	26231.1	106837.9	1
122	2x	open_chromatin_state_1	20194.3	97392.7	1
123	2x	open_chromatin_state_1	46871.8	137744.1	1
124	2x	open_chromatin_state_1	5737.9	12143.7	1
125	2x	open_chromatin_state_1	24757.0	94464.0	1
126	2x	open_chromatin_state_1	28407.7	111535.5	1
127	2x	open_chromatin_state_1	14978.7	69472.3	1
128	2x	open_chromatin_state_1	26775.6	91741.3	1
129	2x	open_chromatin_state_1	43638.8	131130.4	1
130	2x	open_chromatin_state_1	14237.8	58271.1	1
131	2x	open_chromatin_state_1	13707.2	49696.8	1
132	2x	open_chromatin_state_1	19472.3	70957.8	1
133	2x	open_chromatin_state_1	27971.4	112698.0	1
134	2x	open_chromatin_state_1	5841.3	14612.9	1
135	2x	open_chromatin_state_1	30969.9	107860.0	1
136	2x	open_chromatin_state_1	5251.0	10331.7	1
137	2x	open_chromatin_state_1	19737.2	90943.4	1
138	2x	open_chromatin_state_1	35311.8	112843.1	1
139	2x	open_chromatin_state_1	33270.0	102963.3	1
140	2x	open_chromatin_state_1	21177.1	73971.5	1
141	2x	open_chromatin_state_1	39023.0	118158.8	1
142	2x	open_chromatin_state_1	20389.1	87703.3	1
143	2x	open_chromatin_state_1	25061.7	96859.4	1
144	2x	open_chromatin_state_1	9655.4	19381.1	1
145	2x	open_chromatin_state_1	18620.3	82808.2	1
146	2x	open_chromatin_state_1	11255.4	37235.7	1
147	2x	open_chromatin_state_1	43740.8	139620.0	1
148	2x	open_chromatin_state_1	7237.0	23389.9	1
149	2x	open_chromatin_state_1	41781.8	135239.3	1
150	2x	open_chromatin_state_1	34520.4	107481.1	1
151	2x	open_chromatin_state_1	21204.9	82545.7	1
152	2x	open_chromatin_state_1	27813.8	95373.6	1
153	2x	open_chromatin_state_1	10031.5	27787.9	1
154	2x	open_chromatin_state_1	17390.8	91167.7	1
155	2x	open_chromatin_state_1	51580.6	150326.9	1
156	2x	open_chromatin_state_1	10555.5	34499.8	1
157	2x	open_chromatin_state_1	3284.9	4321.5	1
158	2x	open_chromatin_state_1	41708.7	139378.1	1
159	2x	open_chromatin_state_1	24666.1	100028.5	1
160	2x	open_chromatin_state_1	13189.8	25539.3	1
161	2x	open_chromatin_state_1	25004.6	102566.1	1
162	2x	open_chromatin_state_1	20515.5	94832.5	1
163	2x	open_chromatin_state_1	22232.6	75316.9	1
164	2x	open_chromatin_state_1	10586.7	44679.5	1
165	2x	open_chromatin_state_1	20057.3	92963.4	1
166	2x	open_chromatin_state_1	28939.1	105835.1	1
167	2x	open_chromatin_state_1	13604.3	64371.9	1
168	2x	open_chromatin_state_1	19349.0	89482.8	1
169	2x	open_chromatin_state_1	21032.5	94052.5	1
170	2x	open_chromatin_state_1	31163.2	111409.9	1
171	2x	open_chromatin_state_1	4911.2	4958.9	1
172	2x	open_chromatin_state_1	36104.3	118699.7	1
173	2x	open_chromatin_state_1	22789.7	83497.4	1
174	2x	open_chromatin_state_1	2977.1	3237.2	2
175	2x	open_chromatin_state_1	60670.6	157054.0	2
176	2x	open_chromatin_state_1	23288.5	98678.7	2
177	2x	open_chromatin_state_1	17201.3	90956.8	2
