
Run	Copy_number	Feature	Average_distance_to_nearest_feature	Standard_deviation	#_of_times_shuffled_average_was_below_real_average
0	2x	open_chromatin_state_2	2778.0	3265.1	.
1	2x	open_chromatin_state_2	15439.4	45897.9	0
2	2x	open_chromatin_state_2	21841.6	86947.2	0
3	2x	open_chromatin_state_2	6898.1	14998.7	0
4	2x	open_chromatin_state_2	29308.5	115977.5	0
5	2x	open_chromatin_state_2	4724.0	8668.5	0
6	2x	open_chromatin_state_2	35649.5	131445.2	0
7	2x	open_chromatin_state_2	37030.5	129662.9	0
8	2x	open_chromatin_state_2	7869.2	14191.8	0
9	2x	open_chromatin_state_2	14386.7	77864.9	0
10	2x	open_chromatin_state_2	3298.4	4764.8	0
11	2x	open_chromatin_state_2	4746.8	9091.0	0
12	2x	open_chromatin_state_2	31589.5	102862.7	0
13	2x	open_chromatin_state_2	4769.4	8957.2	0
14	2x	open_chromatin_state_2	19084.8	81213.6	0
15	2x	open_chromatin_state_2	21241.1	66323.0	0
16	2x	open_chromatin_state_2	12236.4	56247.9	0
17	2x	open_chromatin_state_2	9133.0	18813.1	0
18	2x	open_chromatin_state_2	34478.3	100963.4	0
19	2x	open_chromatin_state_2	27165.8	92813.2	0
20	2x	open_chromatin_state_2	22452.8	89211.6	0
21	2x	open_chromatin_state_2	22303.3	79977.7	0
22	2x	open_chromatin_state_2	21250.2	91279.6	0
23	2x	open_chromatin_state_2	21847.0	86270.4	0
24	2x	open_chromatin_state_2	47539.3	147512.9	0
25	2x	open_chromatin_state_2	40347.8	140281.6	0
26	2x	open_chromatin_state_2	2182.2	2130.0	1
27	2x	open_chromatin_state_2	29087.1	111441.6	1
28	2x	open_chromatin_state_2	36595.2	124582.0	1
29	2x	open_chromatin_state_2	29175.2	106525.0	1
30	2x	open_chromatin_state_2	15251.1	56329.9	1
31	2x	open_chromatin_state_2	40471.9	119819.6	1
32	2x	open_chromatin_state_2	4130.5	5881.1	1
33	2x	open_chromatin_state_2	34284.9	122320.3	1
34	2x	open_chromatin_state_2	22805.3	93720.8	1
35	2x	open_chromatin_state_2	4550.1	9033.4	1
36	2x	open_chromatin_state_2	9168.6	31390.1	1
37	2x	open_chromatin_state_2	32112.7	113505.1	1
38	2x	open_chromatin_state_2	19066.4	81009.0	1
39	2x	open_chromatin_state_2	16359.4	83986.5	1
40	2x	open_chromatin_state_2	33079.4	118694.2	1
41	2x	open_chromatin_state_2	18908.2	85708.5	1
42	2x	open_chromatin_state_2	25819.8	96820.3	1
43	2x	open_chromatin_state_2	33454.5	109288.7	1
44	2x	open_chromatin_state_2	17935.4	88135.9	1
45	2x	open_chromatin_state_2	18602.3	64029.4	1
46	2x	open_chromatin_state_2	30103.2	107457.2	1
47	2x	open_chromatin_state_2	32951.1	123235.6	1
48	2x	open_chromatin_state_2	14784.5	50422.5	1
49	2x	open_chromatin_state_2	21196.4	86554.5	1
50	2x	open_chromatin_state_2	18713.8	74861.9	1
51	2x	open_chromatin_state_2	23851.4	74209.5	1
52	2x	open_chromatin_state_2	18535.0	90173.0	1
53	2x	open_chromatin_state_2	4315.8	9749.3	1
54	2x	open_chromatin_state_2	26560.0	105817.0	1
55	2x	open_chromatin_state_2	21565.5	85203.1	1
56	2x	open_chromatin_state_2	42795.6	131904.8	1
57	2x	open_chromatin_state_2	5674.0	9671.4	1
58	2x	open_chromatin_state_2	5640.1	10403.6	1
59	2x	open_chromatin_state_2	14752.6	54467.5	1
60	2x	open_chromatin_state_2	15142.3	44433.3	1
61	2x	open_chromatin_state_2	30059.5	93320.4	1
62	2x	open_chromatin_state_2	29504.3	93414.6	1
63	2x	open_chromatin_state_2	21934.5	82550.0	1
64	2x	open_chromatin_state_2	37284.8	130465.8	1
65	2x	open_chromatin_state_2	13893.4	60521.7	1
66	2x	open_chromatin_state_2	13583.0	28166.4	1
67	2x	open_chromatin_state_2	18028.8	47019.8	1
68	2x	open_chromatin_state_2	47784.0	145143.4	1
69	2x	open_chromatin_state_2	45740.5	132687.5	1
70	2x	open_chromatin_state_2	32061.5	114680.6	1
71	2x	open_chromatin_state_2	24075.9	101098.0	1
72	2x	open_chromatin_state_2	19036.2	64986.9	1
73	2x	open_chromatin_state_2	32063.7	134793.3	1
74	2x	open_chromatin_state_2	4076.1	6904.0	1
75	2x	open_chromatin_state_2	8548.1	34112.2	1
76	2x	open_chromatin_state_2	5720.2	9275.7	1
77	2x	open_chromatin_state_2	19130.8	76048.2	1
78	2x	open_chromatin_state_2	5839.0	16840.2	1
79	2x	open_chromatin_state_2	13776.6	46489.3	1
80	2x	open_chromatin_state_2	17002.4	54928.9	1
81	2x	open_chromatin_state_2	4789.3	11966.2	1
82	2x	open_chromatin_state_2	25917.9	91714.0	1
83	2x	open_chromatin_state_2	5065.2	11912.8	1
84	2x	open_chromatin_state_2	44887.2	127533.4	1
85	2x	open_chromatin_state_2	20500.8	72001.8	1
86	2x	open_chromatin_state_2	34077.8	118368.7	1
87	2x	open_chromatin_state_2	29095.5	85325.3	1
88	2x	open_chromatin_state_2	14860.0	76166.6	1
89	2x	open_chromatin_state_2	10333.9	47845.0	1
90	2x	open_chromatin_state_2	19019.7	96701.7	1
91	2x	open_chromatin_state_2	13182.9	71487.3	1
92	2x	open_chromatin_state_2	13050.9	35245.8	1
93	2x	open_chromatin_state_2	43482.6	122831.1	1
94	2x	open_chromatin_state_2	23368.4	82800.7	1
95	2x	open_chromatin_state_2	5551.8	11802.0	1
96	2x	open_chromatin_state_2	3864.0	8091.1	1
97	2x	open_chromatin_state_2	12208.1	67403.5	1
98	2x	open_chromatin_state_2	6031.2	12792.3	1
99	2x	open_chromatin_state_2	3495.8	3848.8	1
100	2x	open_chromatin_state_2	24477.2	90334.6	1
101	2x	open_chromatin_state_2	13971.0	60030.8	1
102	2x	open_chromatin_state_2	4380.0	12596.6	1
103	2x	open_chromatin_state_2	42798.0	136250.9	1
104	2x	open_chromatin_state_2	7949.6	19206.4	1
105	2x	open_chromatin_state_2	20374.1	86948.7	1
106	2x	open_chromatin_state_2	29101.0	120906.1	1
107	2x	open_chromatin_state_2	2502.9	2813.1	2
108	2x	open_chromatin_state_2	23134.2	75122.7	2
109	2x	open_chromatin_state_2	8509.1	27423.1	2
110	2x	open_chromatin_state_2	2294.6	2820.6	3
111	2x	open_chromatin_state_2	28238.8	83594.6	3
112	2x	open_chromatin_state_2	19825.2	75555.0	3
113	2x	open_chromatin_state_2	19428.7	82205.3	3
114	2x	open_chromatin_state_2	3140.0	10895.1	3
115	2x	open_chromatin_state_2	26258.1	99637.6	3
116	2x	open_chromatin_state_2	18957.6	84517.4	3
117	2x	open_chromatin_state_2	17738.1	61418.8	3
118	2x	open_chromatin_state_2	35058.9	127963.4	3
119	2x	open_chromatin_state_2	25608.5	103283.7	3
120	2x	open_chromatin_state_2	4008.6	5918.1	3
121	2x	open_chromatin_state_2	7961.5	25535.7	3
122	2x	open_chromatin_state_2	17090.6	76954.7	3
123	2x	open_chromatin_state_2	2913.6	3473.2	3
124	2x	open_chromatin_state_2	9337.7	34349.6	3
125	2x	open_chromatin_state_2	22570.1	89495.1	3
126	2x	open_chromatin_state_2	12475.4	48992.9	3
127	2x	open_chromatin_state_2	34815.8	129324.9	3
128	2x	open_chromatin_state_2	2974.5	3149.0	3
129	2x	open_chromatin_state_2	20953.1	98708.8	3
130	2x	open_chromatin_state_2	4981.8	8451.2	3
131	2x	open_chromatin_state_2	3870.1	6377.0	3
132	2x	open_chromatin_state_2	17084.2	66015.9	3
133	2x	open_chromatin_state_2	23967.9	85736.0	3
134	2x	open_chromatin_state_2	37110.2	134807.8	3
135	2x	open_chromatin_state_2	6397.3	25270.3	3
136	2x	open_chromatin_state_2	34917.7	97077.3	3
137	2x	open_chromatin_state_2	28351.2	94093.3	3
138	2x	open_chromatin_state_2	14709.3	50736.4	3
139	2x	open_chromatin_state_2	43000.7	121342.8	3
140	2x	open_chromatin_state_2	11642.3	42022.8	3
141	2x	open_chromatin_state_2	24676.9	90624.3	3
142	2x	open_chromatin_state_2	19019.8	94427.2	3
143	2x	open_chromatin_state_2	32504.3	104594.7	3
144	2x	open_chromatin_state_2	35718.4	106027.9	3
145	2x	open_chromatin_state_2	33694.9	122098.1	3
146	2x	open_chromatin_state_2	17504.3	89258.8	3
147	2x	open_chromatin_state_2	4265.2	11491.2	3
148	2x	open_chromatin_state_2	20136.8	97485.6	3
149	2x	open_chromatin_state_2	3532.2	6955.4	3
150	2x	open_chromatin_state_2	20061.9	95079.1	3
151	2x	open_chromatin_state_2	23993.1	82748.9	3
152	2x	open_chromatin_state_2	33447.0	110282.1	3
153	2x	open_chromatin_state_2	22021.2	96075.7	3
154	2x	open_chromatin_state_2	25616.8	101588.0	3
155	2x	open_chromatin_state_2	8452.5	26258.6	3
156	2x	open_chromatin_state_2	23714.0	98652.2	3
157	2x	open_chromatin_state_2	50159.8	154871.4	3
158	2x	open_chromatin_state_2	19490.2	65741.5	3
159	2x	open_chromatin_state_2	4474.9	9256.0	3
160	2x	open_chromatin_state_2	38603.6	116625.0	3
161	2x	open_chromatin_state_2	28257.6	106780.4	3
162	2x	open_chromatin_state_2	20757.9	91235.7	3
163	2x	open_chromatin_state_2	3928.0	7872.4	3
164	2x	open_chromatin_state_2	4237.5	12879.3	3
165	2x	open_chromatin_state_2	22047.5	82650.6	3
166	2x	open_chromatin_state_2	13032.1	61865.6	3
167	2x	open_chromatin_state_2	15529.7	67832.5	3
168	2x	open_chromatin_state_2	3090.1	4820.6	3
169	2x	open_chromatin_state_2	3401.5	6971.3	3
170	2x	open_chromatin_state_2	25518.9	90070.7	3
171	2x	open_chromatin_state_2	21940.0	86173.5	3
172	2x	open_chromatin_state_2	3971.9	7206.7	3
173	2x	open_chromatin_state_2	31493.1	107059.1	3
174	2x	open_chromatin_state_2	10732.4	41757.2	3
175	2x	open_chromatin_state_2	31573.9	117553.0	3
176	2x	open_chromatin_state_2	12809.4	50036.5	3
177	2x	open_chromatin_state_2	18160.8	73520.2	3
178	2x	open_chromatin_state_2	22795.3	66559.2	3
179	2x	open_chromatin_state_2	9197.5	38234.3	3
180	2x	open_chromatin_state_2	4640.2	9606.1	3
181	2x	open_chromatin_state_2	3391.4	4329.2	3
182	2x	open_chromatin_state_2	45431.2	131081.3	3
183	2x	open_chromatin_state_2	28372.6	94892.8	3
184	2x	open_chromatin_state_2	9262.6	21628.3	3
185	2x	open_chromatin_state_2	3747.5	5453.0	3
186	2x	open_chromatin_state_2	21441.8	91702.0	3
187	2x	open_chromatin_state_2	17336.3	90134.6	3
188	2x	open_chromatin_state_2	3391.9	4404.1	3
189	2x	open_chromatin_state_2	21530.1	84242.1	3
190	2x	open_chromatin_state_2	23408.8	98436.5	3
191	2x	open_chromatin_state_2	54984.1	139377.8	3
192	2x	open_chromatin_state_2	16497.8	47197.0	3
193	2x	open_chromatin_state_2	11521.0	32818.1	3
194	2x	open_chromatin_state_2	26979.0	115088.4	3
195	2x	open_chromatin_state_2	47574.9	140005.7	3
196	2x	open_chromatin_state_2	19748.2	74244.3	3
197	2x	open_chromatin_state_2	2370.1	2525.9	4
198	2x	open_chromatin_state_2	17031.7	61130.3	4
199	2x	open_chromatin_state_2	21684.8	77665.0	4
200	2x	open_chromatin_state_2	19662.4	81254.0	4
201	2x	open_chromatin_state_2	74795.2	167089.0	4
202	2x	open_chromatin_state_2	31239.7	117635.1	4
203	2x	open_chromatin_state_2	4704.8	7510.2	4
204	2x	open_chromatin_state_2	18226.5	77656.6	4
205	2x	open_chromatin_state_2	19045.6	64707.3	4
206	2x	open_chromatin_state_2	3789.3	7330.0	4
207	2x	open_chromatin_state_2	17851.7	96497.3	4
208	2x	open_chromatin_state_2	8296.1	17544.1	4
209	2x	open_chromatin_state_2	16628.2	76925.4	4
210	2x	open_chromatin_state_2	24425.7	100007.2	4
211	2x	open_chromatin_state_2	3964.5	6033.4	4
212	2x	open_chromatin_state_2	31204.0	121564.4	4
213	2x	open_chromatin_state_2	12035.6	56131.7	4
214	2x	open_chromatin_state_2	12284.5	56402.0	4
215	2x	open_chromatin_state_2	43611.9	130575.0	4
216	2x	open_chromatin_state_2	37054.8	112903.2	4
217	2x	open_chromatin_state_2	5402.5	13754.9	4
218	2x	open_chromatin_state_2	20882.2	87878.7	4
219	2x	open_chromatin_state_2	50855.9	142501.4	4
220	2x	open_chromatin_state_2	10465.8	44756.1	4
221	2x	open_chromatin_state_2	17174.2	74151.7	4
222	2x	open_chromatin_state_2	53254.9	134620.3	4
223	2x	open_chromatin_state_2	13467.5	62765.2	4
224	2x	open_chromatin_state_2	16846.0	60774.9	4
225	2x	open_chromatin_state_2	28042.3	93267.0	4
226	2x	open_chromatin_state_2	6331.5	16449.8	4
227	2x	open_chromatin_state_2	23398.8	85311.1	4
228	2x	open_chromatin_state_2	4426.6	7695.2	4
229	2x	open_chromatin_state_2	26534.5	99125.3	4
230	2x	open_chromatin_state_2	3816.8	4552.1	4
231	2x	open_chromatin_state_2	17955.3	62258.3	4
232	2x	open_chromatin_state_2	15880.9	73466.6	4
233	2x	open_chromatin_state_2	17094.1	78332.6	4
234	2x	open_chromatin_state_2	19309.8	64991.9	4
235	2x	open_chromatin_state_2	12710.0	43938.6	4
236	2x	open_chromatin_state_2	13336.3	54005.4	4
237	2x	open_chromatin_state_2	26565.8	106578.8	4
238	2x	open_chromatin_state_2	4147.3	6647.8	4
239	2x	open_chromatin_state_2	3230.5	5259.2	4
240	2x	open_chromatin_state_2	30875.3	107581.2	4
241	2x	open_chromatin_state_2	22365.0	97686.4	4
242	2x	open_chromatin_state_2	19875.0	99188.7	4
243	2x	open_chromatin_state_2	14490.0	67738.7	4
244	2x	open_chromatin_state_2	31333.6	111739.8	4
245	2x	open_chromatin_state_2	21538.0	100011.9	4
246	2x	open_chromatin_state_2	25409.1	97116.3	4
247	2x	open_chromatin_state_2	26751.9	108478.6	4
248	2x	open_chromatin_state_2	8372.9	18586.6	4
