Start	End	Midpoint	Breakpoint_bp	Non_breakpoint_bp	Feature_bp_inside	%Inside	Feature_bp_outside	%Outside	Ratio
-25000	-24500	-24750	21000	46879027	170	0.81	1060220	2.26	0.3579	
-24950	-24450	-24700	21000	46879027	120	0.57	1060270	2.26	0.2527	
-24900	-24400	-24650	21000	46879027	70	0.33	1060320	2.26	0.1474	
-24850	-24350	-24600	21000	46879027	20	0.10	1060370	2.26	0.0421	
-24800	-24300	-24550	21000	46879027	0	0.00	1060390	2.26	0.0000	
-24750	-24250	-24500	21000	46879027	0	0.00	1060390	2.26	0.0000	
-24700	-24200	-24450	21000	46879027	0	0.00	1060390	2.26	0.0000	
-24650	-24150	-24400	21000	46879027	0	0.00	1060390	2.26	0.0000	
-24600	-24100	-24350	21000	46879027	0	0.00	1060390	2.26	0.0000	
-24550	-24050	-24300	21000	46879027	0	0.00	1060390	2.26	0.0000	
-24500	-24000	-24250	21000	46879027	0	0.00	1060390	2.26	0.0000	
-24450	-23950	-24200	21000	46879027	0	0.00	1060390	2.26	0.0000	
-24400	-23900	-24150	21000	46879027	0	0.00	1060390	2.26	0.0000	
-24350	-23850	-24100	21000	46879027	0	0.00	1060390	2.26	0.0000	
-24300	-23800	-24050	21000	46879027	0	0.00	1060390	2.26	0.0000	
-24250	-23750	-24000	21000	46879027	0	0.00	1060390	2.26	0.0000	
-24200	-23700	-23950	21000	46879027	0	0.00	1060390	2.26	0.0000	
-24150	-23650	-23900	21000	46879027	0	0.00	1060390	2.26	0.0000	
-24100	-23600	-23850	21000	46879027	0	0.00	1060390	2.26	0.0000	
-24050	-23550	-23800	21000	46879027	0	0.00	1060390	2.26	0.0000	
-24000	-23500	-23750	21000	46879027	0	0.00	1060390	2.26	0.0000	
-23950	-23450	-23700	21000	46879027	0	0.00	1060390	2.26	0.0000	
-23900	-23400	-23650	21000	46879027	0	0.00	1060390	2.26	0.0000	
-23850	-23350	-23600	21000	46879027	0	0.00	1060390	2.26	0.0000	
-23800	-23300	-23550	21000	46879027	38	0.18	1060352	2.26	0.0800	
-23750	-23250	-23500	21000	46879027	88	0.42	1060302	2.26	0.1853	
-23700	-23200	-23450	21000	46879027	138	0.66	1060252	2.26	0.2906	
-23650	-23150	-23400	21000	46879027	188	0.90	1060202	2.26	0.3958	
-23600	-23100	-23350	21000	46879027	238	1.13	1060152	2.26	0.5012	
-23550	-23050	-23300	21000	46879027	288	1.37	1060102	2.26	0.6065	
-23500	-23000	-23250	21000	46879027	338	1.61	1060052	2.26	0.7118	
-23450	-22950	-23200	21000	46879027	388	1.85	1060002	2.26	0.8171	
-23400	-22900	-23150	21000	46879027	438	2.09	1059952	2.26	0.9225	
-23350	-22850	-23100	21000	46879027	488	2.32	1059902	2.26	1.0278	
-23300	-22800	-23050	21000	46879027	500	2.38	1059890	2.26	1.0531	
-23250	-22750	-23000	21000	46879027	500	2.38	1059890	2.26	1.0531	
-23200	-22700	-22950	21000	46879027	500	2.38	1059890	2.26	1.0531	
-23150	-22650	-22900	21000	46879027	500	2.38	1059890	2.26	1.0531	
-23100	-22600	-22850	21000	46879027	500	2.38	1059890	2.26	1.0531	
-23050	-22550	-22800	21000	46879027	500	2.38	1059890	2.26	1.0531	
-23000	-22500	-22750	21000	46879027	500	2.38	1059890	2.26	1.0531	
-22950	-22450	-22700	21000	46879027	500	2.38	1059890	2.26	1.0531	
-22900	-22400	-22650	21000	46879027	500	2.38	1059890	2.26	1.0531	
-22850	-22350	-22600	21000	46879027	500	2.38	1059890	2.26	1.0531	
-22800	-22300	-22550	21000	46879027	500	2.38	1059890	2.26	1.0531	
-22750	-22250	-22500	21000	46879027	500	2.38	1059890	2.26	1.0531	
-22700	-22200	-22450	21000	46879027	500	2.38	1059890	2.26	1.0531	
-22650	-22150	-22400	21000	46879027	500	2.38	1059890	2.26	1.0531	
-22600	-22100	-22350	21000	46879027	513	2.44	1059877	2.26	1.0805	
-22550	-22050	-22300	21000	46879027	563	2.68	1059827	2.26	1.1859	
-22500	-22000	-22250	21000	46879027	613	2.92	1059777	2.26	1.2912	
-22450	-21950	-22200	21000	46879027	663	3.16	1059727	2.26	1.3966	
-22400	-21900	-22150	21000	46879027	713	3.40	1059677	2.26	1.5020	
-22350	-21850	-22100	21000	46879027	763	3.63	1059627	2.26	1.6074	
-22300	-21800	-22050	21000	46879027	813	3.87	1059577	2.26	1.7128	
-22250	-21750	-22000	21000	46879027	863	4.11	1059527	2.26	1.8183	
-22200	-21700	-21950	21000	46879027	913	4.35	1059477	2.26	1.9237	
-22150	-21650	-21900	21000	46879027	963	4.59	1059427	2.26	2.0292	
-22100	-21600	-21850	21000	46879027	1000	4.76	1059390	2.26	2.1072	
-22050	-21550	-21800	21000	46879027	1000	4.76	1059390	2.26	2.1072	
-22000	-21500	-21750	21000	46879027	1000	4.76	1059390	2.26	2.1072	
-21950	-21450	-21700	21000	46879027	1000	4.76	1059390	2.26	2.1072	
-21900	-21400	-21650	21000	46879027	1000	4.76	1059390	2.26	2.1072	
-21850	-21350	-21600	21000	46879027	1000	4.76	1059390	2.26	2.1072	
-21800	-21300	-21550	21000	46879027	1000	4.76	1059390	2.26	2.1072	
-21750	-21250	-21500	21000	46879027	1000	4.76	1059390	2.26	2.1072	
-21700	-21200	-21450	21000	46879027	1000	4.76	1059390	2.26	2.1072	
-21650	-21150	-21400	21000	46879027	1000	4.76	1059390	2.26	2.1072	
-21600	-21100	-21350	21000	46879027	1000	4.76	1059390	2.26	2.1072	
-21550	-21050	-21300	21000	46879027	1000	4.76	1059390	2.26	2.1072	
-21500	-21000	-21250	21000	46879027	1000	4.76	1059390	2.26	2.1072	
-21450	-20950	-21200	21000	46879027	1000	4.76	1059390	2.26	2.1072	
-21400	-20900	-21150	21000	46879027	1000	4.76	1059390	2.26	2.1072	
-21350	-20850	-21100	21000	46879027	1000	4.76	1059390	2.26	2.1072	
-21300	-20800	-21050	21000	46879027	1000	4.76	1059390	2.26	2.1072	
-21250	-20750	-21000	21000	46879027	1000	4.76	1059390	2.26	2.1072	
-21200	-20700	-20950	21000	46879027	1000	4.76	1059390	2.26	2.1072	
-21150	-20650	-20900	21000	46879027	1000	4.76	1059390	2.26	2.1072	
-21100	-20600	-20850	21000	46879027	1000	4.76	1059390	2.26	2.1072	
-21050	-20550	-20800	21000	46879027	1000	4.76	1059390	2.26	2.1072	
-21000	-20500	-20750	21000	46879027	1000	4.76	1059390	2.26	2.1072	
-20950	-20450	-20700	21000	46879027	1000	4.76	1059390	2.26	2.1072	
-20900	-20400	-20650	21000	46879027	1000	4.76	1059390	2.26	2.1072	
