Start	End	Midpoint	Breakpoint_bp	Non_breakpoint_bp	Feature_bp_inside	%Inside	Feature_bp_outside	%Outside	Ratio
-25000	-24900	-24950	4400	46896571	342	7.77	3307008	7.05	1.1022	
-24990	-24890	-24940	4400	46896571	332	7.55	3307018	7.05	1.0700	
-24980	-24880	-24930	4400	46896571	322	7.32	3307028	7.05	1.0378	
-24970	-24870	-24920	4400	46896571	312	7.09	3307038	7.05	1.0056	
-24960	-24860	-24910	4400	46896571	302	6.86	3307048	7.05	0.9733	
-24950	-24850	-24900	4400	46896571	300	6.82	3307050	7.05	0.9669	
-24940	-24840	-24890	4400	46896571	300	6.82	3307050	7.05	0.9669	
-24930	-24830	-24880	4400	46896571	300	6.82	3307050	7.05	0.9669	
-24920	-24820	-24870	4400	46896571	300	6.82	3307050	7.05	0.9669	
-24910	-24810	-24860	4400	46896571	300	6.82	3307050	7.05	0.9669	
-24900	-24800	-24850	4400	46896571	300	6.82	3307050	7.05	0.9669	
-24890	-24790	-24840	4400	46896571	300	6.82	3307050	7.05	0.9669	
-24880	-24780	-24830	4400	46896571	300	6.82	3307050	7.05	0.9669	
-24870	-24770	-24820	4400	46896571	300	6.82	3307050	7.05	0.9669	
-24860	-24760	-24810	4400	46896571	300	6.82	3307050	7.05	0.9669	
-24850	-24750	-24800	4400	46896571	300	6.82	3307050	7.05	0.9669	
-24840	-24740	-24790	4400	46896571	300	6.82	3307050	7.05	0.9669	
-24830	-24730	-24780	4400	46896571	300	6.82	3307050	7.05	0.9669	
-24820	-24720	-24770	4400	46896571	300	6.82	3307050	7.05	0.9669	
-24810	-24710	-24760	4400	46896571	300	6.82	3307050	7.05	0.9669	
-24800	-24700	-24750	4400	46896571	300	6.82	3307050	7.05	0.9669	
-24790	-24690	-24740	4400	46896571	300	6.82	3307050	7.05	0.9669	
-24780	-24680	-24730	4400	46896571	300	6.82	3307050	7.05	0.9669	
-24770	-24670	-24720	4400	46896571	300	6.82	3307050	7.05	0.9669	
-24760	-24660	-24710	4400	46896571	300	6.82	3307050	7.05	0.9669	
-24750	-24650	-24700	4400	46896571	300	6.82	3307050	7.05	0.9669	
-24740	-24640	-24690	4400	46896571	300	6.82	3307050	7.05	0.9669	
-24730	-24630	-24680	4400	46896571	300	6.82	3307050	7.05	0.9669	
-24720	-24620	-24670	4400	46896571	300	6.82	3307050	7.05	0.9669	
-24710	-24610	-24660	4400	46896571	300	6.82	3307050	7.05	0.9669	
-24700	-24600	-24650	4400	46896571	300	6.82	3307050	7.05	0.9669	
-24690	-24590	-24640	4400	46896571	300	6.82	3307050	7.05	0.9669	
-24680	-24580	-24630	4400	46896571	300	6.82	3307050	7.05	0.9669	
-24670	-24570	-24620	4400	46896571	300	6.82	3307050	7.05	0.9669	
-24660	-24560	-24610	4400	46896571	300	6.82	3307050	7.05	0.9669	
-24650	-24550	-24600	4400	46896571	300	6.82	3307050	7.05	0.9669	
-24640	-24540	-24590	4400	46896571	300	6.82	3307050	7.05	0.9669	
-24630	-24530	-24580	4400	46896571	300	6.82	3307050	7.05	0.9669	
-24620	-24520	-24570	4400	46896571	300	6.82	3307050	7.05	0.9669	
-24610	-24510	-24560	4400	46896571	300	6.82	3307050	7.05	0.9669	
-24600	-24500	-24550	4400	46896571	300	6.82	3307050	7.05	0.9669	
-24590	-24490	-24540	4400	46896571	300	6.82	3307050	7.05	0.9669	
-24580	-24480	-24530	4400	46896571	300	6.82	3307050	7.05	0.9669	
-24570	-24470	-24520	4400	46896571	300	6.82	3307050	7.05	0.9669	
-24560	-24460	-24510	4400	46896571	300	6.82	3307050	7.05	0.9669	
-24550	-24450	-24500	4400	46896571	300	6.82	3307050	7.05	0.9669	
-24540	-24440	-24490	4400	46896571	300	6.82	3307050	7.05	0.9669	
-24530	-24430	-24480	4400	46896571	300	6.82	3307050	7.05	0.9669	
-24520	-24420	-24470	4400	46896571	300	6.82	3307050	7.05	0.9669	
-24510	-24410	-24460	4400	46896571	300	6.82	3307050	7.05	0.9669	
-24500	-24400	-24450	4400	46896571	300	6.82	3307050	7.05	0.9669	
-24490	-24390	-24440	4400	46896571	300	6.82	3307050	7.05	0.9669	
-24480	-24380	-24430	4400	46896571	300	6.82	3307050	7.05	0.9669	
-24470	-24370	-24420	4400	46896571	300	6.82	3307050	7.05	0.9669	
-24460	-24360	-24410	4400	46896571	300	6.82	3307050	7.05	0.9669	
-24450	-24350	-24400	4400	46896571	300	6.82	3307050	7.05	0.9669	
-24440	-24340	-24390	4400	46896571	300	6.82	3307050	7.05	0.9669	
-24430	-24330	-24380	4400	46896571	300	6.82	3307050	7.05	0.9669	
-24420	-24320	-24370	4400	46896571	300	6.82	3307050	7.05	0.9669	
-24410	-24310	-24360	4400	46896571	300	6.82	3307050	7.05	0.9669	
-24400	-24300	-24350	4400	46896571	300	6.82	3307050	7.05	0.9669	
-24390	-24290	-24340	4400	46896571	300	6.82	3307050	7.05	0.9669	
-24380	-24280	-24330	4400	46896571	300	6.82	3307050	7.05	0.9669	
-24370	-24270	-24320	4400	46896571	300	6.82	3307050	7.05	0.9669	
-24360	-24260	-24310	4400	46896571	300	6.82	3307050	7.05	0.9669	
-24350	-24250	-24300	4400	46896571	300	6.82	3307050	7.05	0.9669	
-24340	-24240	-24290	4400	46896571	300	6.82	3307050	7.05	0.9669	
-24330	-24230	-24280	4400	46896571	300	6.82	3307050	7.05	0.9669	
-24320	-24220	-24270	4400	46896571	300	6.82	3307050	7.05	0.9669	
-24310	-24210	-24260	4400	46896571	300	6.82	3307050	7.05	0.9669	
-24300	-24200	-24250	4400	46896571	300	6.82	3307050	7.05	0.9669	
-24290	-24190	-24240	4400	46896571	299	6.80	3307051	7.05	0.9636	
-24280	-24180	-24230	4400	46896571	289	6.57	3307061	7.05	0.9314	
-24270	-24170	-24220	4400	46896571	279	6.34	3307071	7.05	0.8992	
