
Run	Copy_number	Feature	Average_distance_to_nearest_feature	Standard_deviation	#_of_times_shuffled_average_was_below_real_average
0	3x	gene	836.7	2535.3	.
1	3x	gene	1948.2	6233.8	0
2	3x	gene	2836.5	11873.4	0
3	3x	gene	2467.0	9414.8	0
4	3x	gene	961.7	2704.3	0
5	3x	gene	5328.1	17227.2	0
6	3x	gene	4037.1	11269.5	0
7	3x	gene	1954.5	7446.7	0
8	3x	gene	1017.9	3135.8	0
9	3x	gene	1754.8	5210.0	0
10	3x	gene	4959.1	20097.8	0
11	3x	gene	1381.3	4931.9	0
12	3x	gene	3329.6	11048.6	0
13	3x	gene	1797.2	4618.5	0
14	3x	gene	3109.5	12577.3	0
15	3x	gene	3237.8	9124.3	0
16	3x	gene	2742.9	12049.4	0
17	3x	gene	1453.9	4009.9	0
18	3x	gene	5478.3	20231.0	0
19	3x	gene	7092.8	25395.6	0
20	3x	gene	4201.3	10578.4	0
21	3x	gene	2891.1	8327.4	0
22	3x	gene	1901.1	10348.6	0
23	3x	gene	1430.6	6242.1	0
24	3x	gene	2684.6	8178.5	0
25	3x	gene	1695.6	6987.2	0
26	3x	gene	1527.8	5709.6	0
27	3x	gene	2761.9	10903.6	0
28	3x	gene	8873.9	24821.0	0
29	3x	gene	1853.3	6467.8	0
30	3x	gene	984.7	2621.5	0
31	3x	gene	352.6	625.5	1
32	3x	gene	4386.2	18260.3	1
33	3x	gene	6262.8	20877.4	1
34	3x	gene	7216.0	25343.9	1
35	3x	gene	4367.9	15943.2	1
36	3x	gene	1813.6	6417.6	1
37	3x	gene	4791.4	21190.5	1
38	3x	gene	2737.8	6580.6	1
39	3x	gene	1986.9	8150.5	1
40	3x	gene	1046.0	3454.2	1
41	3x	gene	7099.7	23214.3	1
42	3x	gene	1021.6	2458.6	1
43	3x	gene	2375.3	6173.9	1
44	3x	gene	1945.4	10383.3	1
45	3x	gene	6404.7	24112.3	1
46	3x	gene	2797.8	9250.6	1
47	3x	gene	3142.8	10687.8	1
48	3x	gene	2872.7	11549.2	1
49	3x	gene	2324.2	5267.5	1
50	3x	gene	1850.6	8399.2	1
51	3x	gene	3857.6	12898.7	1
52	3x	gene	3086.6	12617.7	1
53	3x	gene	2519.1	7994.5	1
54	3x	gene	2229.7	7496.7	1
55	3x	gene	1419.9	3844.4	1
56	3x	gene	2651.1	10360.6	1
57	3x	gene	3422.4	11386.0	1
58	3x	gene	1157.8	2645.3	1
59	3x	gene	1003.5	3922.0	1
60	3x	gene	4645.5	11495.9	1
61	3x	gene	5039.4	19784.9	1
62	3x	gene	1022.2	2383.3	1
63	3x	gene	3195.5	11956.1	1
64	3x	gene	3967.2	10845.5	1
65	3x	gene	1676.0	5385.5	1
66	3x	gene	9680.6	30741.4	1
67	3x	gene	5955.9	19585.3	1
68	3x	gene	1498.7	5855.8	1
69	3x	gene	2053.7	6334.5	1
70	3x	gene	962.4	2395.5	1
71	3x	gene	3649.4	12971.4	1
72	3x	gene	2955.7	8931.3	1
73	3x	gene	3972.9	15926.4	1
74	3x	gene	3269.5	9596.0	1
75	3x	gene	637.0	1345.1	2
76	3x	gene	1354.5	2777.6	2
77	3x	gene	2065.0	6894.5	2
78	3x	gene	4362.4	13587.7	2
79	3x	gene	920.3	3142.7	2
80	3x	gene	894.6	1886.6	2
81	3x	gene	903.8	2988.6	2
82	3x	gene	1441.2	3764.7	2
83	3x	gene	5529.1	15121.2	2
84	3x	gene	6162.6	16984.7	2
85	3x	gene	6454.8	18704.2	2
86	3x	gene	1772.0	7530.2	2
87	3x	gene	3243.0	10191.1	2
88	3x	gene	8067.2	18140.0	2
89	3x	gene	5272.4	13807.0	2
90	3x	gene	3727.1	22581.2	2
91	3x	gene	537.2	1338.6	3
92	3x	gene	6316.7	16431.6	3
93	3x	gene	2105.8	5631.6	3
94	3x	gene	3616.2	13769.8	3
95	3x	gene	2697.4	10440.6	3
96	3x	gene	2899.6	7803.7	3
97	3x	gene	3536.1	12424.2	3
98	3x	gene	8151.1	23818.3	3
99	3x	gene	2568.7	11189.9	3
