Start	End	Midpoint	Breakpoint_bp	Non_breakpoint_bp	Feature_bp_inside	%Inside	Feature_bp_outside	%Outside	Ratio
-25000	-23000	-24000	84000	46816027	4865	5.79	1900714	4.06	1.4265	
-24800	-22800	-23800	84000	46816027	5073	6.04	1900506	4.06	1.4877	
-24600	-22600	-23600	84000	46816027	5339	6.36	1900240	4.06	1.5659	
-24400	-22400	-23400	84000	46816027	5397	6.42	1900182	4.06	1.5830	
-24200	-22200	-23200	84000	46816027	5456	6.50	1900123	4.06	1.6003	
-24000	-22000	-23000	84000	46816027	5321	6.33	1900258	4.06	1.5606	
-23800	-21800	-22800	84000	46816027	5308	6.32	1900271	4.06	1.5568	
-23600	-21600	-22600	84000	46816027	5331	6.35	1900248	4.06	1.5636	
-23400	-21400	-22400	84000	46816027	5245	6.24	1900334	4.06	1.5383	
-23200	-21200	-22200	84000	46816027	4999	5.95	1900580	4.06	1.4659	
-23000	-21000	-22000	84000	46816027	4761	5.67	1900818	4.06	1.3960	
-22800	-20800	-21800	84000	46816027	4879	5.81	1900700	4.06	1.4306	
-22600	-20600	-21600	84000	46816027	4880	5.81	1900699	4.06	1.4309	
-22400	-20400	-21400	84000	46816027	4740	5.64	1900839	4.06	1.3898	
-22200	-20200	-21200	84000	46816027	4623	5.50	1900956	4.06	1.3554	
-22000	-20000	-21000	84000	46816027	4496	5.35	1901083	4.06	1.3181	
-21800	-19800	-20800	84000	46816027	4928	5.87	1900651	4.06	1.4451	
-21600	-19600	-20600	84000	46816027	5302	6.31	1900277	4.06	1.5550	
-21400	-19400	-20400	84000	46816027	5679	6.76	1899900	4.06	1.6659	
-21200	-19200	-20200	84000	46816027	6071	7.23	1899508	4.06	1.7813	
-21000	-19000	-20000	84000	46816027	6003	7.15	1899576	4.06	1.7613	
-20800	-18800	-19800	84000	46816027	5900	7.02	1899679	4.06	1.7310	
-20600	-18600	-19600	84000	46816027	6074	7.23	1899505	4.06	1.7822	
-20400	-18400	-19400	84000	46816027	6201	7.38	1899378	4.06	1.8196	
-20200	-18200	-19200	84000	46816027	6205	7.39	1899374	4.06	1.8207	
-20000	-18000	-19000	84000	46816027	6299	7.50	1899280	4.06	1.8484	
-19800	-17800	-18800	84000	46816027	5827	6.94	1899752	4.06	1.7095	
-19600	-17600	-18600	84000	46816027	5572	6.63	1900007	4.06	1.6344	
-19400	-17400	-18400	84000	46816027	5481	6.53	1900098	4.06	1.6077	
-19200	-17200	-18200	84000	46816027	5209	6.20	1900370	4.06	1.5277	
-19000	-17000	-18000	84000	46816027	5011	5.97	1900568	4.06	1.4695	
-18800	-16800	-17800	84000	46816027	4769	5.68	1900810	4.06	1.3983	
-18600	-16600	-17600	84000	46816027	4407	5.25	1901172	4.06	1.2919	
-18400	-16400	-17400	84000	46816027	4450	5.30	1901129	4.06	1.3046	
-18200	-16200	-17200	84000	46816027	4465	5.32	1901114	4.06	1.3090	
-18000	-16000	-17000	84000	46816027	4320	5.14	1901259	4.06	1.2664	
-17800	-15800	-16800	84000	46816027	4583	5.46	1900996	4.06	1.3436	
-17600	-15600	-16600	84000	46816027	4200	5.00	1901379	4.06	1.2311	
-17400	-15400	-16400	84000	46816027	3851	4.58	1901728	4.06	1.1286	
-17200	-15200	-16200	84000	46816027	3742	4.45	1901837	4.06	1.0966	
-17000	-15000	-16000	84000	46816027	3822	4.55	1901757	4.06	1.1201	
-16800	-14800	-15800	84000	46816027	3981	4.74	1901598	4.06	1.1668	
-16600	-14600	-15600	84000	46816027	4299	5.12	1901280	4.06	1.2602	
-16400	-14400	-15400	84000	46816027	4068	4.84	1901511	4.06	1.1923	
-16200	-14200	-15200	84000	46816027	4192	4.99	1901387	4.06	1.2288	
-16000	-14000	-15000	84000	46816027	4345	5.17	1901234	4.06	1.2737	
-15800	-13800	-14800	84000	46816027	4266	5.08	1901313	4.06	1.2505	
-15600	-13600	-14600	84000	46816027	4633	5.52	1900946	4.06	1.3583	
