Run	Copy_number	Feature	Average_distance_to_nearest_feature	Standard_deviation	#_of_times_shuffled_average_was_below_real_average
121	2x	satellite	265.9	328.7	104
122	2x	satellite	275.0	273.0	105
123	2x	satellite	298.8	387.7	106
124	2x	satellite	369.6	323.6	107
125	2x	satellite	354.5	979.9	108
126	2x	satellite	333.7	423.8	109
127	2x	satellite	342.4	480.3	110
128	2x	satellite	325.8	329.7	111
129	2x	satellite	318.5	426.6	112
130	2x	satellite	266.9	369.4	113
131	2x	satellite	306.7	361.2	114
132	2x	satellite	334.2	422.0	115
133	2x	satellite	271.9	349.8	116
134	2x	satellite	340.9	485.1	117
135	2x	satellite	342.2	437.6	118
136	2x	satellite	386.5	448.2	119
137	2x	satellite	273.9	417.1	120
138	2x	satellite	384.3	453.0	121
139	2x	satellite	238.7	311.1	122
140	2x	satellite	588.5	1384.8	122
141	2x	satellite	933.8	2718.8	122
142	2x	satellite	301.8	301.8	123
143	2x	satellite	303.7	442.3	124
144	2x	satellite	291.0	281.2	125
145	2x	satellite	326.5	327.2	126
146	2x	satellite	273.5	319.7	127
147	2x	satellite	882.0	2267.9	127
148	2x	satellite	323.1	360.8	128
149	2x	satellite	349.6	347.3	129
150	2x	satellite	248.9	341.0	130
151	2x	satellite	244.8	284.3	131
152	2x	satellite	487.2	618.8	131
153	2x	satellite	318.2	363.5	132
154	2x	satellite	300.9	361.4	133
155	2x	satellite	254.1	305.1	134
156	2x	satellite	274.3	357.0	135
157	2x	satellite	323.0	255.5	136
158	2x	satellite	300.2	471.5	137
159	2x	satellite	269.2	219.1	138
160	2x	satellite	645.5	2618.2	138
161	2x	satellite	292.2	361.3	139
162	2x	satellite	254.8	302.5	140
163	2x	satellite	280.1	294.9	141
164	2x	satellite	427.5	496.8	141
165	2x	satellite	393.1	497.8	142
166	2x	satellite	295.1	338.8	143
167	2x	satellite	305.3	272.0	144
168	2x	satellite	326.9	347.9	145
169	2x	satellite	264.3	316.3	146
170	2x	satellite	249.3	302.0	147
171	2x	satellite	383.1	459.1	148
172	2x	satellite	283.7	388.8	149
173	2x	satellite	297.0	308.9	150
174	2x	satellite	322.1	379.6	151
175	2x	satellite	237.8	297.6	152
176	2x	satellite	325.6	356.6	153
177	2x	satellite	256.2	340.3	154
178	2x	satellite	504.8	740.6	154
179	2x	satellite	348.1	384.0	155
180	2x	satellite	250.9	225.5	156
181	2x	satellite	298.2	299.8	157
182	2x	satellite	367.1	481.5	158
183	2x	satellite	284.7	267.0	159
184	2x	satellite	284.6	317.2	160
185	2x	satellite	153.9	173.7	161
186	2x	satellite	1225.3	4369.3	161
187	2x	satellite	306.9	359.3	162
188	2x	satellite	483.5	1394.6	162
189	2x	satellite	355.2	438.1	163
190	2x	satellite	400.2	484.7	164
191	2x	satellite	257.6	331.5	165
192	2x	satellite	316.2	528.1	166
193	2x	satellite	351.6	406.2	167
194	2x	satellite	234.4	397.1	168
195	2x	satellite	306.2	369.9	169
196	2x	satellite	223.5	340.2	170
197	2x	satellite	285.0	328.1	171
198	2x	satellite	278.8	246.9	172
199	2x	satellite	265.4	281.4	173
200	2x	satellite	223.0	258.0	174
201	2x	satellite	188.0	217.5	175
202	2x	satellite	345.2	308.9	176
203	2x	satellite	289.6	311.3	177
204	2x	satellite	332.5	341.9	178
205	2x	satellite	281.2	389.4	179
206	2x	satellite	503.1	1467.6	179
207	2x	satellite	339.3	397.0	180
208	2x	satellite	337.9	419.6	181
209	2x	satellite	401.0	416.1	182
210	2x	satellite	313.0	377.0	183
211	2x	satellite	277.8	369.7	184
212	2x	satellite	331.7	364.6	185
213	2x	satellite	350.4	407.5	186
214	2x	satellite	272.2	298.1	187
215	2x	satellite	689.2	2029.6	187
216	2x	satellite	269.6	333.4	188
217	2x	satellite	1219.2	4150.1	188
218	2x	satellite	330.7	412.4	189
219	2x	satellite	613.7	1999.2	189
220	2x	satellite	401.1	473.0	190
221	2x	satellite	434.7	400.4	190
222	2x	satellite	326.2	441.3	191
223	2x	satellite	199.2	226.3	192
224	2x	satellite	244.5	253.6	193
225	2x	satellite	220.1	265.3	194
226	2x	satellite	530.7	1394.1	194
227	2x	satellite	535.1	1629.9	194
228	2x	satellite	333.8	381.7	195
229	2x	satellite	310.8	351.8	196
230	2x	satellite	277.4	317.0	197
231	2x	satellite	243.4	403.9	198
232	2x	satellite	435.8	1671.4	198
233	2x	satellite	282.1	293.8	199
234	2x	satellite	354.5	377.9	200
235	2x	satellite	374.0	485.1	201
236	2x	satellite	372.6	378.2	202
237	2x	satellite	336.4	407.9	203
238	2x	satellite	379.6	405.6	204
239	2x	satellite	251.4	296.7	205
240	2x	satellite	323.2	408.8	206
241	2x	satellite	353.9	392.4	207
242	2x	satellite	331.6	333.3	208
243	2x	satellite	292.3	439.5	209
244	2x	satellite	244.2	363.8	210
245	2x	satellite	236.9	321.4	211
246	2x	satellite	544.8	1753.2	211
247	2x	satellite	316.9	388.3	212
248	2x	satellite	374.2	498.4	213
249	2x	satellite	429.8	505.8	213
250	2x	satellite	309.5	385.1	214
251	2x	satellite	450.0	620.6	214
252	2x	satellite	382.8	391.0	215
253	2x	satellite	338.9	432.6	216
254	2x	satellite	320.8	303.7	217
255	2x	satellite	294.1	276.6	218
256	2x	satellite	934.2	3772.7	218
257	2x	satellite	300.8	282.6	219
258	2x	satellite	343.1	345.1	220
259	2x	satellite	661.8	2095.3	220
260	2x	satellite	252.8	239.5	221
261	2x	satellite	262.1	312.7	222
262	2x	satellite	559.4	1596.9	222
263	2x	satellite	323.0	390.3	223
264	2x	satellite	631.3	1842.2	223
265	2x	satellite	448.9	1048.2	223
266	2x	satellite	274.7	307.4	224
267	2x	satellite	366.9	348.1	225
268	2x	satellite	280.4	333.3	226
269	2x	satellite	291.5	356.9	227
270	2x	satellite	377.3	421.7	228
271	2x	satellite	264.8	312.5	229
272	2x	satellite	307.1	387.9	230
273	2x	satellite	286.7	309.2	231
274	2x	satellite	430.6	549.3	231
275	2x	satellite	276.3	267.2	232
276	2x	satellite	342.3	371.4	233
277	2x	satellite	340.5	332.9	234
278	2x	satellite	228.4	258.6	235
279	2x	satellite	291.9	411.5	236
280	2x	satellite	319.2	368.3	237
281	2x	satellite	325.1	356.5	238
282	2x	satellite	356.8	396.5	239
283	2x	satellite	257.7	221.1	240
284	2x	satellite	378.2	439.0	241
285	2x	satellite	363.8	1162.6	242
286	2x	satellite	227.4	298.1	243
287	2x	satellite	334.2	294.1	244
288	2x	satellite	263.5	282.8	245
289	2x	satellite	301.1	364.1	246
290	2x	satellite	254.6	298.1	247
291	2x	satellite	331.3	395.5	248
292	2x	satellite	267.2	278.6	249
293	2x	satellite	270.2	301.6	250
294	2x	satellite	318.9	269.0	251
295	2x	satellite	285.0	349.6	252
296	2x	satellite	305.3	391.3	253
297	2x	satellite	305.0	330.4	254
298	2x	satellite	331.9	274.3	255
299	2x	satellite	284.0	306.7	256
300	2x	satellite	250.0	299.1	257
301	2x	satellite	347.8	392.0	258
302	2x	satellite	328.3	333.3	259
303	2x	satellite	217.5	280.1	260
304	2x	satellite	580.5	2259.3	260
305	2x	satellite	258.9	259.4	261
306	2x	satellite	730.2	2074.7	261
307	2x	satellite	286.8	335.7	262
308	2x	satellite	349.2	384.8	263
309	2x	satellite	252.0	292.1	264
310	2x	satellite	646.2	1899.2	264
311	2x	satellite	809.6	2768.3	264
312	2x	satellite	653.4	2461.4	264
313	2x	satellite	348.4	425.8	265
314	2x	satellite	353.0	293.2	266
315	2x	satellite	336.5	409.3	267
316	2x	satellite	264.3	339.0	268
317	2x	satellite	595.9	2414.8	268
318	2x	satellite	248.7	230.1	269
319	2x	satellite	287.3	424.7	270
320	2x	satellite	524.6	1432.5	270
321	2x	satellite	323.0	317.1	271
322	2x	satellite	301.2	392.5	272
323	2x	satellite	188.0	247.6	273
324	2x	satellite	348.5	344.1	274
325	2x	satellite	434.1	958.5	274
326	2x	satellite	263.4	316.4	275
327	2x	satellite	287.5	388.8	276
328	2x	satellite	556.8	1931.6	276
329	2x	satellite	226.9	188.9	277
330	2x	satellite	273.6	280.2	278
331	2x	satellite	434.8	373.9	278
332	2x	satellite	270.2	357.1	279
333	2x	satellite	213.2	221.3	280
334	2x	satellite	344.4	344.1	281
335	2x	satellite	312.3	299.7	282
336	2x	satellite	322.3	434.6	283
337	2x	satellite	279.1	368.4	284
338	2x	satellite	278.7	308.5	285
339	2x	satellite	293.0	348.5	286
340	2x	satellite	530.1	1664.6	286
341	2x	satellite	253.6	296.8	287
342	2x	satellite	169.8	257.3	288
343	2x	satellite	189.2	175.1	289
344	2x	satellite	316.7	380.3	290
345	2x	satellite	272.5	407.8	291
346	2x	satellite	370.8	563.5	292
347	2x	satellite	283.9	271.2	293
348	2x	satellite	236.5	268.1	294
349	2x	satellite	852.6	3029.5	294
350	2x	satellite	378.1	359.7	295
351	2x	satellite	294.0	334.6	296
352	2x	satellite	328.9	297.1	297
353	2x	satellite	504.8	1597.8	297
354	2x	satellite	311.2	331.7	298
355	2x	satellite	312.9	409.2	299
356	2x	satellite	294.8	342.5	300
357	2x	satellite	561.2	1773.0	300
358	2x	satellite	299.8	396.8	301
359	2x	satellite	297.1	373.1	302
360	2x	satellite	316.2	372.4	303
361	2x	satellite	267.9	271.2	304
362	2x	satellite	295.8	327.2	305
363	2x	satellite	323.4	403.9	306
364	2x	satellite	257.6	358.4	307
365	2x	satellite	1030.1	3866.5	307
366	2x	satellite	307.5	323.8	308
367	2x	satellite	314.9	313.4	309
368	2x	satellite	282.5	476.0	310
369	2x	satellite	357.4	404.1	311
370	2x	satellite	265.4	294.6	312
371	2x	satellite	355.0	411.4	313
372	2x	satellite	489.3	1017.4	313
373	2x	satellite	319.4	312.2	314
374	2x	satellite	592.6	2228.8	314
375	2x	satellite	318.5	378.3	315
376	2x	satellite	293.0	443.7	316
377	2x	satellite	434.6	388.2	316
378	2x	satellite	271.5	267.5	317
379	2x	satellite	379.4	477.6	318
380	2x	satellite	294.6	336.9	319
381	2x	satellite	304.3	407.9	320
382	2x	satellite	353.6	323.4	321
383	2x	satellite	281.8	320.2	322
384	2x	satellite	181.3	160.9	323
385	2x	satellite	332.9	297.6	324
386	2x	satellite	679.7	2951.2	324
387	2x	satellite	519.7	1563.7	324
388	2x	satellite	477.7	1504.6	324
389	2x	satellite	308.8	337.7	325
390	2x	satellite	342.2	445.6	326
391	2x	satellite	232.9	218.0	327
392	2x	satellite	253.4	312.9	328
393	2x	satellite	312.1	383.2	329
394	2x	satellite	357.6	393.9	330
395	2x	satellite	414.2	407.8	331
396	2x	satellite	296.0	425.8	332
397	2x	satellite	374.1	495.0	333
398	2x	satellite	253.2	324.3	334
399	2x	satellite	321.8	392.4	335
400	2x	satellite	297.1	346.1	336
401	2x	satellite	562.8	1568.5	336
402	2x	satellite	326.1	430.7	337
403	2x	satellite	437.5	1432.0	337
404	2x	satellite	267.8	295.7	338
405	2x	satellite	255.0	300.0	339
406	2x	satellite	310.1	318.9	340
407	2x	satellite	785.3	2409.8	340
408	2x	satellite	227.6	256.9	341
409	2x	satellite	476.7	1172.1	341
410	2x	satellite	554.0	1516.0	341
411	2x	satellite	295.9	321.2	342
412	2x	satellite	345.7	377.5	343
413	2x	satellite	299.9	437.7	344
414	2x	satellite	232.2	240.4	345
415	2x	satellite	279.6	316.8	346
416	2x	satellite	312.9	370.5	347
417	2x	satellite	234.8	289.2	348
418	2x	satellite	230.4	272.5	349
419	2x	satellite	388.6	427.8	350
420	2x	satellite	230.8	260.7	351
421	2x	satellite	611.5	2157.0	351
422	2x	satellite	627.6	1999.3	351
423	2x	satellite	454.1	1026.0	351
424	2x	satellite	315.4	314.4	352
425	2x	satellite	391.7	405.3	353
426	2x	satellite	515.5	1780.3	353
427	2x	satellite	322.5	359.7	354
428	2x	satellite	341.2	430.0	355
429	2x	satellite	261.9	360.6	356
430	2x	satellite	353.3	350.3	357
431	2x	satellite	298.4	275.5	358
432	2x	satellite	265.6	324.3	359
433	2x	satellite	233.3	325.7	360
434	2x	satellite	453.8	681.1	360
435	2x	satellite	327.1	347.9	361
436	2x	satellite	282.2	444.0	362
437	2x	satellite	299.4	335.4	363
438	2x	satellite	272.8	258.0	364
439	2x	satellite	277.8	267.5	365
440	2x	satellite	401.9	1118.3	366
441	2x	satellite	641.0	2480.2	366
442	2x	satellite	251.3	274.1	367
443	2x	satellite	235.4	283.5	368
444	2x	satellite	347.2	425.1	369
445	2x	satellite	282.6	266.1	370
446	2x	satellite	332.8	388.5	371
447	2x	satellite	328.8	376.7	372
448	2x	satellite	667.5	2519.5	372
449	2x	satellite	262.9	284.3	373
450	2x	satellite	443.3	1550.4	373
451	2x	satellite	363.0	476.4	374
452	2x	satellite	296.8	420.9	375
453	2x	satellite	232.1	262.5	376
454	2x	satellite	287.2	280.1	377
455	2x	satellite	230.3	258.1	378
456	2x	satellite	281.7	346.8	379
457	2x	satellite	274.5	298.9	380
458	2x	satellite	376.2	428.6	381
459	2x	satellite	367.8	379.3	382
460	2x	satellite	233.7	261.1	383
461	2x	satellite	306.8	310.1	384
462	2x	satellite	223.4	254.7	385
463	2x	satellite	360.3	539.9	386
464	2x	satellite	331.2	433.0	387
465	2x	satellite	545.8	1723.1	387
466	2x	satellite	321.1	369.6	388
467	2x	satellite	379.8	417.4	389
468	2x	satellite	303.8	314.6	390
469	2x	satellite	966.4	2911.7	390
470	2x	satellite	360.9	596.7	391
471	2x	satellite	270.4	299.6	392
472	2x	satellite	283.0	417.7	393
473	2x	satellite	362.5	641.6	394
474	2x	satellite	253.3	236.1	395
475	2x	satellite	408.2	582.3	396
476	2x	satellite	304.7	259.0	397
477	2x	satellite	411.3	728.4	398
478	2x	satellite	324.8	327.7	399
479	2x	satellite	591.5	2322.6	399
480	2x	satellite	276.9	283.3	400
481	2x	satellite	233.4	236.0	401
482	2x	satellite	264.5	338.5	402
483	2x	satellite	351.5	366.5	403
484	2x	satellite	605.0	1887.6	403
485	2x	satellite	330.4	372.9	404
486	2x	satellite	440.2	419.7	404
487	2x	satellite	1069.5	3648.6	404
488	2x	satellite	351.5	448.0	405
489	2x	satellite	171.0	212.2	406
490	2x	satellite	350.6	417.0	407
491	2x	satellite	264.5	315.6	408
492	2x	satellite	371.7	449.1	409
493	2x	satellite	227.2	277.1	410
494	2x	satellite	257.3	287.8	411
495	2x	satellite	360.9	531.1	412
496	2x	satellite	402.9	551.5	413
497	2x	satellite	318.8	368.3	414
498	2x	satellite	319.9	351.6	415
499	2x	satellite	529.6	1849.0	415
500	2x	satellite	324.5	427.5	416
501	2x	satellite	316.8	452.8	417
502	2x	satellite	328.4	343.8	418
503	2x	satellite	380.4	445.1	419
504	2x	satellite	227.7	221.3	420
505	2x	satellite	302.0	386.8	421
506	2x	satellite	405.4	945.4	422
507	2x	satellite	274.8	418.1	423
508	2x	satellite	290.1	318.1	424
509	2x	satellite	224.3	256.4	425
510	2x	satellite	305.6	272.6	426
511	2x	satellite	266.5	372.6	427
512	2x	satellite	376.5	397.5	428
513	2x	satellite	365.9	392.8	429
514	2x	satellite	253.7	244.0	430
515	2x	satellite	293.6	347.9	431
516	2x	satellite	315.7	298.9	432
517	2x	satellite	326.7	369.5	433
518	2x	satellite	279.5	344.6	434
519	2x	satellite	565.2	1524.2	434
520	2x	satellite	388.2	455.9	435
521	2x	satellite	865.4	3716.9	435
522	2x	satellite	337.6	444.2	436
523	2x	satellite	745.6	3193.3	436
524	2x	satellite	382.8	601.8	437
525	2x	satellite	547.9	1860.0	437
526	2x	satellite	189.0	193.2	438
527	2x	satellite	1026.2	3817.3	438
528	2x	satellite	235.7	211.0	439
529	2x	satellite	302.2	379.0	440
530	2x	satellite	200.5	217.9	441
531	2x	satellite	305.6	315.6	442
532	2x	satellite	257.2	259.0	443
533	2x	satellite	317.3	622.7	444
534	2x	satellite	225.8	271.0	445
535	2x	satellite	397.6	438.1	446
536	2x	satellite	289.8	283.3	447
537	2x	satellite	327.9	387.1	448
538	2x	satellite	537.0	1317.0	448
539	2x	satellite	264.4	336.7	449
540	2x	satellite	254.6	311.7	450
541	2x	satellite	374.5	319.6	451
542	2x	satellite	206.3	248.7	452
543	2x	satellite	310.3	403.0	453
544	2x	satellite	1043.5	3646.8	453
545	2x	satellite	309.5	341.1	454
546	2x	satellite	683.0	2348.5	454
547	2x	satellite	695.7	3029.2	454
548	2x	satellite	286.0	355.0	455
549	2x	satellite	299.2	328.6	456
550	2x	satellite	262.1	248.6	457
551	2x	satellite	449.8	475.7	457
552	2x	satellite	654.8	2978.0	457
553	2x	satellite	438.4	1304.4	457
554	2x	satellite	923.7	3459.9	457
555	2x	satellite	332.8	253.3	458
556	2x	satellite	287.4	297.2	459
557	2x	satellite	320.5	343.1	460
558	2x	satellite	366.6	446.1	461
559	2x	satellite	325.5	285.6	462
560	2x	satellite	372.3	525.2	463
561	2x	satellite	284.0	300.7	464
562	2x	satellite	275.2	261.0	465
563	2x	satellite	336.8	450.2	466
564	2x	satellite	334.8	347.1	467
565	2x	satellite	673.6	2834.6	467
566	2x	satellite	395.8	1029.3	468
567	2x	satellite	296.4	411.7	469
568	2x	satellite	330.6	360.1	470
569	2x	satellite	374.3	384.9	471
570	2x	satellite	364.1	391.5	472
571	2x	satellite	209.0	265.1	473
572	2x	satellite	279.6	299.1	474
573	2x	satellite	396.2	531.3	475
574	2x	satellite	293.9	401.5	476
575	2x	satellite	331.4	410.4	477
576	2x	satellite	828.1	3950.3	477
577	2x	satellite	318.3	300.3	478
578	2x	satellite	523.4	1993.1	478
579	2x	satellite	383.8	380.8	479
580	2x	satellite	249.5	272.3	480
581	2x	satellite	301.8	384.6	481
582	2x	satellite	267.8	294.9	482
583	2x	satellite	233.1	295.4	483
584	2x	satellite	278.8	379.2	484
585	2x	satellite	283.5	323.7	485
586	2x	satellite	332.1	364.1	486
587	2x	satellite	273.4	296.4	487
588	2x	satellite	232.8	274.2	488
589	2x	satellite	257.5	357.0	489
590	2x	satellite	819.6	3757.8	489
591	2x	satellite	612.1	1972.5	489
592	2x	satellite	330.6	386.2	490
593	2x	satellite	348.4	420.4	491
594	2x	satellite	436.0	1327.0	491
595	2x	satellite	347.2	241.9	492
596	2x	satellite	248.3	297.3	493
597	2x	satellite	809.5	2991.1	493
598	2x	satellite	497.0	1011.0	493
599	2x	satellite	168.5	234.8	494
600	2x	satellite	274.9	285.9	495
601	2x	satellite	255.6	296.2	496
602	2x	satellite	224.0	260.9	497
603	2x	satellite	268.8	373.6	498
604	2x	satellite	223.0	281.9	499
605	2x	satellite	340.3	391.1	500
606	2x	satellite	309.7	419.7	501
607	2x	satellite	283.2	314.8	502
608	2x	satellite	309.9	394.7	503
609	2x	satellite	225.1	265.5	504
610	2x	satellite	412.1	453.7	505
611	2x	satellite	363.7	416.7	506
612	2x	satellite	309.8	324.4	507
613	2x	satellite	419.9	946.1	507
614	2x	satellite	285.1	302.8	508
615	2x	satellite	321.4	396.9	509
616	2x	satellite	270.8	318.3	510
617	2x	satellite	232.8	289.9	511
618	2x	satellite	464.7	1582.3	511
619	2x	satellite	783.8	2659.0	511
620	2x	satellite	338.6	422.3	512
621	2x	satellite	277.6	271.1	513
622	2x	satellite	603.0	2233.5	513
623	2x	satellite	351.7	372.0	514
624	2x	satellite	507.1	1506.2	514
625	2x	satellite	266.0	279.2	515
626	2x	satellite	391.8	422.7	516
627	2x	satellite	396.7	1211.2	517
628	2x	satellite	364.1	335.9	518
629	2x	satellite	247.0	246.0	519
630	2x	satellite	556.5	1672.5	519
631	2x	satellite	375.6	417.0	520
632	2x	satellite	362.9	468.2	521
633	2x	satellite	772.4	3872.3	521
634	2x	satellite	306.5	256.3	522
635	2x	satellite	289.4	330.5	523
636	2x	satellite	660.5	1414.7	523
637	2x	satellite	369.2	366.8	524
638	2x	satellite	371.3	416.8	525
639	2x	satellite	517.8	1323.6	525
640	2x	satellite	294.4	331.9	526
641	2x	satellite	192.3	250.1	527
642	2x	satellite	521.0	621.0	527
643	2x	satellite	871.2	3803.9	527
644	2x	satellite	343.0	407.5	528
645	2x	satellite	403.6	499.5	529
646	2x	satellite	590.3	1950.3	529
647	2x	satellite	308.0	301.3	530
648	2x	satellite	281.4	327.7	531
649	2x	satellite	300.5	284.9	532
650	2x	satellite	261.9	307.8	533
651	2x	satellite	607.8	2238.7	533
652	2x	satellite	364.6	385.1	534
653	2x	satellite	727.9	1780.8	534
654	2x	satellite	391.9	550.2	535
655	2x	satellite	296.6	344.2	536
656	2x	satellite	278.5	293.2	537
657	2x	satellite	193.4	275.9	538
658	2x	satellite	257.8	266.8	539
659	2x	satellite	637.4	1834.8	539
660	2x	satellite	247.0	285.9	540
661	2x	satellite	758.8	2991.3	540
662	2x	satellite	332.9	413.5	541
663	2x	satellite	243.3	247.3	542
664	2x	satellite	240.7	270.1	543
665	2x	satellite	285.8	289.2	544
666	2x	satellite	319.2	471.0	545
667	2x	satellite	271.8	345.5	546
668	2x	satellite	283.0	331.3	547
669	2x	satellite	391.2	602.7	548
670	2x	satellite	320.1	364.1	549
671	2x	satellite	725.2	2941.4	549
672	2x	satellite	251.0	338.6	550
673	2x	satellite	281.7	342.0	551
674	2x	satellite	313.2	316.7	552
675	2x	satellite	312.1	343.6	553
676	2x	satellite	260.8	273.6	554
677	2x	satellite	439.6	460.5	554
678	2x	satellite	506.7	1330.2	554
679	2x	satellite	668.2	2465.1	554
680	2x	satellite	269.8	336.1	555
681	2x	satellite	501.7	1421.0	555
682	2x	satellite	306.9	289.4	556
683	2x	satellite	235.7	277.4	557
684	2x	satellite	300.3	351.9	558
685	2x	satellite	487.6	1555.8	558
686	2x	satellite	292.8	348.1	559
687	2x	satellite	335.4	384.0	560
688	2x	satellite	298.0	327.0	561
689	2x	satellite	308.7	429.8	562
690	2x	satellite	291.4	317.4	563
691	2x	satellite	285.3	371.9	564
692	2x	satellite	291.6	291.5	565
693	2x	satellite	283.4	396.8	566
694	2x	satellite	254.0	324.4	567
695	2x	satellite	536.6	1209.8	567
696	2x	satellite	189.0	183.1	568
697	2x	satellite	340.2	335.2	569
698	2x	satellite	277.2	285.8	570
699	2x	satellite	695.4	2640.4	570
700	2x	satellite	299.7	283.6	571
701	2x	satellite	753.2	2675.4	571
702	2x	satellite	268.8	287.5	572
703	2x	satellite	290.7	435.3	573
704	2x	satellite	265.3	290.5	574
705	2x	satellite	246.4	272.5	575
706	2x	satellite	268.7	340.8	576
707	2x	satellite	1056.0	2990.2	576
708	2x	satellite	264.3	275.1	577
709	2x	satellite	529.3	1533.8	577
710	2x	satellite	252.8	253.3	578
711	2x	satellite	225.1	258.3	579
712	2x	satellite	339.6	335.8	580
713	2x	satellite	284.5	378.9	581
714	2x	satellite	304.6	326.1	582
715	2x	satellite	473.2	1284.3	582
716	2x	satellite	329.4	488.0	583
717	2x	satellite	754.8	2802.0	583
718	2x	satellite	266.6	256.3	584
719	2x	satellite	447.2	751.2	584
720	2x	satellite	326.4	505.6	585
721	2x	satellite	575.6	2339.4	585
722	2x	satellite	416.3	392.0	586
723	2x	satellite	426.1	473.0	586
