Start	End	Midpoint	Breakpoint_bp	Non_breakpoint_bp	Feature_bp_inside	%Inside	Feature_bp_outside	%Outside	Ratio
-25000	-24900	-24950	4400	46896571	2710	61.59	16001059	34.12	1.8051	
-24990	-24890	-24940	4400	46896571	2740	62.27	16001029	34.12	1.8251	
-24980	-24880	-24930	4400	46896571	2768	62.91	16001001	34.12	1.8438	
-24970	-24870	-24920	4400	46896571	2788	63.36	16000981	34.12	1.8571	
-24960	-24860	-24910	4400	46896571	2808	63.82	16000961	34.12	1.8704	
-24950	-24850	-24900	4400	46896571	2826	64.23	16000943	34.12	1.8824	
-24940	-24840	-24890	4400	46896571	2845	64.66	16000924	34.12	1.8951	
-24930	-24830	-24880	4400	46896571	2865	65.11	16000904	34.12	1.9084	
-24920	-24820	-24870	4400	46896571	2885	65.57	16000884	34.12	1.9217	
-24910	-24810	-24860	4400	46896571	2900	65.91	16000869	34.12	1.9317	
-24900	-24800	-24850	4400	46896571	2900	65.91	16000869	34.12	1.9317	
-24890	-24790	-24840	4400	46896571	2893	65.75	16000876	34.12	1.9271	
-24880	-24780	-24830	4400	46896571	2883	65.52	16000886	34.12	1.9204	
-24870	-24770	-24820	4400	46896571	2873	65.30	16000896	34.12	1.9137	
-24860	-24760	-24810	4400	46896571	2863	65.07	16000906	34.12	1.9071	
-24850	-24750	-24800	4400	46896571	2853	64.84	16000916	34.12	1.9004	
-24840	-24740	-24790	4400	46896571	2843	64.61	16000926	34.12	1.8937	
-24830	-24730	-24780	4400	46896571	2833	64.39	16000936	34.12	1.8871	
-24820	-24720	-24770	4400	46896571	2823	64.16	16000946	34.12	1.8804	
-24810	-24710	-24760	4400	46896571	2813	63.93	16000956	34.12	1.8738	
-24800	-24700	-24750	4400	46896571	2800	63.64	16000969	34.12	1.8651	
-24790	-24690	-24740	4400	46896571	2787	63.34	16000982	34.12	1.8564	
-24780	-24680	-24730	4400	46896571	2777	63.11	16000992	34.12	1.8498	
