
Run	Copy_number	Feature	Average_distance_to_nearest_feature	Standard_deviation	#_of_times_shuffled_average_was_below_real_average
0	3x	DNAseI_hypersensitive_site	1556.0	2625.5	.
1	3x	DNAseI_hypersensitive_site	16371.8	50366.3	0
2	3x	DNAseI_hypersensitive_site	6595.8	17461.6	0
3	3x	DNAseI_hypersensitive_site	5967.4	18449.7	0
4	3x	DNAseI_hypersensitive_site	3379.5	6156.4	0
5	3x	DNAseI_hypersensitive_site	6600.4	17981.4	0
6	3x	DNAseI_hypersensitive_site	14039.6	38389.7	0
7	3x	DNAseI_hypersensitive_site	3216.6	9338.5	0
8	3x	DNAseI_hypersensitive_site	9036.8	36705.0	0
9	3x	DNAseI_hypersensitive_site	8811.1	24350.8	0
10	3x	DNAseI_hypersensitive_site	3038.1	7479.6	0
11	3x	DNAseI_hypersensitive_site	2774.1	5381.3	0
12	3x	DNAseI_hypersensitive_site	3938.8	9364.0	0
13	3x	DNAseI_hypersensitive_site	9966.9	37764.3	0
14	3x	DNAseI_hypersensitive_site	8101.3	19996.5	0
15	3x	DNAseI_hypersensitive_site	7938.9	22548.8	0
16	3x	DNAseI_hypersensitive_site	7113.3	38889.7	0
17	3x	DNAseI_hypersensitive_site	3356.3	9645.5	0
18	3x	DNAseI_hypersensitive_site	4152.2	10975.4	0
19	3x	DNAseI_hypersensitive_site	2632.6	6949.1	0
20	3x	DNAseI_hypersensitive_site	3163.2	6377.0	0
21	3x	DNAseI_hypersensitive_site	4231.1	7965.6	0
22	3x	DNAseI_hypersensitive_site	12939.3	44650.3	0
23	3x	DNAseI_hypersensitive_site	3587.2	7098.6	0
24	3x	DNAseI_hypersensitive_site	9860.0	31462.7	0
25	3x	DNAseI_hypersensitive_site	2239.7	3273.5	0
26	3x	DNAseI_hypersensitive_site	2865.2	7414.2	0
27	3x	DNAseI_hypersensitive_site	7837.0	16440.6	0
28	3x	DNAseI_hypersensitive_site	3794.5	9185.7	0
29	3x	DNAseI_hypersensitive_site	2068.1	4078.4	0
30	3x	DNAseI_hypersensitive_site	11240.3	43346.6	0
31	3x	DNAseI_hypersensitive_site	4165.8	10872.6	0
32	3x	DNAseI_hypersensitive_site	4059.4	8412.7	0
33	3x	DNAseI_hypersensitive_site	10306.8	36496.0	0
34	3x	DNAseI_hypersensitive_site	3467.8	7435.8	0
35	3x	DNAseI_hypersensitive_site	3709.7	10285.8	0
36	3x	DNAseI_hypersensitive_site	14299.6	49319.3	0
37	3x	DNAseI_hypersensitive_site	8520.7	35579.9	0
38	3x	DNAseI_hypersensitive_site	7035.1	21871.6	0
39	3x	DNAseI_hypersensitive_site	8199.8	24134.4	0
40	3x	DNAseI_hypersensitive_site	6486.0	19899.9	0
41	3x	DNAseI_hypersensitive_site	3570.6	7423.8	0
42	3x	DNAseI_hypersensitive_site	6223.6	26858.9	0
43	3x	DNAseI_hypersensitive_site	6696.4	24409.7	0
44	3x	DNAseI_hypersensitive_site	7245.0	26472.6	0
45	3x	DNAseI_hypersensitive_site	19873.8	53530.8	0
46	3x	DNAseI_hypersensitive_site	1280.6	1407.9	1
47	3x	DNAseI_hypersensitive_site	2354.6	4424.4	1
48	3x	DNAseI_hypersensitive_site	15592.8	46702.9	1
49	3x	DNAseI_hypersensitive_site	6766.8	17247.9	1
50	3x	DNAseI_hypersensitive_site	10851.8	37325.9	1
51	3x	DNAseI_hypersensitive_site	5220.5	16908.9	1
52	3x	DNAseI_hypersensitive_site	8125.2	32069.7	1
